label,filtered_word
1.0,房間 舒適 性價比 超 高 服務 好 離 逢甲 商圈 物超所值
0.0,床 髒髒 枕頭 上 有 頭髮 感覺 清理 各 種 過敏 隔音(A) 好 二 訪
0.0,進 屋 煙味 棉被 有 煙味 樓上 洗衣 滴水 到 冷氣 吵到 醒來
0.0,每 個 房間 有 個 主題 裝潢 擺設 一樣 親子房 有 溜滑梯 有 車子 造型 療癒
0.0,四 人 房 大 整潔 乾淨 有 提供 嬰兒 澡盆 有 電梯 服務 親切 隔音(A) 早餐 好
1.0,cp值 高 一 家 民宿 雙人房 空間 寬敞 浴室 乾 濕 分離 推推
0.0,有 麻將桌 KTV 大 電視 設備 新 適合 包 棟 房客 使用
0.0,環境 新 乾淨 一樓 有 兒童 遊樂區 開放 廚房 有 超級(A) 大 電視
0.0,花蓮 遊 推薦 東 旅 民宿 老闆娘 婆婆 服務 周到 一級棒
0.0,環境 優美 適合 放鬆 房東人 nice
0.0,透天 裡 小 套房 下雨車 停 室 內
0.0,溫馨 小 地方 停車 舒適
0.0,溫泉 不錯 點心 棒 附近 泰雅 文化 棒 老街 後面 山豬肉 香腸 讚 排隊
1.0,價錢 公道 老闆 老闆娘 全 家 大小 親切 風景 優美
1.0,CP值 高 裝潢 簡單 環境 乾淨 花費 中等(A) 停車 算 方便 一 個 泡 溫泉 地方
0.0,噪音 住宿 雙人房 位於 一樓 內側 聽 到 馬路 車聲 沒有 大 行李 空間 OK
0.0,第一 個 房間 有 前 位 客人 遺留物 想 用 房 內 電話 客服 反應 電話 打 通 下樓
0.0,車站 西 往 桃園 機場 如同 其 名 一 個 適合 旅人 飯店
0.0,傳統 80 年 老 建築 熱情 老闆 有 特色 傳統 早餐 推薦
1.0,老闆 熱情 免費 招待 手作 豆花
0.0,房間 溫馨 老闆 煮 特色餐 好吃
0.0,房間 風景 好 整體 服務 棒 早餐 選擇 較少 品質 好 冷氣 冷
0.0,屋主 別出心裁 用心 設計 環境 優美 溫馨 氣氛 溫暖 旅人 心
1.0,裝潢 棒 房子 新 老闆 親切 CP 值 高
0.0,老闆 親切 房間 風景 優美 有 小 陽台 喜歡
0.0,老闆 親切 有 愛心 收養 這 隻 貓咪 親人 素食 早餐 好吃 房間 看 日出
0.0,車子 難 上山 景色 美不勝收 值得 讓 人 整 個 心靈 放鬆 好 地方 老闆 人 好 好客
0.0,4 人 房 房間 空間 大 視野 遼闊 戶外 氣溫 低
0.0,服務 超棒 老闆 老闆娘 把 客人 當 家人 一樣 照顧 大家 住 裕園 洋樓 民宿
0.0,吃 小 餅乾 喝 飲料 吃 水果 房間 乾淨 舒適 推薦
1.0,洋樓 建築 室 內 環境 舒適 咖啡 無限 暢飲
0.0,房間 礦泉水 前 位 客人 用 換掉 續冰 在 冰箱 中
0.0,東西 老舊 昨天 在 水世界 遇到 那 間 浴缸 壞 暖氣 壞 ktv 雜音
0.0,晚班 女 櫃台 人員 態度 不佳 顧客 詢問 時 直接 掛 電話
0.0,民宿 主人 熱情 介紹 當地 行程 房間 乾淨 整齊 有 停車位 找 位置 宿舍 環境 幽靜
0.0,謝謝 老闆娘 招待 我們 遠 從 台中 來 台東 玩 一 家 四 口 讓 我們 感受 在地(A) 熱情 溫暖
0.0,舒適 浴室 空間 大 乾 濕 分離 適合 團體 大 家庭
0.0,六樓 直達 大廳 需要 帶 大包 小包 從 隔壁 棟 繞過來 景觀 好 早餐 品質 中下(A)
0.0,風景 不錯 鄰近 百貨 交通 便利 機械 停車場 位置 小 高度 低 大車 好 停
0.0,住宿 方面 棒 樓下 有 便利商店 方便 跟 第六 市場 在 同 一 棟 下樓 逛街
0.0,大哥 人 好 民宿 佈置 用心 溫暖 詳盡 解說 一切 事項 早餐 令 人 驚豔 有 機會
0.0,房間 寬敞 外面 陽臺 有 吊椅 風景 讓 人 放鬆 心情
0.0,老闆 手作 食物 美味 房子 乾淨 可愛 看 海 棒 享受
0.0,在 Agoda 訂房網 找到 這 家 東港 海豚 城堡 民宿 房間 大 ㄚ
0.0,推薦 家 裡 有 小孩 毛 小孩 爸媽 帶 寶貝 住宿
0.0,服務 人員 親切 熱心 老婆 懷孕 幫 我們 安排 走 樓梯 有 乾 濕 分離 房型 謝謝
1.0,環境 舒適 乾淨 CP值 高 在 交流道 附近 週邊 有 好吃 碗粿 下 次 在 回訪
0.0,老闆 一家人 對 動物 友善 有 個 庭園 讓 我 狗狗 睡 一 覺 房間 乾淨 舒適 棒
1.0,cp值 高 熱水 熱 廁所 大 間 老闆 人 親切 廢話 提供 建議 實在
0.0,房間 乾淨 隔音(A) 上下 樓層 穿透力 強 我們 住 三樓 清楚 聽到 四樓 和式(A) 方便 聲音
0.0,適合 家族 旅遊 住宿 親子房 有 玩具 小孩 玩 開心 老闆娘 親切 熱心 推 推 推
0.0,不錯 民宿 復古 風格 清潔 街生 方便 供應 早餐 到 羅東 值得 推薦 好 所在
0.0,環境 舒適 交通 方便 民宿 老闆 親切 問 問題 回覆 速度 快
1.0,價格 適中 老闆 個性 隨和 耳傳 生態 星星 故事 不少 遊客 中心 大姊 介紹
0.0,我們 住 二館 房間 設備 新 舒適 衛浴 先生 在意 乾 濕 分離
0.0,記得 參加 活動 付錢 團體 去 對待 散客 學生 拍攝 覺得 敷衍
0.0,闆娘 漂亮 有 氣質 房間 乾淨 舒適 午後 悠閒 時光 來 杯 咖啡
1.0,進 大門 滿 屋 溫馨 闆娘 和藹可親 人 美 心 美 價格 合理 早餐 好吃 超棒 喜歡
1.0,老闆娘 老闆 好 親切 房間 乾淨 便宜 大 碗 適合 來 一品 城堡 度假
0.0,場地 清靜 優美 有 山 有 水 園區 有 小孩 大人 騎 單車 安全 適合 全 家 大小 居住
0.0,值得 推薦 民宿 造景 用心 早餐 偏 中式(A) 中上(A) 年紀 人 喜歡
0.0,景觀 棒 住宿 空間 典雅
0.0,有關 早餐 像 自己 家 中 假日 去 附近 早餐店 買 三明治 漢堡 紅茶 豆漿
0.0,改善 總體 說 我 推薦 這 間 民宿 給 有 小孩子 旅客
0.0,小孩 適合 4 歲 以下 小孩 危險
1.0,民宿 代訂 澎島 星 燒烤 比 現場 便宜 30 確幸 不錯 好吃 牡蠣
1.0,老闆娘 人 好 環境 乾淨 風景 漂亮 住宿 便宜 老闆娘 幫 我們 申請 旅遊 補助 大推
0.0,有 家 感覺 照片 室 內 陽台 看出 景觀
0.0,服務 親切 房間 景色 棒 樓中樓 房型 早餐 菜 好吃
0.0,女 主人 親切 熱心 介紹 周圍 景點 交通 路線 民宿 環境 美麗
0.0,簡單 早餐 提供 稀飯 高麗菜 肉鬆 花生 醬菜 菜脯 蛋 熱 奶茶
0.0,老闆 人 好 房間 環境 乾淨 舒適 有 任何 問題 熱心 幫忙 解答 整體 說 滿意
1.0,優點 物超所值 空間 大 整潔 浴室 水壓 適中 缺點 床 非 獨立筒
1.0,新 乾淨 老闆 親切 平價 衝 老闆 歡迎 毛小孩 下 回 來 花蓮 首
0.0,甜點 飲料 挑剔 今日 點 薰衣草 奶茶 黑糖 漂浮 拿鐵 蘋果 酥 酥 蜂蜜 丹麥
0.0,單品 棒 喝 冰 咖啡 淡 店 內 座位 算 舒適 適合 久坐
0.0,房子 氣氛 佳 擺設 好看 位子 很少 甜點 飲料 不錯 包廂 裡面 棒 安靜 好
0.0,園區 廣大 建築 舊 房間 棉被 枕頭 浴室 乾淨 餐廳 泡湯區 離 住宿區 有 段 距離
0.0,友善 背包客 地點 風景 優美 服務 人員 親切 好 渡假 好 地方
0.0,服務 OK 成功村 設備 沒有 問題 園區 內 露營 設施 維護
0.0,茶 好 老闆 老闆娘 好客 健談 想 試 什麼 囉嗦 泡 白茶 蜜香 特別 好
0.0,專業 茶 柚子 農場 請 大家
0.0,回歸線 時 錯過 店家 好喝 蜜香 紅茶
1.0,地點 方便 房間 廁所 浴室 乾淨 整潔 提供 小 廚房 簡單 牛奶 吐司 當 早餐 棒
0.0,櫃檯 小姐 友善 細心 介紹 周圍 小吃 環境 好 咖啡廳 蛋糕 咖啡 好吃
0.0,從 大門 進來 在 櫃檯 量 體溫 傳 照片 給 小幫手 提供 租借 腳踏車 服務
0.0,房間 乾淨 空間 大 早餐 足量 衛生 人員 親切 夜 奡N 寢時 有 持續 低頻 噪音 影響 睡眠
0.0,爸爸 媽媽 逛 當地 北晨 市場 跟 旅行團 一樣 行程 裡面 買 一樣 東西
0.0,乾淨 舒適 冷氣 強 早餐 豐富 服務 好 靠近 海邊 堤防 落日 夕陽 好 風景
0.0,相關 飯店 公共(A) 設施 餐廳 洗衣間 健身房 單純 提供 住宿 地方
0.0,床 浴室 有 浴缸 算 乾淨 入住 4 人 房 大 明亮 附 早餐 服務元 親切
0.0,位於 市中心 交通 方便 購物 用餐 方便 服務 人員 親切 房間 靜謐 乾淨
0.0,溫馨 房子 喜歡 裝潢 感覺 值得 住 離 老街 近
1.0,不值 那 個 房價 房間 簡陋 到 不行 熱水器 洗 到 一半 沒 水
0.0,老闆娘 藝術家 好客 民宿 大 一 棟 充滿 藝術 氣息
0.0,房間 乾淨 舒服 熱情 小 管家 把 客人 當 朋友 一樣 照顧 周邊 美食 多 台南 住宿 首選
0.0,裝潢 服務 丸子 貝果 超出 五星級 美好 回憶 感受到 滿滿 青旅 溫暖
0.0,鄰近 成功路 西門路 交通 方便 自由 使用 旅店 有 家 感覺 附近 有 兩 家 超棒 酒吧 爽
0.0,距離 小 瑞士 國民 賓館 近 地點 方便 老闆 服務 親切 房間 舊 算 舒適
1.0,價格 便宜 沒有 冷氣 有 電風 老闆 健談 老闆娘 還好 早餐 就 白煮蛋 吐司
0.0,隔音(A) 差 隔壁 打呼聲 聽 到 套房 浴室 沒 熱水 共用 浴室 水 冷 熱 超 扯
0.0,地點 絕佳 房間 空間 剛好 早餐 選項 其他 商務 旅館 差不多 有 茶 選項 選擇
0.0,隔音(A) 差 木頭 地板 沒 人 有 聲音 廁所 衛浴 設備 沒 人 用 有 水聲
0.0,房間 不錯 浴室 浴缸 有 黃黃 門 有 破損 差 沒有 冰箱 其餘 完美 服務 態度 不錯
0.0,房子 空間 小 電視 老舊型 空調 有 點 問題 溫度 調整 後 冷
0.0,便利 親切 大廳 後面 餐廳 提供 料理 意外 好吃 在 這 種 地方 吃到 新鮮貨
0.0,很多 日本 客人 住 這 理  這裡 服務 人員 日文
0.0,日式(A) 庭園 有 番 風味 環境 清悠  適合 放鬆 自在 度假 好 地方
0.0,房間 看出去 面對 基隆山 風景 優美 房間 設施 完備 一樓 有 SPA 池 交誼廳
0.0,早餐 豐盛 九宮格 內 9 種 菜餚 有 魚 有 肉 有 蛋 有 菇 有 青菜 飲料 有 鮮奶 咖啡 果汁
0.0,風景 秀麗 環境 清幽 鄰近 車站 金瓜石 博物館 情侶 家庭 適合
0.0,相似 日本 小店 氛圍 溫馨 放鬆 店 裡 除了 提供 咖啡 提供 茶品 手工 甜點
0.0,店員 親切 友善 詳細 介紹 今日 蛋糕 種類 口感 蛋糕 茶類 棒
0.0,今日 選擇 水果 鬆餅 水果 森林 茶 實際 名字 忘記 說 好吃 推薦
0.0,草地 露營區 沙坑 民宿 外借 小 遊戲 整 個 適合 親子 住宿 入 我 民宿 口袋 名單
0.0,環境 明亮 整潔 服務 態度 友善 餐點 口味 份量 誠意 十足 遛小孩 好 地方 值得 訪
0.0,環境 乾淨 場地 寬廣 房間 小 細節 用心 適合 小朋友 有 機會
1.0,服務 人員 友善 協助 帶 房 介紹 館 內 設施 地下室 一樓 有 提供 免費 遊樂 設施
0.0,酒店 比 想像 好 餐廳 排餐 好吃 餐廳 叫 茶水 巴黎 有趣 名字 推薦
0.0,來 宜蘭市 住宿 首選 環境 好 服務 好 交通 方便 旁 有 戶外 停車場 旁邊 就 夜市
0.0,房間 有 泡湯池 棒
0.0,旅社級 住宿 環境 整體 算 乾淨 司機 寄舖
0.0,老闆 家人 熱情 招待 有 問 答 解決 我們 問題 謝謝 老闆
0.0,民宿 裝潢 有 質感 簡單 俐落 四樓 夜景 優美 老闆 闆娘 親切 台中 住宿 好 選擇
0.0,新開幕 裝潢 有 特色 頂樓 有 一 間 獨立 浪漫 玻璃屋 喜歡
0.0,華儀 到 恆春 住 民宿
0.0,房間 乾淨 床 舒服 適合 一 整 天 出門
0.0,房間 小 像 日本 搬 住家 房間 浴室 木板 磁磚 像 回 媽媽 家 感覺
0.0,日式(A) 旅館 小 美 服務 好 停車 方便
0.0,地理 位置 在 捷運 民權西路站 中山 國小 站 中間
0.0,有 迎賓 飲料 早餐 送到 房間 附近 有 接送 服務 良好 推薦
0.0,民宿 乾淨 舒適 設備 新穎 停車 方便 提供 墾丁大街 接駁 老闆 親切 下 次
0.0,老闆娘 親戚 房間 裝潢 有 質感
0.0,有 素食 套餐 晚餐 風景 空氣 好 出國 台灣 美
1.0,環境 清幽 適合 渡假 餐食 價格 高 菜色 多
0.0,空氣 好 風景 秀麗 步道 多 好 走 好 逛
0.0,屋主 夫妻 親切 貼心 房間 乾淨 附近 環境 清幽 靠近 海邊 晚上 看 星星 光 害 少 推
0.0,素食 餐點 讚 待客 親切 房 內外 清潔 乾淨 有 桌遊 供 玩樂
0.0,感謝 老闆 老闆娘 用心 讓 我們 有 難忘 住宿 體驗 之後 有 機會 帶 家人 朋友 玩
0.0,管家 自己 做 早餐 好吃 管家 親切 房間 新 乾淨 床 軟 隔音(A) 好 裝潢 用心
0.0,壁畫 好拍 合法 民宿 頂樓 希臘風 瞬間 飛到 地中海 想 來 杯 檸檬汁 曬曬太陽
0.0,西子灣 有 海灣 景點 供 飯 後 休閒 你 來 高雄 住宿 唯一(A) 選擇
0.0,位置 適中 交通 便利 房間 乾淨 老闆 一家人 熱心 推薦 美味 小吃 好玩 景點
0.0,床 好 睡 東西 棒 浴室 美 有 冰箱 飲水機
0.0,花蓮市 遠東 百貨 愛買 超市 旁邊 交通 方便 到 四樓 民宿 沒有 電梯
0.0,有 特色 咖啡廳 民宿 老闆 人 好
0.0,乾淨 房間 有 專業級 烤箱 烤 披薩 請 客人 可惜 我 一 人 入住 無 口福
0.0,體驗 在地(A) 生活 超棒 民宿 歡迎 各 國 朋友 光臨
0.0,與 外表 不同 裡面 房間 乾淨 漂亮 老闆娘 人 好
0.0,有 簡單 乾淨 環境 方便 電梯 安靜 空間 交誼廳 舒適 簡約 讓 人 放鬆 心情 地方
0.0,香蕉 春天 有 櫻花 蘋果花 賞 離 車站 老闆 開車 接送
0.0,每 次 客人 退房 老闆娘 認真 晒 被 枕頭 注重 衛生
0.0,清優 停車 風景 好 食物 可以 全 家 家族 聚會 好 地點 小朋友 有 空間 戲耍
0.0,游泳池 三溫暖 室 內 有 冷氣 兒童 遊戲區 溜滑梯 滑 有 盪鞦韆 棒
0.0,幕 當 門 裡面 沒 梳子 沒 水 沒 椅子 low 說到 早餐 比 民宿 low
0.0,地點 靠近 高雄 車站 捷運 生活 功能 極好 房間 舒適 接待 人員 態度 良好 親切
0.0,交通 方便 房間 乾淨 整齊 去 六合 夜市 美麗島站 走路 到
0.0,201 號 房 住宿 環境 漂亮 乾淨 舒適 浴室 設備 棒 早餐 有 三明治 豆漿 水果
0.0,公共(A) 區域 有 冰箱 微波爐 碗盤 餐具 供 使用 有 少許 泡麵 餅乾 購買
0.0,佈置 有 藝術感 房間 格局 方正 室 內 空間 大 老闆 夫妻 有 用心 經營
0.0,方便 有 些 地點 靠 自己 摸索
0.0,半夜 敲敲打打 房間 乾淨
0.0,房間 乾淨 服務 親切 茶點 不錯 吃 老闆娘 畫工 了得
0.0,洋樓式 閩南 建築 老板 莊 先生 平易近人 有 家 感覺
0.0,民宿 主人 好 遇到 他 交付 房費 他 放心 叫 我 寄給 我們 熟識 鄰居
0.0,房間 大 有 溜滑梯 給 孩子 玩 美中不足 浴室 浴缸
0.0,客廳 怎麼樣 早餐 怎麼樣 ktv 爛 環境 不錯 停車 方便
0.0,空間 寬敞 舒適 烤 肉 有 沙坑 有 小 泳池 給 小孩 玩
0.0,民宿 外觀 美 內部 房間 新 乾淨 早餐 粥 棒
0.0,環境 舒適 管家 服務 貼心 度假 放鬆 好 地方 下來 金門 來
0.0,舒適 空間 床 好好 睡 老公 小孩 喜歡
0.0,高級 市 內 設計 房間 乾淨 市 內 空間 寬敞 有 停車位 有 電梯 洗衣機 方便
0.0,房間 乾淨 舒適 景觀 幽靜 窗 外 有 好 風景 好天氣 夕陽 美
0.0,不錯 小 木屋 老闆 親切 前面 沙灘 帶 小孩 看 寄居蟹
1.0,民宿 房間 非 獨棟(A) 木屋 環境 清潔 加強 收費 高
0.0,房間 大 棒 東西 齊全 有 烤 肉 設備 老闆 人 好
0.0,讚 民宿 老闆 熱情 值得 推薦 民宿
0.0,老闆 親切 烤肉爐 大 民宿 乾淨 漂亮
0.0,餐廳 菜色 好 服務 佳 風景 優美 人員 熱情 飯店 裝潢 美崙美奐 棒 渡假 地點
1.0,景觀 優美 服務 親切 衛浴 無 乾 濕 分離 提供 小 點心 單薄 餐點 五(A) 星 收費 四 星 感受
0.0,整體 服務 住宿 品質 優 早餐 晚餐 咖啡機 西餐廳 內 咖啡 有 改進 空間
0.0,早餐 好吃 接待 服務 人員 親切 房間 不錯
0.0,櫃檯 早班 男 服務員 對 東南亞 外籍生 臉 臭 直接 擺 歪 嘴 嘲笑 別人
0.0,方便 新 大 樓下 有 吃 有 鹽酥雞 雞排
1.0,房間 空間 比 想像 中 寬敞 地理 位置 方便 高 住宿 地點
0.0,早餐 有 我 愛 炒米粉 配上 肉燥 海帶 油豆腐 超對味 服務 人員 態度 親切
0.0,房價 寬敞 門 隔音(A) 好 浴室 水管 聲音 大
0.0,老闆娘 親切 客廳 有 點心 茶包 咖啡 供 住客 取用 房間 大 乾淨 明亮 裝飾 擺設 雅緻
1.0,老闆娘 人 親切 有 附 早餐 旁邊 有 停車場 附近 有 商場 夜市 晚上 逛逛
1.0,環境 舒服 民宿 老闆 客氣 客廳 有 免費 茶 咖啡 享用 這樣 價格 高
1.0,有 免費 飲料 跟 泡麵 餅乾 咖啡 奶茶 借 手機 充電線 貼心 服務
1.0,交通 地點 便利性 5 分 整體 環境 2 分 客房 住宿 品質 1 分 煙味 隔音(A) 性價比
0.0,睡眠 品質 好 枕頭 硬 隔音(A) 差 點心區 不錯 總體 說 好
0.0,想 玩 什麼 吃 什麼 老闆 幫 你 介紹 民宿 舒適 1-2 館 棒 值得 來 一 間 民宿
0.0,熱情 老闆 老闆娘 讓 這 次 旅行 玩 開心 烤 肉 技術 一流
0.0,村長 家 民宿 環境 優美 服務 超讚
0.0,早餐 普普 房間 隔音(A) 好 洗澡水 溫 ok 工業風 特別 櫃台 服務 良好
0.0,距離 文化路 夜市 走 10 分鐘 鄰近 有 幾 間 滷味 雞排 不錯
0.0,沾 沒 灰塵 0.0 詢問 周邊 小吃 景點 服務台 親切 給 意見
1.0,飯店 cp值 普普 櫃檯 人員 親切 專業 送 小孩子 燈籠 棒 下 次 玩
0.0,豪華 商務 飯店 浴缸 旁邊 有 整 面 落地窗 看到 塞車 夜景 有 超炫 大樓 燈光秀
0.0,房間 整體 感覺 舒適 空間 大 很多 貼心 小 設計 掛 衣服 地方 很多
0.0,房間 衛浴 設備 乾淨 舒服 謝謝 老闆 老闆娘
0.0,環境 乾淨 整潔 老闆娘 人 親切 人 好 值得 去 一 家 有 質感 民宿
0.0,房間 乾淨 離 羅東 夜市 算 近 騎車 一下 到
0.0,老闆 親切 提供 許多 推薦 景點 感覺出來 用心 宜蘭 民宿
0.0,適合 渡假 休閒 住所 溫馨 有 溫度 家
1.0,室 內 設計 不錯 背包 客房 內 空間 夠 隔音(A) 棒 價錢 狠 實在
0.0,不錯 住宿 地點 距離 夜市 不遠 一樓 有 販賣 一些 飲品
0.0,棒 環境 早餐 美味 手 沖 咖啡 好喝 謝謝 民宿 主人
0.0,房間 舒適 鄰近 市區 民宿 後面 遠眺 廈門 夜景
0.0,第一 次 到 金門 工作 兼 旅行 老闆 給予 多 行程 上 建議
0.0,棒 民宿 空間 舒適 方便 好吃 地方 早餐 _^
1.0,迷路 接 我們 服務 超好 房間 乾淨 C P值 高 幫 我們 代購 船票
0.0,乾淨 舒服 住 2 人 房 老闆娘 讓 我們 直接 睡 3 人 房 讓 我們 大 空間 用
1.0,平價 住宿 地方 寬敞 鄰近 鬧區
0.0,住 小木屋區 新 床 房間 環境 舒服 飯店區 被 同事 嫌 到 不行
0.0,風景 溫泉 現場 演奏 棒 餐廳 服務 不行
1.0,晚餐 套餐 一 人 550 冷菜 難吃 菜色 便當 無言 說 經營 團隊 上心
0.0,民宿 前 有 一 大 片 菜園 栽植 各 式 香草 生菜 水果 沙拉 配菜 食用花 金蓮花 滿 地 爬
0.0,這 次 住 樓中樓 四 人 房 陽台 漂亮 隨便 拍 隨便 美 房間 音響 音質 棒
0.0,有 藍牙 連接 你 手機 晚餐 部分 空中 花園 民宿 合作 有 派 車 接送 餐 特別 值得 一 試
0.0,環境 視野 好 用餐 服務 好 房間 設備 好 櫃台 服務 親切
0.0,舒適 放鬆 地方 家庭房 空間 大 湯屋 舒服
0.0,房間 溫泉 不錯 場地 寬敞 飯菜 不錯 份量 充足 鱘龍魚 帶 土味 美
0.0,房務 人員 有 耐性 客氣 棒 旅店 房間 設計 有 特色
0.0,距離 墾丁 大街 近 吵 裝潢 可愛 浴缸 造型 特殊 深受 孩子 喜歡
0.0,房間 風格 特別 浴室 木頭 門 吵 麻煩 老闆 上 個 潤滑油
0.0,品質 好 背包 客房 浴廁 乾濕 有 提供 洗衣機 拖鞋 吹風機 上鎖 櫃子 冷氣
0.0,老闆 人 好 床 被子 枕頭 舒服 溫柔
0.0,老闆 親切 環境 整潔 適合 放鬆 交朋友 背包客棧
0.0,老闆 跟 老闆娘 人 好 晚餐 好吃 早餐 豆漿 米漿 老闆 早上 磨 營養
0.0,熱忱 待客 陳 老師 賢伉儷 讓 客人 賓至如歸 130 線 上 環境 美 牛奶 森林
0.0,下 雲霧 繚繞 雲海 翻騰 台灣 少有 低海拔 觀賞 雲海 絕佳 地點
1.0,房間 舒適 老闆 親切 價格 品質 好 附近 夜市 觀光 景點 方便
0.0,離 燈會 近 位置 在 小 巷子 裡面 室 內 裝潢 不錯 服務 態度 良好
0.0,環境 不錯 老闆 人 好 地點 不錯 早點 湯 飯 不錯 吃 值得 推薦 去 民宿
0.0,設施 所 設備 服務 人員 態度 房間 整潔 餐廳 菜色 有 達 一定(A) 水準 飯店
1.0,服務 好 晚餐 早餐 冰箱 有 飲料 烤 布丁 用 錢 溫泉 讚 會館
0.0,客房 電梯 小 兩 個 大人 一 個 嬰兒 推車 一 個 小 行李箱 沒 空間
1.0,房間 清潔 有 一點 差 附 早餐 老闆娘 服務 親切
0.0,民宿 品質 優良 冰箱 冷氣 衛浴 不錯
0.0,舒服 乾淨 老闆娘 人 好 棒棒
1.0,居家 日式(A) 民宿 雅房 收費 便宜 適合 想 省錢 遊客
0.0,風景 不錯 淋浴 設備 不良 水壓 不足 熱水 等
0.0,親切 房東 奶奶 喜歡 這裡 環境 有 山 有 海 景色
0.0,用料 豐富 氣泡 果汁 醬燒 豬肉 鍋燒麵 冰淇淋 水果 用心 準備 服務 態度 棒
0.0,甜點 蛋糕 包括 綠茶 白 巧克力 覆盆莓 蛋糕 鈾 香 鐵觀音 茶凍 栗子 南瓜塔
0.0,麵 選好 配料 後 交由 服務 人員 現場 料理 後 送達 顧客 桌 上 值得 推薦
0.0,每 年 來 找 老闆 服務 親切 浮潛 住宿 烤 肉 找 老闆
0.0,住 二 天 感謝 升等 四 人 房 陽台 大 景觀 視野 佳
0.0,老闆 人 超 好 超帥 環境 舒服
1.0,喜歡 在 後面 山坡 上 地方 拍 夜景 試試 房間 普通 有 空調 有 提供 早餐 晚餐
0.0,視野 遼闊 老闆 待人 親切 超收 廁所 清潔 車 泊 露營 場地 有限 預約 早 呦
1.0,風景 好 服務 親切 3 人 套餐 700 元 優 建議 人 在 點 2500 桌 菜 划算
1.0,便宜 隔音 差 房間 有 煙味 感覺 棉被 乾淨 房間 有 跳蚤 癢
1.0,平價 簡單 休息 一 個 地方 特別 住宿 選擇 早餐 自助餐 午餐
0.0,爛死 沒 網路 隔音(A) 爛 環境 噪音 很多
0.0,空氣 好 夕陽西下 美 老闆娘 親切 休閒 放鬆 好 地方
0.0,雅致 幽靜 庭院 環境 房間 佈置 樸實 空間 大 舒適 愉快 休息 一 夜
0.0,臺灣 旗山 川雅居 渡假 民宿 一 處身 心靈 放鬆 沈澱 樂活 好 地方
0.0,臨近 松菸 文創 地點 佳 住房 旅館 停車 方便 週邊 美食 小吃 多 推薦
0.0,交通 方便 在 捷運站 旁邊 房間 乾淨 雙人床 五 呎 六 呎 算 大 房間 空間 大
0.0,酒店 地理 位置 好 員工 服務 熱誠 酒店 設施 陳舊
0.0,乾淨 舒適 床鋪 好好 睡 老闆 夫妻 熱情 親切 晚上 看 到 星星 適合 放鬆 渡假
0.0,下 次 到 台東 知本 選擇 入住
0.0,房間 設施 新穎 裝潢 簡潔 衛浴 廁所 大 間 乾淨 淋浴 水流 大 熱水 熱 舒服
1.0,停車 付費 開 往 後面 停車場 走回 旅店 早餐 採 餐盒式(A) 三明治
1.0,房間 浴室 寬敞 乾淨 地點 方便 沐浴 用品 好用 吹風機 燒 頭髮 CP值 不錯
0.0,精品 商務 旅館 旅人 家 充滿 心意 設計 地方 港墘 文德 捷運站 中間 交通 方便
0.0,新開幕 房型 空間 大 床枕 棉被 好 睡 早餐吧 簡潔 熟食 種類 少
0.0,棒 住宿 房間 裡 浴室 格局 讚 吹風機 用 好用 裝潢 美
0.0,服務 好 有 人情味 在 房間 直接 看到 海景 早餐 豐富 位置 離 海洋 公園 近
0.0,有 乾 濕 分離 吹風機 陽春 長 頭髮 女生 建議 帶 自己 吹風機
0.0,老闆娘 客氣 健談 房間 大 早餐 豐盛 兩 人 房 廁所 有 排風 設備 理想
0.0,親子 設施 不錯 附近 景點 很多 令 人 放鬆 環境
0.0,房子 美 整 個 空間 舒服 全 家 住 開心 服務 好 推 推 推
0.0,空氣 清新 景色 宜人 遠離 城市 喧囂 享受 大自然 寧靜 適合 放鬆 度假
0.0,偏遠 環境 清幽 房間 大 設備 齊全 早餐 以 民宿 說 豐富
0.0,三樓 四 人 房 大 有 獨立 客廳 風景 好 早餐 用 早餐籃 裝 提 回 房 享用
0.0,輕鬆 自在 老闆 客氣 環境 乾淨 地中海 希臘 風格
0.0,洗衣機 一樓 有 專區 介紹 基隆 在地 文化 品牌 產品 得到 在地 資訊
0.0,使用 共享 廚房 製作 簡單 早餐 晚餐 防疫 期間 我們 外帶 夜市 美食 外送 於 旅店 享用
0.0,室 內 環境 充滿 設計感 牆面 上 有 藝術家 畫作 展出 像 置身 於 藝廊 一樣
0.0,老闆 親切 老闆娘 手作 早餐 好吃 設施 環境 清潔 距 羅東 夜市 10 分鐘
1.0,環境 乾淨 整潔 床 睡起來 舒服 浴室 乾 濕 分離 棒 整體 CP值 高
0.0,建議 行動 不便 人 前往 住宿 民宿 內 沒有 一 樓 房間 無 電梯
1.0,價格 親民 公道 房間 乾淨 有 兩 人 六 人 房 適合 親子 家庭 旅遊 老闆 阿莎力
0.0,6 人 房 舒適 空間 大 一樓 有 飲水機 冰箱 方便
0.0,房間 隔音(A) 差 房間 沒有 掛 衣服 衣架 服務 好 小 幫手 熱心
0.0,墾丁 美 民宿 房間 美 主人 美 管家 美 風景 美 我 找 到 任何 缺點
0.0,泳池 周邊 人潮 少 建築 帶 些 希臘 日式(A) 風格
0.0,個 感受到 老闆 用心 細節 旅店 推薦 想 渡假 人
0.0,房間 空間 大 沐浴 用品 份量 不足 早餐 美味 氣氛 好 旅店 溜滑梯 好玩
