hotelName,hotelDetail,comment_tag,summary,summery_description,summery_special_tag,summary_score_tag,summary_reviews
那年夏天,947台灣屏東縣滿州鄉茶山路250號•+886 931 241 018,"['寵物寵物在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '寵物寵物在 5 則 Google 評論中有提到60% 的評論持正面評價 ']",在 19 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.5非常好\xa0|\xa019 則評論']","['林俊""我們夫妻帶小孩來佳樂水學衝浪，所以住頂樓四人房。""', 'David Chen""舒適乾淨~~民宿主人親切!!放鬆的好去處~~~""', 'Felix Tsai""讚!! 之前來住過顶樓那間，夏天晚上的陽台上可看到很多星星，超讚的。""']"
台南民宿 吉姆俱樂部 Jimu's Share Space ( 21:00 過後請勿來電，下方網址可自助訂房 ),2 星級飯店700台灣台南市中西區海安路二段21巷25號•+886 900 137 658,"['寵物寵物在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '地點地點在 18 則 Google 評論中有提到89% 的評論持正面評價 ', '氣氛氣氛在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 30 則 Google 評論中有提到97% 的評論持正面評價 ', '餐飲餐飲在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 16 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 18 則 Google 評論中有提到94% 的評論持正面評價 ', '住宿住宿在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '寵物寵物在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '地點地點在 18 則 Google 評論中有提到89% 的評論持正面評價 ', '氣氛氣氛在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 30 則 Google 評論中有提到97% 的評論持正面評價 ', '餐飲餐飲在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 16 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 18 則 Google 評論中有提到94% 的評論持正面評價 ', '住宿住宿在 11 則 Google 評論中有提到100% 的評論持正面評價 ']",在 100 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,"['評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '優質房型 : 房客喜歡這間飯店的客房', '地點絕佳 : 房客喜歡這間飯店的地點', '睡得很安穩 : 房客表示他們在這間飯店睡得很好', '服務親切 : 房客喜歡這間飯店的服務']","['', '4.9非常好\xa0|\xa0100 則評論']","['鄭竹惠""乾淨整潔。民宿主人鄭老師服務週到。民宿地點鄰近觀光勝地，值得住宿。""', 'weiwen wang""這個地方有很舒服的氛圍，長桌的聚會就可以花去一個下午，連假時光的首選！""', 'Chiu Audrey""位置超級方便，公共空間很美、房間很舒適、貓咪穩重可愛，超乎預期的經驗""']"
H Inn 祥甫會館,3 星級飯店40741台灣台中市西屯區福星北一街59號•+886 4 2452 1313,"['地點地點在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '清潔清潔在 36 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 26 則 Google 評論中有提到81% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到50% 的評論持正面評價 ', '服務服務在 25 則 Google 評論中有提到48% 的評論持正面評價 ', '住宿住宿在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '地點地點在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '清潔清潔在 36 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 26 則 Google 評論中有提到81% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到50% 的評論持正面評價 ', '服務服務在 25 則 Google 評論中有提到48% 的評論持正面評價 ', '住宿住宿在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到80% 的評論持正面評價 ']",在 113 則評論中，獲得 4.1 顆星 (滿分為 5 顆星)。很好。,,"['免費 Wi-Fi : 在附近類似的飯店中，有 78% 免費提供 Wi-Fi', '鄰近逢甲夜市 : 房客喜歡這間飯店，因為這裡鄰近逢甲夜市', '服務親切 : 房客喜歡這間飯店的服務']","['', '4.1很好\xa0|\xa0113 則評論']","['lichi kao""店員會打電話提醒退房時間，退房時店員沒有檢查房間，還送一份小禮物。""', '袁振書""外觀新穎，服務人員親切。來台中觀光，夜遊逢甲的好住宿~~""', 'hsuan""已入住第3次，乾淨整齊，CP高~雖無停車場但附近的文修公園有蠻多停車格的""']"
家是愛之窩民宿,92049台灣屏東縣潮州鎮海康街272號•+886 920 587 626,"['清潔清潔在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 26 則評論中，獲得 4.8 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.8非常好\xa0|\xa026 則評論']","['Alice Li""屋主好熱情接待，外地住宿，真的讓我們有回家的感覺！👍 下回去屏東潮州首選的民宿！', '李麗""乾淨整潔、老闆老闆娘親切熱情、氛圍溫暖好像回到家、CP值高！""', '陳小樹""主人熱情，地方乾淨衛生""']"
紅高粱民宿,893金門縣金城鎮金門城189號•+886 958 170 189,[],在 1 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '5.0非常好\xa0|\xa01 則評論']",[]
Green Bottle 綠瓶子,3 星級飯店708台灣台南市安平區健康二街479號•+886 905 055 828,"['清潔清潔在 23 則 Google 評論中有提到91% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到70% 的評論持正面評價 ', '設施設施在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 23 則 Google 評論中有提到91% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到70% 的評論持正面評價 ', '設施設施在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 81 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.5非常好\xa0|\xa081 則評論']","['TAFFY WEI""房間乾淨整潔，物美價廉，老闆娘親切！有機會可再來訪""', 'momoko511611""每次去台南都住這 房東人很好 小缺點就是隔音很差 熱水多人使用會變很小""', 'Jason Peng""老闆真的很親切，屋內極度乾淨，價格便宜，離安平老街騎車5分鐘""']"
台東池上玉蟾園民宿YuChanYuan 。寵物友善空間。,958台灣台東縣池上鄉錦園村162號•+886 933 861 063,"['餐廳餐廳在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '家庭料理家庭料理在 27 則 Google 評論中有提到96% 的評論持正面評價 ', '早餐早餐在 26 則 Google 評論中有提到92% 的評論持正面評價 ', '寵物寵物在 24 則 Google 評論中有提到96% 的評論持正面評價 ', '服務服務在 33 則 Google 評論中有提到88% 的評論持正面評價 ', '餐飲餐飲在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '大自然大自然在 36 則 Google 評論中有提到94% 的評論持正面評價 ', '健身健身在 22 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 20 則 Google 評論中有提到95% 的評論持正面評價 ', '設施設施在 42 則 Google 評論中有提到83% 的評論持正面評價 ', '清潔清潔在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '住宿住宿在 25 則 Google 評論中有提到76% 的評論持正面評價 ', '地點地點在 13 則 Google 評論中有提到85% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '游泳池游泳池在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '餐廳餐廳在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '家庭料理家庭料理在 27 則 Google 評論中有提到96% 的評論持正面評價 ', '早餐早餐在 26 則 Google 評論中有提到92% 的評論持正面評價 ', '寵物寵物在 24 則 Google 評論中有提到96% 的評論持正面評價 ', '服務服務在 33 則 Google 評論中有提到88% 的評論持正面評價 ', '餐飲餐飲在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '大自然大自然在 36 則 Google 評論中有提到94% 的評論持正面評價 ', '健身健身在 22 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 20 則 Google 評論中有提到95% 的評論持正面評價 ', '設施設施在 42 則 Google 評論中有提到83% 的評論持正面評價 ', '清潔清潔在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '住宿住宿在 25 則 Google 評論中有提到76% 的評論持正面評價 ', '地點地點在 13 則 Google 評論中有提到85% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '游泳池游泳池在 7 則 Google 評論中有提到100% 的評論持正面評價 ']",在 262 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '餐點一流 : 房客很喜歡這間飯店提供的餐飲服務', '可攜帶寵物 : 在附近類似的飯店中，只有 23% 允許攜帶寵物', '評價絕佳的健身設施 : 房客喜歡這間飯店的室內和/或室外運動設施', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.6非常好\xa0|\xa0262 則評論']","['沈惠惠""好山好水風景宜人、民宿主人親切、兩隻可愛的狗狗、 早餐 蔥油蛋餅香嫩可口""', '張承硯""用心有溫度的一餐，位置距離景點都很近，值得推薦👏', 'Y.H CH""風景很棒，有大片草坪，工作室有乒乓球桌可以玩。要注意獨棟的浴室冷熱水不太穩定。""']"
九份 輕旅行 民宿,224台灣新北市瑞芳區五號路274號•+886 915 655 632,[],在 10 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.4很好\xa0|\xa010 則評論']","['Charlie Tsai""有wifi, 有冰箱、有冷氣、無電視、無早餐,無設停車場""', 'Jacy tarot""住起來其實滿舒服的，而且餐點美味又好吃，老闆娘很親切，推薦來此住宿""', '艾瑞司""簡單舒適，可免費停車，老闆娘親切，走路去黃金博物館很近""']"
圓頂瓦舍 夢的堡壘海景民宿-行程規劃 租車船票 接駁服務 特色景點民宿 親子 觀景 獨立海景 180度景觀 新婚蜜月房 情侶 團體包棟住宿訂房推薦,台灣澎湖縣馬公市110-27號•+886 6 995 1122,"['大自然大自然在 27 則 Google 評論中有提到96% 的評論持正面評價 ', '健康與保健健康與保健在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '健身健身在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 31 則 Google 評論中有提到94% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 25 則 Google 評論中有提到88% 的評論持正面評價 ', '地點地點在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '清潔清潔在 20 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '住宿住宿在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '大自然大自然在 27 則 Google 評論中有提到96% 的評論持正面評價 ', '健康與保健健康與保健在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '健身健身在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 31 則 Google 評論中有提到94% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 25 則 Google 評論中有提到88% 的評論持正面評價 ', '地點地點在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '清潔清潔在 20 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '住宿住宿在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 136 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '鄰近山水沙灘 : 房客喜歡這間飯店，因為這裡鄰近山水沙灘']","['', '4.7非常好\xa0|\xa0136 則評論']","['姚婷予""感謝櫃檯姊姊熱情的招待😍民宿的房間設施很讚，離山水沙灘很近真的超幸福的啦～', 'Meidy""店內的阿姨很美，服務態度很好 很推薦來住 附近環境很棒，有種回到家的感覺""', 'Jeremy Li""櫃台小姐熱情，都會給很真實的意見～ 入住此間真的才有海島渡假的fu~~""']"
冒煙的喬就是公寓旅店,3 星級飯店803台灣高雄市鹽埕區五福四路91號•+886 7 521 0987,"['早餐早餐在 66 則 Google 評論中有提到80% 的評論持正面評價 ', '餐飲餐飲在 43 則 Google 評論中有提到65% 的評論持正面評價 ', '停車場停車場在 31 則 Google 評論中有提到71% 的評論持正面評價 ', '服務服務在 95 則 Google 評論中有提到85% 的評論持正面評價 ', '餐廳餐廳在 28 則 Google 評論中有提到82% 的評論持正面評價 ', '設施設施在 130 則 Google 評論中有提到90% 的評論持正面評價 ', '酒吧酒吧在 14 則 Google 評論中有提到79% 的評論持正面評價 ', '氣氛氣氛在 29 則 Google 評論中有提到93% 的評論持正面評價 ', '地點地點在 40 則 Google 評論中有提到88% 的評論持正面評價 ', '廚房廚房在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '家庭料理家庭料理在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '浴室浴室在 29 則 Google 評論中有提到41% 的評論持正面評價 ', '設施設施在 25 則 Google 評論中有提到60% 的評論持正面評價 ', '空調空調在 11 則 Google 評論中有提到45% 的評論持負面評價 ', '清潔清潔在 44 則 Google 評論中有提到86% 的評論持正面評價 ', '娛樂娛樂在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '大眾運輸大眾運輸在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 17 則 Google 評論中有提到53% 的評論持正面評價 ', '早餐早餐在 66 則 Google 評論中有提到80% 的評論持正面評價 ', '餐飲餐飲在 43 則 Google 評論中有提到65% 的評論持正面評價 ', '停車場停車場在 31 則 Google 評論中有提到71% 的評論持正面評價 ', '服務服務在 95 則 Google 評論中有提到85% 的評論持正面評價 ', '餐廳餐廳在 28 則 Google 評論中有提到82% 的評論持正面評價 ', '設施設施在 130 則 Google 評論中有提到90% 的評論持正面評價 ', '酒吧酒吧在 14 則 Google 評論中有提到79% 的評論持正面評價 ', '氣氛氣氛在 29 則 Google 評論中有提到93% 的評論持正面評價 ', '地點地點在 40 則 Google 評論中有提到88% 的評論持正面評價 ', '廚房廚房在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '家庭料理家庭料理在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '浴室浴室在 29 則 Google 評論中有提到41% 的評論持正面評價 ', '設施設施在 25 則 Google 評論中有提到60% 的評論持正面評價 ', '空調空調在 11 則 Google 評論中有提到45% 的評論持負面評價 ', '清潔清潔在 44 則 Google 評論中有提到86% 的評論持正面評價 ', '娛樂娛樂在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '大眾運輸大眾運輸在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 17 則 Google 評論中有提到53% 的評論持正面評價 ']",在 654 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,"['餐點一流 : 房客很喜歡這間飯店提供的餐飲服務', '優質房型 : 房客喜歡這間飯店的客房', '地點絕佳 : 房客喜歡這間飯店的地點', '奢華風格 : 房客喜歡這間飯店的奢華氛圍', '服務親切 : 房客喜歡這間飯店的服務']","['', '4.4很好\xa0|\xa0654 則評論']","['Roger Yang""房間裝潢好看有特色，環境感覺，可惜早餐口味普普，會建議吃外面的早餐店XD""', '李淑芬""藝術設計氛圍的個性飯店，樓下也設有餐館""', '四葉酢漿草""內部陳設充滿設計感，推薦來高雄的朋友可以來入住順遊鹽埕區的懷舊海景之美！""']"
丁香雅築庭園民宿,946台灣屏東縣恆春鎮坪頂路200號,"['寵物寵物在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '家庭料理家庭料理在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '寵物寵物在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '家庭料理家庭料理在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 43 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '可攜帶寵物 : 在附近類似的飯店中，只有 23% 允許攜帶寵物', '免費早餐 : 在附近類似的飯店中，只有 19% 免費提供早餐']","['', '4.7非常好\xa0|\xa043 則評論']","['Nick Chih""寵物友善住宿喔 環境相當棒 還可以烤肉 老闆人很好 以後有來屏東一定再來住👍', 'Wawa Lin""迎賓狗狗很友善 場地寬敞適合親子遊戲""', 'Becky Hsu""專業烤肉組合 ，但是自備可以吃到自己喜歡吃的東西 ，代購的感覺地雷較多 。""']"
阿爾法民宿AlphaVilla,946台灣屏東縣恆春鎮頭溝路189號•+886 918 135 235,"['氣氛氣氛在 19 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 48 則 Google 評論中有提到94% 的評論持正面評價 ', '清潔清潔在 40 則 Google 評論中有提到92% 的評論持正面評價 ', '家庭料理家庭料理在 22 則 Google 評論中有提到86% 的評論持正面評價 ', '健康與保健健康與保健在 27 則 Google 評論中有提到89% 的評論持正面評價 ', '餐廳餐廳在 18 則 Google 評論中有提到94% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 25 則 Google 評論中有提到88% 的評論持正面評價 ', '游泳池游泳池在 52 則 Google 評論中有提到90% 的評論持正面評價 ', '早餐早餐在 36 則 Google 評論中有提到89% 的評論持正面評價 ', '餐飲餐飲在 14 則 Google 評論中有提到86% 的評論持正面評價 ', '服務服務在 24 則 Google 評論中有提到92% 的評論持正面評價 ', '健身健身在 70 則 Google 評論中有提到89% 的評論持正面評價 ', '酒吧酒吧在 15 則 Google 評論中有提到93% 的評論持正面評價 ', '住宿住宿在 18 則 Google 評論中有提到78% 的評論持正面評價 ', '浴室浴室在 23 則 Google 評論中有提到70% 的評論持正面評價 ', '大自然大自然在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 19 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 48 則 Google 評論中有提到94% 的評論持正面評價 ', '清潔清潔在 40 則 Google 評論中有提到92% 的評論持正面評價 ', '家庭料理家庭料理在 22 則 Google 評論中有提到86% 的評論持正面評價 ', '健康與保健健康與保健在 27 則 Google 評論中有提到89% 的評論持正面評價 ', '餐廳餐廳在 18 則 Google 評論中有提到94% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 25 則 Google 評論中有提到88% 的評論持正面評價 ', '游泳池游泳池在 52 則 Google 評論中有提到90% 的評論持正面評價 ', '早餐早餐在 36 則 Google 評論中有提到89% 的評論持正面評價 ', '餐飲餐飲在 14 則 Google 評論中有提到86% 的評論持正面評價 ', '服務服務在 24 則 Google 評論中有提到92% 的評論持正面評價 ', '健身健身在 70 則 Google 評論中有提到89% 的評論持正面評價 ', '酒吧酒吧在 15 則 Google 評論中有提到93% 的評論持正面評價 ', '住宿住宿在 18 則 Google 評論中有提到78% 的評論持正面評價 ', '浴室浴室在 23 則 Google 評論中有提到70% 的評論持正面評價 ', '大自然大自然在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到100% 的評論持正面評價 ']",在 178 則評論中，獲得 4.8 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '一流泳池 : 房客喜歡這間飯店的游泳池', '鄰近墾丁國家公園 : 房客喜歡這間飯店，因為這裡鄰近墾丁國家公園', '免費早餐 : 在附近類似的飯店中，只有 23% 免費提供早餐', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '評價絕佳的健身設施 : 房客喜歡這間飯店的室內和/或室外運動設施', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.8非常好\xa0|\xa0178 則評論']","['J W""房間很美很舒服，泳池水很乾淨，管家服務很好👍', '林宇婕""超級好拍好睡的地方，還有好吃的早餐和下午茶，老闆很用心的經營，推薦大家來ㄛ""', 'Ray""游泳池超乾淨的，浴缸有牛奶浴超音波跟衝擊泉可以使用，牛奶浴洗完皮膚很骨溜喔！""']"
Feliz Hotel Kenting 墾丁九號旅舍,3 星級飯店946台灣屏東縣恆春鎮墾丁路佛光巷14號•+886 909 911 929,"['服務服務在 21 則 Google 評論中有提到95% 的評論持正面評價 ', '清潔清潔在 18 則 Google 評論中有提到94% 的評論持正面評價 ', '地點地點在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '設施設施在 28 則 Google 評論中有提到82% 的評論持正面評價 ', '住宿住宿在 15 則 Google 評論中有提到67% 的評論持正面評價 ', '停車場停車場在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '浴室浴室在 6 則 Google 評論中有提到50% 的評論持負面評價 ', '服務服務在 21 則 Google 評論中有提到95% 的評論持正面評價 ', '清潔清潔在 18 則 Google 評論中有提到94% 的評論持正面評價 ', '地點地點在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '設施設施在 28 則 Google 評論中有提到82% 的評論持正面評價 ', '住宿住宿在 15 則 Google 評論中有提到67% 的評論持正面評價 ', '停車場停車場在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '浴室浴室在 6 則 Google 評論中有提到50% 的評論持負面評價 ']",在 73 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點', '服務親切 : 房客喜歡這間飯店的服務']","['', '4.5非常好\xa0|\xa073 則評論']","['王應瑋""很棒的民宿，老闆娘人很好 巷子小難迴轉，若要停車位建議先電話詢問""', '李靜怡""飯店的服務人員真的很親切，然後房間也很乾淨，就像照片上的。""', 'jessie chen""設計感十足 床 住宿空間都非常舒適 很特別的旅店！""']"
辣妹子多肉咖啡民宿,546台灣南投縣仁愛鄉虎門巷61-3號號 台14線84K處•+886 939 713 335,[],在 29 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 66% 提供免費停車']","['', '4.7非常好\xa0|\xa029 則評論']","['欣私畫語""老闆娘很熱情，房間是木板隔間，浴室是共浴，外面還有浴室，早餐缺少了青菜啊！""', 'Gloria Yeh""大推薦，民宿老闆老闆娘超親切，老闆娘準備的晚餐也很棒，還會再來""', '魚魚魚""老闆娘跟老闆都非常好客，老闆娘煮東西也超好吃的！！""']"
