hotelName,hotelDetail,comment_tag,summary,summery_description,summery_special_tag,summary_score_tag,summary_reviews
墾丁采拓生態旅人民宿 T. T. House,946台灣屏東縣恆春鎮恆南路35巷3號•+886 963 136 560,"['設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ']",在 51 則評論中，獲得 4.2 顆星 (滿分為 5 顆星)。很好。,,"['免費停車場 : 在附近類似的飯店中，只有 23% 提供免費停車', '地點絕佳 : 房客喜歡這間飯店的地點', '免費 Wi-Fi : 在附近類似的飯店中，只有 28% 免費提供 Wi-Fi']","['', '4.2很好\xa0|\xa051 則評論']","['Annis Chiang""地點位置很方便，在小杜包子隔壁巷內，附近有全聯。""', 'Xin""老闆跟老闆娘都很親切，房間環境也都很漂亮 會讓人想再次光顧""', '黃大琪""設備舊，有烤肉場地和卡拉OK，若非包場，不建議。""']"
學緣民宿,978台灣花蓮縣瑞穗鄉中正北路一段45號•+886 3 887 3877,"['浴室浴室在 7 則 Google 評論中有提到43% 的評論持正面評價 ', '清潔清潔在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 7 則 Google 評論中有提到43% 的評論持正面評價 ', '清潔清潔在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 65 則評論中，獲得 4.3 顆星 (滿分為 5 顆星)。很好。,,"['靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.3很好\xa0|\xa065 則評論']","['lohas taitung""寄舖司機、單車客、背包客旅行到花蓮瑞穗溫泉最佳考慮住宿站。""', '北極熊""老闆娘待人親切，環境乾淨無異味，客廳寬敞明亮、有冰箱、脫水機、還有漫畫可看""', 'E-B義雄""暫時住宿可以，因為收費便宜。但是浴室廁所五間房間共用太麻煩了！""']"
枋寮住宿民宿推薦 枋居背包客棧Fang Ju Backpackers,940台灣屏東縣枋寮鄉中華路164巷19號•+886 911 939 936,"['清潔清潔在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到100% 的評論持正面評價 ']",在 32 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '優質房型 : 房客喜歡這間飯店的客房', '地點絕佳 : 房客喜歡這間飯店的地點', '服務親切 : 房客喜歡這間飯店的服務']","['', '4.9非常好\xa0|\xa032 則評論']","['Andy Zua""乾淨舒適的住宿環境 老闆娘很親切很熱情 附近也很多美食小吃""', 'ema lin""房間很乾淨，一樓還有小點心可以品嚐。""', 'Micheline Hou""老闆娘人親切服務又好。環境整潔舒適價格便宜。以後經過還要來""']"
自然也民宿,3 星級飯店929台灣屏東縣琉球鄉民族路46-1號929•+886 968 011 952,"['氣氛氣氛在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '早餐早餐在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 45 則 Google 評論中有提到93% 的評論持正面評價 ', '服務服務在 37 則 Google 評論中有提到95% 的評論持正面評價 ', '家庭料理家庭料理在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 26 則 Google 評論中有提到92% 的評論持正面評價 ', '大自然大自然在 13 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 28 則 Google 評論中有提到89% 的評論持正面評價 ', '住宿住宿在 19 則 Google 評論中有提到84% 的評論持正面評價 ', '浴室浴室在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到100% 的評論持中立評價 ', '餐廳餐廳在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '氣氛氣氛在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '早餐早餐在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 45 則 Google 評論中有提到93% 的評論持正面評價 ', '服務服務在 37 則 Google 評論中有提到95% 的評論持正面評價 ', '家庭料理家庭料理在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 26 則 Google 評論中有提到92% 的評論持正面評價 ', '大自然大自然在 13 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 28 則 Google 評論中有提到89% 的評論持正面評價 ', '住宿住宿在 19 則 Google 評論中有提到84% 的評論持正面評價 ', '浴室浴室在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到100% 的評論持中立評價 ', '餐廳餐廳在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到60% 的評論持正面評價 ']",在 189 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店']","['', '4.7非常好\xa0|\xa0189 則評論']","['擁抱ベア""房間冷氣老舊 聲音過大 尤其是在夜晚 嚴重影響到睡眠品質 3顆星給環境和設計""', 'gongon sasa""老闆是室內設計師，裝潢家具，多半是自己設計或是國外進口，風格上非常特別新穎。""', '郝天蕓""民宿風景無敵。民宿住宿品質超級優。服務親切，老闆超級隨和。""']"
夏之丘,929台灣屏東縣琉球鄉杉板路61巷79號•+886 8 861 4506,"['家庭料理家庭料理在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '設施設施在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '清潔清潔在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '設施設施在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '清潔清潔在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 31 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.7非常好\xa0|\xa031 則評論']","['Lichun Liu""碗生菜沙拉、一碗水果、果醬吐司、歐姆蛋和一些火腿，熱飲就上述那些自己泡。""', '莊朝富""室內廁所螞蟻蠻多的，下雨時房間隔音效果不是很好""', '許嘉玲""房間乾淨，老闆親切，室外還有草皮可以給小朋友跑~""']"
Yapo Bed & Breakfast,"3 星級飯店No. 50, Gongyuan Rd, 羅東鎮宜蘭縣台灣 265•+886 939 480 202",[],在 3 則評論中，獲得 2.0 顆星 (滿分為 5 顆星)。一般。,,"['靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '2.0一般\xa0|\xa03 則評論']",[]
556Homestay,"No.55-6, Huanhu, Danei Dist., Tainan, 台灣•+886 972 885 805",[],在 1 則評論中，獲得 4.0 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.0很好\xa0|\xa01 則評論']",[]
金地亞哥民宿,95942台灣台東縣東河鄉七里橋20號•+886 912 063 215,"['設施設施在 21 則 Google 評論中有提到90% 的評論持正面評價 ', '服務服務在 15 則 Google 評論中有提到93% 的評論持正面評價 ', '清潔清潔在 19 則 Google 評論中有提到89% 的評論持正面評價 ', '大自然大自然在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '早餐早餐在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '地點地點在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 21 則 Google 評論中有提到90% 的評論持正面評價 ', '服務服務在 15 則 Google 評論中有提到93% 的評論持正面評價 ', '清潔清潔在 19 則 Google 評論中有提到89% 的評論持正面評價 ', '大自然大自然在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '早餐早餐在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '地點地點在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到100% 的評論持正面評價 ']",在 71 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.7非常好\xa0|\xa071 則評論']","['UC""乾淨舒適，設備新穎，空間規劃有設計感，主人家熱情貼心服務，豐富早餐，美好旅程""', '劉學賢""停車便，風景優，前藍藍大海，後有高山，環境優美。""', '詹嘉賓""老闆夫妻人很好，房間超乾淨。早餐雖是素食，但是非常好吃。。愛貓人士必訪。。。""']"
舒适石屋 市下巷民宿 ( 使用導航 ! 請由霞海昭靈廟步行至輕便路113或115號旁的樓梯上來才是正確 ),"No. 2, Shixia Lane, Jiufen, 台灣•+886 905 137 751","['服務服務在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '地點地點在 14 則 Google 評論中有提到86% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '清潔清潔在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '服務服務在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '地點地點在 14 則 Google 評論中有提到86% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '清潔清潔在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到71% 的評論持正面評價 ']",在 47 則評論中，獲得 4.3 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.3很好\xa0|\xa047 則評論']","['Kewei Chiu""印度房空間舒服，窗景也很美，很喜歡。""', '九份市下巷""距離老街中段，有一個小公園，旁邊石頭屋就是了""', '陳郁嵐""推薦給喜歡睡硬床、不怕冷、身體不會過敏的朋友們......""']"
春天國際旅館,3 星級飯店402台灣台中市南區德祥街86號•+886 4 2263 8866,"['服務服務在 16 則 Google 評論中有提到62% 的評論持負面評價 ', '清潔清潔在 18 則 Google 評論中有提到61% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到70% 的評論持負面評價 ', '設施設施在 19 則 Google 評論中有提到63% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '住宿住宿在 11 則 Google 評論中有提到64% 的評論持負面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 8 則 Google 評論中有提到62% 的評論持負面評價 ', '地點地點在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '服務服務在 16 則 Google 評論中有提到62% 的評論持負面評價 ', '清潔清潔在 18 則 Google 評論中有提到61% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到70% 的評論持負面評價 ', '設施設施在 19 則 Google 評論中有提到63% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '住宿住宿在 11 則 Google 評論中有提到64% 的評論持負面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 8 則 Google 評論中有提到62% 的評論持負面評價 ', '地點地點在 8 則 Google 評論中有提到50% 的評論持正面評價 ']",在 260 則評論中，獲得 3.6 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.6良好\xa0|\xa0260 則評論']","['林坤德""不少特色美食餐廳，早餐肯德基，整體來說，是一家不錯的住宿環境。""', '曾國峰""來電訂房時櫃檯服務人員口氣很不耐煩，而且聯絡時急於掛電話，讓客人的感覺不是很好。""', '木木木寸民ლ ლ""看在地點好找在車站附近跟附近有全家星巴克的份上就給個三星。""']"
墾丁Happy兔包棟民宿,946台灣屏東縣恆春鎮環城北路142巷1號•+886 929 399 676,"['家庭料理家庭料理在 62 則 Google 評論中有提到92% 的評論持正面評價 ', '健身健身在 22 則 Google 評論中有提到91% 的評論持正面評價 ', '廚房廚房在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '氣氛氣氛在 36 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 41 則 Google 評論中有提到95% 的評論持正面評價 ', '清潔清潔在 42 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 49 則 Google 評論中有提到98% 的評論持正面評價 ', '住宿住宿在 21 則 Google 評論中有提到86% 的評論持正面評價 ', '酒吧酒吧在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '游泳池游泳池在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '浴室浴室在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '餐飲餐飲在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '家庭料理家庭料理在 62 則 Google 評論中有提到92% 的評論持正面評價 ', '健身健身在 22 則 Google 評論中有提到91% 的評論持正面評價 ', '廚房廚房在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '氣氛氣氛在 36 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 41 則 Google 評論中有提到95% 的評論持正面評價 ', '清潔清潔在 42 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 49 則 Google 評論中有提到98% 的評論持正面評價 ', '住宿住宿在 21 則 Google 評論中有提到86% 的評論持正面評價 ', '酒吧酒吧在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '游泳池游泳池在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '浴室浴室在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '餐飲餐飲在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到40% 的評論持正面評價 ']",在 190 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 33% 提供免費停車', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '可攜帶寵物 : 在附近類似的飯店中，只有 28% 允許攜帶寵物', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '地點絕佳 : 房客喜歡這間飯店的地點', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '睡得很安穩 : 房客表示他們在這間飯店睡得很好', '評價絕佳的健身設施 : 房客喜歡這間飯店的室內和/或室外運動設施']","['', '5.0非常好\xa0|\xa0190 則評論']","['林志忠""老闆娘很親切很貼心，民宿很乾淨，還有小孩遊戲區，大人有ktv，非常棒，超推薦👌', '白芸凌""民宿主人很貼心，除了小孩玩不停的玩具室，嬰兒媽媽需要的消毒鍋跟刷子都準備好了！""', '鄭伊秀""每一間房間都不同風格，還有客廳裡面竟然有像去唱歌的觸控式點唱機！太適合親子旅遊！""']"
小琉球民宿 薇多莉亞民宿,929台灣屏東縣琉球鄉和平路3巷4之3號929•+886 8 861 4573,"['家庭料理家庭料理在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '服務服務在 31 則 Google 評論中有提到94% 的評論持正面評價 ', '住宿住宿在 12 則 Google 評論中有提到58% 的評論持正面評價 ', '清潔清潔在 33 則 Google 評論中有提到91% 的評論持正面評價 ', '氣氛氣氛在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '設施設施在 29 則 Google 評論中有提到90% 的評論持正面評價 ', '大自然大自然在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '家庭料理家庭料理在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '服務服務在 31 則 Google 評論中有提到94% 的評論持正面評價 ', '住宿住宿在 12 則 Google 評論中有提到58% 的評論持正面評價 ', '清潔清潔在 33 則 Google 評論中有提到91% 的評論持正面評價 ', '氣氛氣氛在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '設施設施在 29 則 Google 評論中有提到90% 的評論持正面評價 ', '大自然大自然在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到88% 的評論持正面評價 ']",在 236 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.5非常好\xa0|\xa0236 則評論']","['陳紀綱""活動多樣： 機車、浮潛、夜訪、生態導覽、著名景點、都會為您安排。""', '陳大寶""老闆人很好 房間很乾淨 還有奶茶 咖啡可以喝""', 'Oliver Lo""環境佳，老闆非常熱心介紹小琉球的好景點跟餐廳""']"
普普風民宿,266台灣宜蘭縣三星鄉大隱十一路276號•+886 911 566 692,[],在 13 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，只有 28% 提供免費停車']","['', '4.6非常好\xa0|\xa013 則評論']","['陳姿涵""服務態度親切友善，住起來就好像另一個家，打掃很乾淨""', 'PP星人""非常非常不好，基本的第四台都沒有，也沒有早餐，下次不會入住""', 'Sophie Ding""乾淨 舒適 屋主非常用心整理""']"
怡達汽車旅館,401台灣台中市東區旱溪東路一段429號401•+886 4 2211 1355,"['健康與保健健康與保健在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '浴室浴室在 20 則 Google 評論中有提到50% 的評論持負面評價 ', '清潔清潔在 27 則 Google 評論中有提到67% 的評論持正面評價 ', '設施設施在 33 則 Google 評論中有提到61% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到65% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '住宿住宿在 9 則 Google 評論中有提到56% 的評論持負面評價 ', '地點地點在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '健康與保健健康與保健在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '浴室浴室在 20 則 Google 評論中有提到50% 的評論持負面評價 ', '清潔清潔在 27 則 Google 評論中有提到67% 的評論持正面評價 ', '設施設施在 33 則 Google 評論中有提到61% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到65% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '住宿住宿在 9 則 Google 評論中有提到56% 的評論持負面評價 ', '地點地點在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 347 則評論中，獲得 3.9 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.9良好\xa0|\xa0347 則評論']","['小橘子""晚班有櫃台先生很帥，早餐還不錯吃配溫奶茶，住宿跟休息都很平價""', 'Benjamin Ren""櫃檯人員服務很好、房間內部的裝潢很新，離旱溪夜市很近。""', '潘維詮""很舒適能夠放鬆休息的好地方 客房服務人員態度很棒 大推👍']"
湖畔之森,26944台灣宜蘭縣冬山鄉大埤二路75巷29號•+886 975 085 513,"['清潔清潔在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 15 則 Google 評論中有提到93% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '大自然大自然在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '家庭料理家庭料理在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '清潔清潔在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 15 則 Google 評論中有提到93% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '大自然大自然在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '家庭料理家庭料理在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ']",在 57 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '鄰近梅花湖 : 房客喜歡這間飯店，因為這裡鄰近梅花湖']","['', '4.7非常好\xa0|\xa057 則評論']","['Fleir Tzou""很有人文味，溫暖風格的優質民宿。空間很大床很舒服，早餐好吃。走出門就是梅花湖。""', 'Shinting Lin""近梅花湖環境優美 房間浴室寬敞明亮 早餐麵包美味 唯房內有螞蟻 若改善會更完美""', 'wai cheung Yeung""一家用心經營的民宿，空間大，裝潢雅，湖景美，絕對是忘憂的好地方。""']"
豐田農場民宿,546台灣南投縣仁愛鄉博望巷9-6號•+886 4 9280 2838,"['大自然大自然在 38 則 Google 評論中有提到82% 的評論持正面評價 ', '設施設施在 29 則 Google 評論中有提到83% 的評論持正面評價 ', '清潔清潔在 20 則 Google 評論中有提到85% 的評論持正面評價 ', '服務服務在 26 則 Google 評論中有提到81% 的評論持正面評價 ', '設施設施在 20 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 16 則 Google 評論中有提到69% 的評論持正面評價 ', '住宿住宿在 20 則 Google 評論中有提到55% 的評論持正面評價 ', '家庭料理家庭料理在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '廚房廚房在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '地點地點在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '餐廳餐廳在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '氣氛氣氛在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 11 則 Google 評論中有提到55% 的評論持負面評價 ', '大自然大自然在 38 則 Google 評論中有提到82% 的評論持正面評價 ', '設施設施在 29 則 Google 評論中有提到83% 的評論持正面評價 ', '清潔清潔在 20 則 Google 評論中有提到85% 的評論持正面評價 ', '服務服務在 26 則 Google 評論中有提到81% 的評論持正面評價 ', '設施設施在 20 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 16 則 Google 評論中有提到69% 的評論持正面評價 ', '住宿住宿在 20 則 Google 評論中有提到55% 的評論持正面評價 ', '家庭料理家庭料理在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '廚房廚房在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '地點地點在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '餐廳餐廳在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '氣氛氣氛在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 11 則 Google 評論中有提到55% 的評論持負面評價 ']",在 203 則評論中，獲得 4.2 顆星 (滿分為 5 顆星)。很好。,,"['免費停車場 : 在附近類似的飯店中，有 47% 提供免費停車', '餐廳 : 在附近類似的飯店中，只有 23% 設有餐廳', '空調 : 在附近類似的飯店中，只有 28% 設有空調']","['', '4.2很好\xa0|\xa0203 則評論']","['柯祥彥""住宿環境不錯，小木屋住宿，房間沒冰箱，進去的路只有單車道，需要會車，風景很美""', 'Lyon Chen""風景優美，價格合理，住宿品質不錯，但是其他旅客的噪音稍微會互相影響。早餐很棒。""', 'Ray Wong""戶外有料理台可以烹煮烤肉很方便，也有咖啡座可以在戶外看風景，視野很好。""']"
DB photo,108台灣台北市萬華區西寧南路265號,[],在 21 則評論中，獲得 4.0 顆星 (滿分為 5 顆星)。很好。,,"['可攜帶寵物 : 在附近類似的飯店中，只有 4% 允許攜帶寵物', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.0很好\xa0|\xa021 則評論']","['Chole Boom""豆花超級好吃😋 柯基狗狗超可愛❤️❤️❤️ 老闆、闆娘很有型😍', 'SAMMY""蠻溫馨的住所，缺點是房間容易有小飛蟲飛入""']"
走馬瀨精緻民宿,742台灣台南市大內區其子瓦70號•+886 6 238 7450,[],在 9 則評論中，獲得 3.8 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.8良好\xa0|\xa09 則評論']",[]
Fangchen Hot Spring Resort,"No. 132 Zhongzheng Road, Kaohsiung, 台灣 827•+886 919 773 119",[],在 2 則評論中，獲得 3.5 顆星 (滿分為 5 顆星)。良好。,,"['免費停車場 : 在附近類似的飯店中，有 76% 提供免費停車', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '3.5良好\xa0|\xa02 則評論']",[]
Hosrental Hostel in Kaohsiung 素．舍,800台灣高雄市新興區渤海街98-2號•+886 7 222 6260,[],在 3 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.7非常好\xa0|\xa03 則評論']",[]
