hotelName,hotelDetail,comment_tag,summary,summery_description,summery_special_tag,summary_score_tag,summary_reviews
台南樂遊親子民宿,3 星級飯店704台灣台南市北區公園南路233巷1號•+886 968 654 666,"['家庭料理家庭料理在 134 則 Google 評論中有提到94% 的評論持正面評價 ', '服務服務在 149 則 Google 評論中有提到96% 的評論持正面評價 ', '酒吧酒吧在 39 則 Google 評論中有提到87% 的評論持正面評價 ', '浴室浴室在 79 則 Google 評論中有提到87% 的評論持正面評價 ', '清潔清潔在 153 則 Google 評論中有提到97% 的評論持正面評價 ', '停車場停車場在 46 則 Google 評論中有提到93% 的評論持正面評價 ', '設施設施在 160 則 Google 評論中有提到94% 的評論持正面評價 ', '廚房廚房在 18 則 Google 評論中有提到78% 的評論持正面評價 ', '大眾運輸大眾運輸在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '早餐早餐在 22 則 Google 評論中有提到91% 的評論持正面評價 ', '地點地點在 52 則 Google 評論中有提到96% 的評論持正面評價 ', '無障礙設施無障礙設施在 14 則 Google 評論中有提到86% 的評論持正面評價 ', '健身健身在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 26 則 Google 評論中有提到85% 的評論持正面評價 ', '住宿住宿在 44 則 Google 評論中有提到80% 的評論持正面評價 ', '餐飲餐飲在 24 則 Google 評論中有提到92% 的評論持正面評價 ', '氣氛氣氛在 20 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 134 則 Google 評論中有提到94% 的評論持正面評價 ', '服務服務在 149 則 Google 評論中有提到96% 的評論持正面評價 ', '酒吧酒吧在 39 則 Google 評論中有提到87% 的評論持正面評價 ', '浴室浴室在 79 則 Google 評論中有提到87% 的評論持正面評價 ', '清潔清潔在 153 則 Google 評論中有提到97% 的評論持正面評價 ', '停車場停車場在 46 則 Google 評論中有提到93% 的評論持正面評價 ', '設施設施在 160 則 Google 評論中有提到94% 的評論持正面評價 ', '廚房廚房在 18 則 Google 評論中有提到78% 的評論持正面評價 ', '大眾運輸大眾運輸在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '早餐早餐在 22 則 Google 評論中有提到91% 的評論持正面評價 ', '地點地點在 52 則 Google 評論中有提到96% 的評論持正面評價 ', '無障礙設施無障礙設施在 14 則 Google 評論中有提到86% 的評論持正面評價 ', '健身健身在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 26 則 Google 評論中有提到85% 的評論持正面評價 ', '住宿住宿在 44 則 Google 評論中有提到80% 的評論持正面評價 ', '餐飲餐飲在 24 則 Google 評論中有提到92% 的評論持正面評價 ', '氣氛氣氛在 20 則 Google 評論中有提到100% 的評論持正面評價 ']","在 1,485 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。",,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '免費停車場 : 在附近類似的飯店中，有 42% 提供免費停車', '鄰近花園夜市 Garden Night Market : 房客喜歡這間飯店，因為這裡鄰近花園夜市 Garden Night Market', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '5.0非常好\xa0|\xa01,485 則評論']","['Lin Wayne""櫃檯親切，房間乾淨，挑高六米城堡房大推!!玩具·滑梯還有大浴缸!""', '季樂樂""這邊有飲料 有充電器 有碗公 有好多餐具 糖果餅乾水果飲料🥤😂😂😂', '沂yi""住四人房(四單人床) 房間精緻舒服，可惜空間偏小 但吹風機每人一台超讚！""']"
四季洋房 台南安平民宿,708台灣台南市安平區同平路96巷33號•+886 926 866 209,"['設施設施在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 7 則 Google 評論中有提到100% 的評論持正面評價 ']",在 38 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '5.0非常好\xa0|\xa038 則評論']","['Crystal Pu""房間漂亮，老闆親切，沐浴乳跟洗髮乳很棒，但遇到沒水準的房客。""', 'YUANYU Chen""很舒服的地方❤️環境超美，主人回覆訊息親切，大推！""', '大口吃大口玩台南""下午三點入住，建議可以儘早check in,以便享受在裡面的悠閒時光。""']"
三仙台海景民宿,961台灣台東縣成功鎮成廣路42-2號•+886 8 987 1916,"['大自然大自然在 23 則 Google 評論中有提到87% 的評論持正面評價 ', '服務服務在 21 則 Google 評論中有提到76% 的評論持正面評價 ', '清潔清潔在 17 則 Google 評論中有提到71% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到63% 的評論持正面評價 ', '設施設施在 25 則 Google 評論中有提到48% 的評論持正面評價 ', '住宿住宿在 15 則 Google 評論中有提到47% 的評論持正面評價 ', '早餐早餐在 13 則 Google 評論中有提到46% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '餐飲餐飲在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '餐廳餐廳在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '地點地點在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '大自然大自然在 23 則 Google 評論中有提到87% 的評論持正面評價 ', '服務服務在 21 則 Google 評論中有提到76% 的評論持正面評價 ', '清潔清潔在 17 則 Google 評論中有提到71% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到63% 的評論持正面評價 ', '設施設施在 25 則 Google 評論中有提到48% 的評論持正面評價 ', '住宿住宿在 15 則 Google 評論中有提到47% 的評論持正面評價 ', '早餐早餐在 13 則 Google 評論中有提到46% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '餐飲餐飲在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '餐廳餐廳在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '地點地點在 5 則 Google 評論中有提到60% 的評論持正面評價 ']",在 291 則評論中，獲得 3.8 顆星 (滿分為 5 顆星)。良好。,,"['免費停車場 : 在附近類似的飯店中，有 76% 提供免費停車', '餐廳 : 在附近類似的飯店中，只有 4% 設有餐廳', '可攜帶寵物 : 在附近類似的飯店中，只有 19% 允許攜帶寵物']","['', '3.8良好\xa0|\xa0291 則評論']","['黃智森""物美價廉，附設餐廳，臨海風景優美，可以看到三仙台風景區。""', 'Tzushin Hsieh""早餐只供應稀飯無麵包，飲料只有紅茶，咖啡要自費另購。""', 'Shen Papa""住宿多加少許錢，可享用晚餐一餐，菜色不錯""']"
青青汽車旅館,237台灣新北市三峽區長泰街30號•+886 2 2674 3333,"['空調空調在 10 則 Google 評論中有提到90% 的評論持負面評價 ', '浴室浴室在 32 則 Google 評論中有提到78% 的評論持負面評價 ', '早餐早餐在 13 則 Google 評論中有提到54% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到81% 的評論持負面評價 ', '娛樂娛樂在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '清潔清潔在 27 則 Google 評論中有提到63% 的評論持負面評價 ', '服務服務在 21 則 Google 評論中有提到43% 的評論持正面評價 ', '住宿住宿在 11 則 Google 評論中有提到100% 的評論持負面評價 ', '設施設施在 22 則 Google 評論中有提到45% 的評論持正面評價 ', '空調空調在 10 則 Google 評論中有提到90% 的評論持負面評價 ', '浴室浴室在 32 則 Google 評論中有提到78% 的評論持負面評價 ', '早餐早餐在 13 則 Google 評論中有提到54% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到81% 的評論持負面評價 ', '娛樂娛樂在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '清潔清潔在 27 則 Google 評論中有提到63% 的評論持負面評價 ', '服務服務在 21 則 Google 評論中有提到43% 的評論持正面評價 ', '住宿住宿在 11 則 Google 評論中有提到100% 的評論持負面評價 ', '設施設施在 22 則 Google 評論中有提到45% 的評論持正面評價 ']",在 360 則評論中，獲得 3.5 顆星 (滿分為 5 顆星)。良好。,,"['免費停車場 : 在附近類似的飯店中，有 71% 提供免費停車', '可攜帶寵物 : 在附近類似的飯店中，只有 28% 允許攜帶寵物']","['', '3.5良好\xa0|\xa0360 則評論']","['YS Chien""房間裝潢設備都很新很漂亮，浴缸很美還有按摩設備，但棉被會讓我過敏 早餐菜色樣式少""', '施尚丞""有異味，沒有wifi，浴室熱水不熱，隔音不好，不推""', '朱川泰""室內容易有從隔壁傳至空調的煙味 浴缸有黴菌以及生鏽的斑駁。""']"
北澳秘山居-東引民宿,21241連江縣東引鄉126號•+886 8 367 7380,"['清潔清潔在 29 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 29 則 Google 評論中有提到93% 的評論持正面評價 ', '氣氛氣氛在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 16 則 Google 評論中有提到88% 的評論持正面評價 ', '浴室浴室在 13 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '住宿住宿在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '清潔清潔在 29 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 29 則 Google 評論中有提到93% 的評論持正面評價 ', '氣氛氣氛在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 16 則 Google 評論中有提到88% 的評論持正面評價 ', '浴室浴室在 13 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '住宿住宿在 5 則 Google 評論中有提到60% 的評論持正面評價 ']",在 124 則評論中，獲得 4.8 顆星 (滿分為 5 顆星)。非常好。,,"['評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，只有 20% 提供免費停車']","['', '4.8非常好\xa0|\xa0124 則評論']","['范增福特殊工程事業處,zwff6248k""老闆和老闆娘很親切，房間很新也很乾淨，服務也很棒，值得推薦。""', '鄭美玲""，在馬祖難得的衛浴設備乾濕分離讓先生很感動！有機會再來東引還會想來入住。""', 'Huang John""設計感的裝潢配色，色調溫暖又明亮的照明，不像別家為了省電讓燈泡昏暗。""']"
禾馨民宿 -(團體包棟住宿、親子家庭必住、 推薦自由行),973台灣花蓮縣吉安鄉建國路一段182號•+886 3 856 6396,"['酒吧酒吧在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '清潔清潔在 22 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '酒吧酒吧在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '清潔清潔在 22 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 12 則 Google 評論中有提到100% 的評論持正面評價 ']",在 68 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,"['評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.6非常好\xa0|\xa068 則評論']","['淑貞張""很努力的在幫我找車位！一樓冰箱裡面有飲料水都能自取～一樓客廳的零食也都可以吃！""', '吳聖愷""老闆娘親切愛乾淨，房間cp值高，來花蓮一定要再來住!""', '小魚Serina""地點方便距離市中心近 房東很親切 有問題都能即時解決！""']"
Shiah Yih Hotel,"No. 28, 信義路虎尾鎮雲林縣台灣 632•+886 5 631 0311",[],在 2 則評論中，獲得 2.5 顆星 (滿分為 5 顆星)。一般。,,[],"['', '2.5一般\xa0|\xa02 則評論']",[]
Sayo Hotel,803台灣高雄市鹽埕區新興街67號•+1 5555555,[],在 3 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.7非常好\xa0|\xa03 則評論']",[]
茗新休閒花園民宿,973台灣花蓮縣吉安鄉慶豐十一街31號•+886 3 851 0176,"['清潔清潔在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '住宿住宿在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '大自然大自然在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '服務服務在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '寵物寵物在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '住宿住宿在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '大自然大自然在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '服務服務在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '寵物寵物在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到100% 的評論持正面評價 ']",在 131 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點', '空調 : 在附近類似的飯店中，只有 28% 設有空調']","['', '4.7非常好\xa0|\xa0131 則評論']","['劉家蓁""房間很乾淨舒適，環境清幽，阿港伯很熱情招待，來花蓮一定要來多多支持阿港伯。""', '仲崇武""臨近【銅門村的慕谷慕魚】與風景秀麗的【鯉魚潭】 後院水池一顆漂亮的大🌲！', 'iansu5236""安靜、乾淨、親切，而且價格公道，阿港伯把客人當家人，狗狗黑龍很有靈性，值得推薦""']"
綠舟民宿 - 提供早餐民宿住宿 傳藝中心附近包棟民宿 (宜蘭五結鄉) 推薦套裝行程民宿 冬山河附近平價民宿 賞鯨民宿 國旅卡特約民宿,268台灣宜蘭縣五結鄉親河路二段103巷1弄7號•+886 968 607 576,"['早餐早餐在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '清潔清潔在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '清潔清潔在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 25 則評論中，獲得 4.6 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 33% 提供免費停車', '免費早餐 : 在附近類似的飯店中，只有 23% 免費提供早餐', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.6非常好\xa0|\xa025 則評論']","['黃嘉宏""老闆娘超級無敵親切又熱情 而且室內裝潢很溫馨又很乾淨 洗澡水柱又很強很棒！""', '陳虹茹""老闆和老闆娘人很親切也很熱情招待服務 環境很溫馨也很乾淨 這讓我有在家的感覺""', '廖雅玉""服務親切，房間舒適。""']"
楊家民宿(金門民宿),89244金門縣金寧鄉埔後村56之8號•+886 980 721 227,"['地點地點在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '清潔清潔在 18 則 Google 評論中有提到94% 的評論持正面評價 ', '服務服務在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到80% 的評論持正面評價 ', '地點地點在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '清潔清潔在 18 則 Google 評論中有提到94% 的評論持正面評價 ', '服務服務在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 10 則 Google 評論中有提到80% 的評論持正面評價 ']",在 82 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '免費停車場 : 在附近類似的飯店中，只有 9% 提供免費停車', '免費早餐 : 在附近類似的飯店中，只有 9% 免費提供早餐', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.5非常好\xa0|\xa082 則評論']","['陳奕秀""每天吃的早餐都是今天傳統美味。不是素食喔～有廣東粥，麵線糊等等價位便宜房間乾淨""', '秦嘉穗""環境美好，老闆娘服務讚，大力推薦👍👍👍，價格親民，來金門口袋名單', 'Frank Su""老闆娘很親切 民宿位置近金門大學、市區""']"
國際大旅館,3 星級飯店112台灣台北市北投區•+886 2 2861 7100,"['健身健身在 23 則 Google 評論中有提到39% 的評論持正面評價 ', '健康與保健健康與保健在 15 則 Google 評論中有提到47% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 12 則 Google 評論中有提到58% 的評論持正面評價 ', '游泳池游泳池在 9 則 Google 評論中有提到44% 的評論持正面評價 ', '餐飲餐飲在 23 則 Google 評論中有提到65% 的評論持正面評價 ', '浴室浴室在 36 則 Google 評論中有提到36% 的評論持負面評價 ', '大自然大自然在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '停車場停車場在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 57 則 Google 評論中有提到56% 的評論持正面評價 ', '家庭料理家庭料理在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '服務服務在 39 則 Google 評論中有提到64% 的評論持正面評價 ', '氣氛氣氛在 16 則 Google 評論中有提到81% 的評論持正面評價 ', '早餐早餐在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '清潔清潔在 25 則 Google 評論中有提到72% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到70% 的評論持正面評價 ', '地點地點在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '健身健身在 23 則 Google 評論中有提到39% 的評論持正面評價 ', '健康與保健健康與保健在 15 則 Google 評論中有提到47% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 12 則 Google 評論中有提到58% 的評論持正面評價 ', '游泳池游泳池在 9 則 Google 評論中有提到44% 的評論持正面評價 ', '餐飲餐飲在 23 則 Google 評論中有提到65% 的評論持正面評價 ', '浴室浴室在 36 則 Google 評論中有提到36% 的評論持負面評價 ', '大自然大自然在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '停車場停車場在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 57 則 Google 評論中有提到56% 的評論持正面評價 ', '家庭料理家庭料理在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '服務服務在 39 則 Google 評論中有提到64% 的評論持正面評價 ', '氣氛氣氛在 16 則 Google 評論中有提到81% 的評論持正面評價 ', '早餐早餐在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '清潔清潔在 25 則 Google 評論中有提到72% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到70% 的評論持正面評價 ', '地點地點在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到40% 的評論持正面評價 ']",在 556 則評論中，獲得 4.0 顆星 (滿分為 5 顆星)。很好。,,"['免費停車場 : 在附近類似的飯店中，有 66% 提供免費停車', '免費 Wi-Fi : 在附近類似的飯店中，有 100% 免費提供 Wi-Fi']","['', '4.0很好\xa0|\xa0556 則評論']","['FanYu Chang""很懷舊的氛圍，白天的櫃檯服務人員很親切有禮，溫泉湯質很舒服，是個適合放鬆的地方。""', '志堅白""服務很好 陽明山著名的溫泉飯店 房間跟建築都很有古早日本味道""', '羊叔""算便宜的溫泉旅館，不過接電話的小姐態度差到極點，雖然便宜但去那裡花錢找罪受""']"
美麗島福憩旅店 Hotel Blessings,800台灣高雄市新興區六合二路10號11樓•+886 906 871 011,"['大眾運輸大眾運輸在 18 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 25 則 Google 評論中有提到88% 的評論持正面評價 ', '清潔清潔在 34 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 15 則 Google 評論中有提到73% 的評論持正面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '大眾運輸大眾運輸在 18 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 25 則 Google 評論中有提到88% 的評論持正面評價 ', '清潔清潔在 34 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 15 則 Google 評論中有提到73% 的評論持正面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 13 則 Google 評論中有提到92% 的評論持正面評價 ']",在 65 則評論中，獲得 4.8 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '鄰近六合夜市/六合觀光夜市 : 房客喜歡這間飯店，因為這裡鄰近六合夜市/六合觀光夜市', '靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意']","['', '4.8非常好\xa0|\xa065 則評論']","['葉勝興""房間乾淨、獨立空調、有陽台、廁所乾溼分離，離捷運站近，隔壁六合夜市，好吃又好睡。""', '宣熠李""員工服務態度良好，房價十分友善，位置離美麗島站非常接近""', 'Jocy Wang""地點好，近捷運，房間乾淨空間大又有陽台。值得推薦喔！""']"
東岸邊境民宿,3 星級飯店97352台灣花蓮縣吉安鄉東海六街189-1號•+886 982 511 134,"['設施設施在 11 則 Google 評論中有提到73% 的評論持正面評價 ', '清潔清潔在 17 則 Google 評論中有提到65% 的評論持正面評價 ', '住宿住宿在 11 則 Google 評論中有提到64% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到50% 的評論持正面評價 ', '家庭料理家庭料理在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '無障礙設施無障礙設施在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '服務服務在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '設施設施在 11 則 Google 評論中有提到73% 的評論持正面評價 ', '清潔清潔在 17 則 Google 評論中有提到65% 的評論持正面評價 ', '住宿住宿在 11 則 Google 評論中有提到64% 的評論持正面評價 ', '浴室浴室在 10 則 Google 評論中有提到50% 的評論持正面評價 ', '家庭料理家庭料理在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '無障礙設施無障礙設施在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '服務服務在 6 則 Google 評論中有提到50% 的評論持正面評價 ']",在 115 則評論中，獲得 4.3 顆星 (滿分為 5 顆星)。很好。,,"['免費停車場 : 在附近類似的飯店中，只有 14% 提供免費停車', '免費 Wi-Fi : 在附近類似的飯店中，只有 14% 免費提供 Wi-Fi']","['', '4.3很好\xa0|\xa0115 則評論']","['江至斌""房間內有溜滑梯，辦家家酒和積木，最棒的是還有電梯""', 'Shirley Chuang""小孩住的很開心，有電梯及洗衣機，環境整潔明亮，浴室寬敞，會推薦給朋友""', '李沅霖""大廳有室內拖、房間用品續住不夠的話自己拿，有電梯可以坐不用搬重重的行李上樓。""']"
夏閣汽車旅館,3 星級飯店704台灣台南市北區育德二路290號•+886 6 281 3456,"['早餐早餐在 52 則 Google 評論中有提到96% 的評論持正面評價 ', '健康與保健健康與保健在 20 則 Google 評論中有提到70% 的評論持正面評價 ', '清潔清潔在 85 則 Google 評論中有提到82% 的評論持正面評價 ', '服務服務在 60 則 Google 評論中有提到78% 的評論持正面評價 ', '餐廳餐廳在 17 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 35 則 Google 評論中有提到49% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '設施設施在 22 則 Google 評論中有提到77% 的評論持正面評價 ', '設施設施在 64 則 Google 評論中有提到66% 的評論持正面評價 ', '地點地點在 31 則 Google 評論中有提到87% 的評論持正面評價 ', '住宿住宿在 24 則 Google 評論中有提到58% 的評論持負面評價 ', '家庭料理家庭料理在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '酒吧酒吧在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '餐飲餐飲在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '早餐早餐在 52 則 Google 評論中有提到96% 的評論持正面評價 ', '健康與保健健康與保健在 20 則 Google 評論中有提到70% 的評論持正面評價 ', '清潔清潔在 85 則 Google 評論中有提到82% 的評論持正面評價 ', '服務服務在 60 則 Google 評論中有提到78% 的評論持正面評價 ', '餐廳餐廳在 17 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 35 則 Google 評論中有提到49% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '設施設施在 22 則 Google 評論中有提到77% 的評論持正面評價 ', '設施設施在 64 則 Google 評論中有提到66% 的評論持正面評價 ', '地點地點在 31 則 Google 評論中有提到87% 的評論持正面評價 ', '住宿住宿在 24 則 Google 評論中有提到58% 的評論持負面評價 ', '家庭料理家庭料理在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '酒吧酒吧在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '餐飲餐飲在 8 則 Google 評論中有提到88% 的評論持正面評價 ']",在 667 則評論中，獲得 4.1 顆星 (滿分為 5 顆星)。很好。,,"['免費停車場 : 在附近類似的飯店中，有 52% 提供免費停車', '餐點一流 : 房客很喜歡這間飯店提供的餐飲服務', '免費早餐 : 在附近類似的飯店中，只有 23% 免費提供早餐']","['', '4.1很好\xa0|\xa0667 則評論']","['林季昇""房間寬敞乾淨，早餐宵夜還有咖啡點心，是我來台南高雄出差住宿的首選""', '郭青萬""誰說外地遊客一定要住星級飯店，這家物美價廉，乾淨舒適""', 'Andy""離公園和夜市很近，房間舒適，晚班郭姓櫃檯人員服務親切""']"
