reviews,value,comfort,location,cleanliness,service,facilities,ws_pos_reviews,filtered_word
老闆娘蔡姐非常友善且親切 是個有家的感覺的民宿 推推,0.0,0.0,0.0,0.0,1.0,0.0,老闆娘(Na)/蔡(Nb)/姐(Na)/非常(Dfa)/友善(VH)/且(Caa)/親切(VH)/ (WHITESPACE)/是(SHI)/個(Nf)/有(V_2)/家(Nc)/的(DE)/感覺(Na)/的(DE)/民宿(Nc)/ (WHITESPACE)/推推(VC),老闆娘(Na)/蔡(Nb)/姐(Na)/友善(VH)/親切(VH)/個(Nf)/有(V_2)/家(Nc)/感覺(Na)/民宿(Nc)/推推(VC)
更好，是下次到訪台東可再考慮入住的民宿喔?,0.0,0.0,0.0,0.0,0.0,0.0,更(D)/好(VH)/，(COMMACATEGORY)/是(SHI)/下(Nes)/次(Nf)/到訪(VCL)/台東(Nc)/可(D)/再(D)/考慮(VE)/入住(VCL)/的(DE)/民宿(Nc)/喔(T)/?(QUESTIONCATEGORY),好(VH)/下(Nes)/次(Nf)/到訪(VCL)/台東(Nc)/考慮(VE)/入住(VCL)/民宿(Nc)
乾淨，闆娘親切又和藹，可以帶毛小孩喔！,0.0,0.0,0.0,1.0,1.0,0.0,乾淨(VH)/，(COMMACATEGORY)/闆娘(Na)/親切(VH)/又(Caa)/和藹(VH)/，(COMMACATEGORY)/可以(D)/帶(VC)/毛小孩(Na)/喔(T)/！(EXCLAMATIONCATEGORY),乾淨(VH)/闆娘(Na)/親切(VH)/和藹(VH)/帶(VC)/毛小孩(Na)
房間很舒適 老闆人很親切 花蓮美食私房景點找老闆就對了,0.0,1.0,0.0,0.0,1.0,0.0,房間(Nc)/很(Dfa)/舒適(VH)/ (WHITESPACE)/老闆(Na)/人(Na)/很(Dfa)/親切(VH)/ (WHITESPACE)/花蓮(Nc)/美食(Na)/私房(A)/景點(Na)/找(VC)/老闆(Na)/就(D)/對(VH)/了(T),房間(Nc)/舒適(VH)/老闆(Na)/人(Na)/親切(VH)/花蓮(Nc)/美食(Na)/私房(A)/景點(Na)/找(VC)/老闆(Na)/對(VH)
"一樓大廳還有提供飲水,咖啡,茶包等自由使用。",0.0,0.0,0.0,0.0,1.0,0.0,"一樓(Nc)/大廳(Nc)/還(D)/有(V_2)/提供(VD)/飲水(Na)/,(COMMACATEGORY)/咖啡(Na)/,(COMMACATEGORY)/茶包(Na)/等(Cab)/自由(VH)/使用(VC)/。(PERIODCATEGORY)",一樓(Nc)/大廳(Nc)/有(V_2)/提供(VD)/飲水(Na)/咖啡(Na)/茶包(Na)/自由(VH)/使用(VC)
在網路訂房及電話確認訂房時，均未主動告知未提供盥洗用具以及毛巾浴巾，必需自備。,0.0,1.0,0.0,0.0,1.0,0.0,在(P)/網路(Na)/訂房(VB)/及(Caa)/電話(Na)/確認(VE)/訂房(VB)/時(Ng)/，(COMMACATEGORY)/均(D)/未(D)/主動(VH)/告知(VE)/未(D)/提供(VD)/盥洗(VA)/用具(Na)/以及(Caa)/毛巾(Na)/浴巾(Na)/，(COMMACATEGORY)/必需(D)/自備(VC)/。(PERIODCATEGORY),在(P)/網路(Na)/訂房(VB)/電話(Na)/確認(VE)/訂房(VB)/時(Ng)/主動(VH)/告知(VE)/提供(VD)/盥洗(VA)/用具(Na)/毛巾(Na)/浴巾(Na)/自備(VC)
民宿非常乾淨，老闆很親切，烤肉區跟停車區都很大。房間環境很好，非常推薦這裡哦哦哦,0.0,1.0,0.0,1.0,1.0,1.0,民宿(Nc)/非常(Dfa)/乾淨(VH)/，(COMMACATEGORY)/老闆(Na)/很(Dfa)/親切(VH)/，(COMMACATEGORY)/烤肉區(Nc)/跟(Caa)/停車區(Nc)/都(D)/很(Dfa)/大(VH)/。(PERIODCATEGORY)/房間(Nc)/環境(Na)/很(Dfa)/好(VH)/，(COMMACATEGORY)/非常(Dfa)/推薦(VC)/這裡(Ncd)/哦(T)/哦(T)/哦(I),民宿(Nc)/乾淨(VH)/老闆(Na)/親切(VH)/烤肉區(Nc)/停車區(Nc)/大(VH)/房間(Nc)/環境(Na)/好(VH)/推薦(VC)/這裡(Ncd)
房間乾淨整齊~物美價廉，適合全家大小及朋友來宜蘭遊玩時又有個好的睡眠品質~推推,1.0,1.0,0.0,1.0,0.0,0.0,房間(Nc)/乾淨(VH)/整齊(VH)/~(FW)/物美價廉(VH)/，(COMMACATEGORY)/適合(VH)/全(Neqa)/家(Nc)/大小(Na)/及(Caa)/朋友(Na)/來(VA)/宜蘭(Nc)/遊玩(VA)/時(Ng)/又(D)/有(V_2)/個(Nf)/好(VH)/的(DE)/睡眠(Na)/品質(Na)/~(FW)/推推(VC),房間(Nc)/乾淨(VH)/整齊(VH)/物美價廉(VH)/適合(VH)/全(Neqa)/家(Nc)/大小(Na)/朋友(Na)/來(VA)/宜蘭(Nc)/遊玩(VA)/時(Ng)/有(V_2)/個(Nf)/好(VH)/睡眠(Na)/品質(Na)/推推(VC)
房間乾淨，但房價稍高，浴室備品量不足，洗髮精跟沐浴乳都太小包,1.0,1.0,0.0,1.0,0.0,0.0,房間(Nc)/乾淨(VH)/，(COMMACATEGORY)/但(Cbb)/房價(Na)/稍(D)/高(VH)/，(COMMACATEGORY)/浴室(Nc)/備品量(Na)/不足(VH)/，(COMMACATEGORY)/洗髮精(Na)/跟(Caa)/沐浴乳(Na)/都(D)/太(Dfa)/小(VH)/包(Nf),房間(Nc)/乾淨(VH)/房價(Na)/高(VH)/浴室(Nc)/備品量(Na)/不足(VH)/洗髮精(Na)/沐浴乳(Na)/小(VH)/包(Nf)
房間很大又乾淨，大廳有書有玩的，很棒！晚餐五菜一湯800元，CP值高,1.0,1.0,0.0,1.0,1.0,1.0,房間(Nc)/很(Dfa)/大(VH)/又(Caa)/乾淨(VH)/，(COMMACATEGORY)/大廳(Nc)/有(V_2)/書(Na)/有(V_2)/玩(VC)/的(T)/，(COMMACATEGORY)/很(Dfa)/棒(VH)/！(EXCLAMATIONCATEGORY)/晚餐(Na)/五(Neu)/菜(Na)/一(Neu)/湯(Na)/800(Neu)/元(Nf)/，(COMMACATEGORY)/CP值(FW)/高(VH),房間(Nc)/大(VH)/乾淨(VH)/大廳(Nc)/有(V_2)/書(Na)/有(V_2)/玩(VC)/棒(VH)/晚餐(Na)/五(Neu)/菜(Na)/一(Neu)/湯(Na)/800(Neu)/元(Nf)/CP值(FW)/高(VH)
日月潭內的中低價位度假飯店 停車場夠大，早餐在湖邊森林 裡面吃、很浪漫！,1.0,0.0,0.0,0.0,1.0,1.0,日月潭(Nc)/內(Ncd)/的(DE)/中低價位(Na)/度假(VA)/飯店(Nc)/ (WHITESPACE)/停車場(Nc)/夠(Dfa)/大(VH)/，(COMMACATEGORY)/早餐(Na)/在(P)/湖(Na)/邊(Ncd)/森林(Na)/ (WHITESPACE)/裡面(Ncd)/吃(VC)/、(PAUSECATEGORY)/很(Dfa)/浪漫(VH)/！(EXCLAMATIONCATEGORY),日月潭(Nc)/內(Ncd)/中低價位(Na)/度假(VA)/飯店(Nc)/停車場(Nc)/大(VH)/早餐(Na)/在(P)/湖(Na)/邊(Ncd)/森林(Na)/裡面(Ncd)/吃(VC)/浪漫(VH)
日月潭邊風光明媚 ，戶外座位景觀好 。餐點口味佳又不貴 ，空間舒適 。,1.0,0.0,1.0,0.0,1.0,1.0,日月潭(Nc)/邊(Ncd)/風光明媚(VH)/ (WHITESPACE)/，(COMMACATEGORY)/戶外(Nc)/座位(Na)/景觀(Na)/好(VH)/ (WHITESPACE)/。(PERIODCATEGORY)/餐點(Na)/口味(Na)/佳(VH)/又(D)/不(D)/貴(VH)/ (WHITESPACE)/，(COMMACATEGORY)/空間(Na)/舒適(VH)/ (WHITESPACE)/。(PERIODCATEGORY),日月潭(Nc)/邊(Ncd)/風光明媚(VH)/戶外(Nc)/座位(Na)/景觀(Na)/好(VH)/餐點(Na)/口味(Na)/佳(VH)/貴(VH)/空間(Na)/舒適(VH)
舒適、衛生、機能性佳，逛安平、吃美食都很便利！,0.0,1.0,1.0,1.0,0.0,0.0,舒適(VH)/、(PAUSECATEGORY)/衛生(VH)/、(PAUSECATEGORY)/機能性(Na)/佳(VH)/，(COMMACATEGORY)/逛(VC)/安平(Nc)/、(PAUSECATEGORY)/吃(VC)/美食(Na)/都(D)/很(Dfa)/便利(VL)/！(EXCLAMATIONCATEGORY),舒適(VH)/衛生(VH)/機能性(Na)/佳(VH)/逛(VC)/安平(Nc)/吃(VC)/美食(Na)/便利(VL)
乾淨又舒服的民宿，老闆娘很親切,0.0,1.0,0.0,1.0,1.0,0.0,乾淨(VH)/又(Caa)/舒服(VH)/的(DE)/民宿(Nc)/，(COMMACATEGORY)/老闆娘(Na)/很(Dfa)/親切(VH),乾淨(VH)/舒服(VH)/民宿(Nc)/老闆娘(Na)/親切(VH)
老闆服務親切，房間乾淨舒暢！,0.0,0.0,0.0,1.0,1.0,0.0,老闆(Na)/服務(VC)/親切(VH)/，(COMMACATEGORY)/房間(Nc)/乾淨(VH)/舒暢(VH)/！(EXCLAMATIONCATEGORY),老闆(Na)/服務(VC)/親切(VH)/房間(Nc)/乾淨(VH)/舒暢(VH)
第一次住民宿沒看到老闆娘的... 風景不錯，頂樓可以看到火車，但不至於到吵,0.0,1.0,1.0,0.0,1.0,1.0,第一(Neu)/次(Nf)/住(VCL)/民宿(Nc)/沒(D)/看到(VE)/老闆娘(Na)/的(DE)/... (PERIODCATEGORY)/風景(Na)/不錯(VH)/，(COMMACATEGORY)/頂樓(Nc)/可以(D)/看到(VE)/火車(Na)/，(COMMACATEGORY)/但(Cbb)/不至於(D)/到(P)/吵(VC),第一(Neu)/次(Nf)/住(VCL)/民宿(Nc)/看到(VE)/老闆娘(Na)/風景(Na)/不錯(VH)/頂樓(Nc)/看到(VE)/火車(Na)/到(P)/吵(VC)
兒子的娃娃忘在民宿，感謝熱心親切的闆娘寄回。房間溫馨舒適??,0.0,1.0,0.0,0.0,1.0,0.0,兒子(Na)/的(DE)/娃娃(Na)/忘(VK)/在(P)/民宿(Nc)/，(COMMACATEGORY)/感謝(VK)/熱心(VJ)/親切(VH)/的(DE)/闆娘(Na)/寄回(VD)/。(PERIODCATEGORY)/房間(Nc)/溫馨(VH)/舒適(VH)/?(QUESTIONCATEGORY)/?(QUESTIONCATEGORY),兒子(Na)/娃娃(Na)/忘(VK)/在(P)/民宿(Nc)/感謝(VK)/熱心(VJ)/親切(VH)/闆娘(Na)/寄回(VD)/房間(Nc)/溫馨(VH)/舒適(VH)
老闆親切，房間乾淨，一樓以外的樓層wifi訊號很差,0.0,0.0,0.0,1.0,1.0,1.0,老闆(Na)/親切(VH)/，(COMMACATEGORY)/房間(Nc)/乾淨(VH)/，(COMMACATEGORY)/一樓(Nc)/以外(Ng)/的(DE)/樓層(Na)/wifi(FW)/訊號(Na)/很(Dfa)/差(VH),老闆(Na)/親切(VH)/房間(Nc)/乾淨(VH)/一樓(Nc)/以外(Ng)/樓層(Na)/wifi(FW)/訊號(Na)/差(VH)
老闆人很好 很有家的味道 令人放鬆身心,0.0,0.0,0.0,0.0,1.0,0.0,老闆(Na)/人(Na)/很(Dfa)/好(VH)/ (WHITESPACE)/很(Dfa)/有(V_2)/家(Nc)/的(DE)/味道(Na)/ (WHITESPACE)/令(VL)/人(Na)/放鬆(VHC)/身心(Na),老闆(Na)/人(Na)/好(VH)/有(V_2)/家(Nc)/味道(Na)/令(VL)/人(Na)/放鬆(VHC)/身心(Na)
離市中心很近，老闆的貝殼導覽很專業,0.0,0.0,1.0,0.0,1.0,0.0,離(P)/市中心(Nc)/很(Dfa)/近(VH)/，(COMMACATEGORY)/老闆(Na)/的(DE)/貝殼(Na)/導覽(Nv)/很(Dfa)/專業(VH),離(P)/市中心(Nc)/近(VH)/老闆(Na)/貝殼(Na)/導覽(Nv)/專業(VH)
很現代風格的民宿，建築有得過設計獎，老闆人很親切。,0.0,0.0,0.0,0.0,1.0,1.0,很(Dfa)/現代(VH)/風格(Na)/的(DE)/民宿(Nc)/，(COMMACATEGORY)/建築(Na)/有(V_2)/得(VJ)/過(Di)/設計獎(Na)/，(COMMACATEGORY)/老闆(Na)/人(Na)/很(Dfa)/親切(VH)/。(PERIODCATEGORY),現代(VH)/風格(Na)/民宿(Nc)/建築(Na)/有(V_2)/得(VJ)/設計獎(Na)/老闆(Na)/人(Na)/親切(VH)
很舒適的房間?很親切的老闆?很棒的氛圍?很優的價錢,1.0,1.0,0.0,0.0,1.0,0.0,很(Dfa)/舒適(VH)/的(DE)/房間(Nc)/?(QUESTIONCATEGORY)/很(Dfa)/親切(VH)/的(DE)/老闆(Na)/?(QUESTIONCATEGORY)/很(Dfa)/棒(VH)/的(DE)/氛圍(Na)/?(QUESTIONCATEGORY)/很(Dfa)/優(VH)/的(DE)/價錢(Na),舒適(VH)/房間(Nc)/親切(VH)/老闆(Na)/棒(VH)/氛圍(Na)/優(VH)/價錢(Na)
最佳民宿，欣賞美麗安平港。,0.0,0.0,1.0,0.0,0.0,0.0,最佳(A)/民宿(Nc)/，(COMMACATEGORY)/欣賞(VJ)/美麗(VH)/安平港(Nc)/。(PERIODCATEGORY),最佳(A)/民宿(Nc)/欣賞(VJ)/美麗(VH)/安平港(Nc)
"超值的住宿(雙人湯屋房),店家推薦餐館也很好。雖風華不再，但尚感舒適。",1.0,1.0,0.0,0.0,1.0,0.0,"超值(VH)/的(DE)/住宿(VA)/((PARENTHESISCATEGORY)/雙人(Na)/湯屋房(Nc)/)(PARENTHESISCATEGORY)/,(COMMACATEGORY)/店家(Na)/推薦(VC)/餐館(Nc)/也(D)/很(Dfa)/好(VH)/。(PERIODCATEGORY)/雖(Cbb)/風華(Na)/不再(VH)/，(COMMACATEGORY)/但(Cbb)/尚(D)/感(VK)/舒適(VH)/。(PERIODCATEGORY)",超值(VH)/住宿(VA)/雙人(Na)/湯屋房(Nc)/店家(Na)/推薦(VC)/餐館(Nc)/好(VH)/風華(Na)/不再(VH)/感(VK)/舒適(VH)
地點佳，公共設施良好，接待親切有禮，溫泉池很大還有按摩spa，床很好睡。,0.0,1.0,1.0,0.0,1.0,1.0,地點(Na)/佳(VH)/，(COMMACATEGORY)/公共(A)/設施(Na)/良好(VH)/，(COMMACATEGORY)/接待(VC)/親切(VH)/有禮(VH)/，(COMMACATEGORY)/溫泉池(Na)/很(Dfa)/大(VH)/還(D)/有(V_2)/按摩(VC)/spa(FW)/，(COMMACATEGORY)/床(Na)/很(Dfa)/好(VH)/睡(VA)/。(PERIODCATEGORY),地點(Na)/佳(VH)/公共(A)/設施(Na)/良好(VH)/接待(VC)/親切(VH)/有禮(VH)/溫泉池(Na)/大(VH)/有(V_2)/按摩(VC)/spa(FW)/床(Na)/好(VH)/睡(VA)
家庭經營 服務、裝潢、用品不像企業飯店那樣整齊,0.0,1.0,0.0,1.0,1.0,0.0,家庭(Na)/經營(VC)/ (WHITESPACE)/服務(VC)/、(PAUSECATEGORY)/裝潢(Na)/、(PAUSECATEGORY)/用品(Na)/不(D)/像(P)/企業(Na)/飯店(Nc)/那樣(Dfa)/整齊(VH),家庭(Na)/經營(VC)/服務(VC)/裝潢(Na)/用品(Na)/像(P)/企業(Na)/飯店(Nc)/整齊(VH)
房間空間不大，但乾淨有設計感。房內提供免費點心飲料。距離六合夜市近。,1.0,1.0,1.0,1.0,1.0,0.0,房間(Nc)/空間(Na)/不(D)/大(VH)/，(COMMACATEGORY)/但(Cbb)/乾淨(VH)/有(V_2)/設計感(Na)/。(PERIODCATEGORY)/房(Na)/內(Ncd)/提供(VD)/免費(VH)/點心(Na)/飲料(Na)/。(PERIODCATEGORY)/距離(P)/六合(Nc)/夜市(Nc)/近(VH)/。(PERIODCATEGORY),房間(Nc)/空間(Na)/大(VH)/乾淨(VH)/有(V_2)/設計感(Na)/房(Na)/內(Ncd)/提供(VD)/免費(VH)/點心(Na)/飲料(Na)/距離(P)/六合(Nc)/夜市(Nc)/近(VH)
淋浴的大蓮蓬頭、按摩枕很棒 早餐還不錯，氣氛也很好，桌子低了點 床很容易晃,0.0,1.0,0.0,0.0,1.0,0.0,淋浴(VA)/的(DE)/大(VH)/蓮蓬頭(Na)/、(PAUSECATEGORY)/按摩枕(Na)/很(Dfa)/棒(VH)/ (WHITESPACE)/早餐(Na)/還(Dfa)/不錯(VH)/，(COMMACATEGORY)/氣氛(Na)/也(D)/很(Dfa)/好(VH)/，(COMMACATEGORY)/桌子(Na)/低(VH)/了(Di)/點(Dfb)/ (WHITESPACE)/床(Na)/很(Dfa)/容易(VH)/晃(VC),淋浴(VA)/大(VH)/蓮蓬頭(Na)/按摩枕(Na)/棒(VH)/早餐(Na)/不錯(VH)/氣氛(Na)/好(VH)/桌子(Na)/低(VH)/床(Na)/容易(VH)/晃(VC)
環境乾淨 裝潢設計新穎，空調沒有煙味，cp值高,1.0,1.0,0.0,1.0,0.0,0.0,環境(Na)/乾淨(VH)/ (WHITESPACE)/裝潢(Na)/設計(Na)/新穎(VH)/，(COMMACATEGORY)/空調(Na)/沒有(VJ)/煙味(Na)/，(COMMACATEGORY)/cp值(FW)/高(VH),環境(Na)/乾淨(VH)/裝潢(Na)/設計(Na)/新穎(VH)/空調(Na)/沒有(VJ)/煙味(Na)/cp值(FW)/高(VH)
三星飯店 有浴缸，近中正紀念堂站 雙人床用兩小床拼,0.0,1.0,1.0,0.0,0.0,0.0,三星(Nb)/飯店(Nc)/ (WHITESPACE)/有(V_2)/浴缸(Na)/，(COMMACATEGORY)/近(VH)/中正(Nb)/紀念堂(Nc)/站(Nc)/ (WHITESPACE)/雙人床(Na)/用(P)/兩(Neu)/小(VH)/床(Na)/拼(VC),三星(Nb)/飯店(Nc)/有(V_2)/浴缸(Na)/近(VH)/中正(Nb)/紀念堂(Nc)/站(Nc)/雙人床(Na)/用(P)/兩(Neu)/小(VH)/床(Na)/拼(VC)
設備新穎 空間寬廣 服務人員很棒對親子家庭非常友善下次會推薦親友來入住！,0.0,1.0,0.0,0.0,1.0,0.0,設備(Na)/新穎(VH)/ (WHITESPACE)/空間(Na)/寬廣(VH)/ (WHITESPACE)/服務(VC)/人員(Na)/很(Dfa)/棒(VH)/對(P)/親子(Na)/家庭(Na)/非常(Dfa)/友善(VH)/下(Nes)/次(Nf)/會(D)/推薦(VC)/親友(Na)/來(D)/入住(VCL)/！(EXCLAMATIONCATEGORY),設備(Na)/新穎(VH)/空間(Na)/寬廣(VH)/服務(VC)/人員(Na)/棒(VH)/對(P)/親子(Na)/家庭(Na)/友善(VH)/下(Nes)/次(Nf)/推薦(VC)/親友(Na)/入住(VCL)
房內設施不錯 但晚班櫃臺的那個女的 臉不知道在臭什麼… 問話也愛理不理的,0.0,1.0,0.0,0.0,1.0,0.0,房(Na)/內(Ncd)/設施(Na)/不錯(VH)/ (WHITESPACE)/但(Cbb)/晚班(Na)/櫃臺(Na)/的(DE)/那(Nep)/個(Nf)/女(Na)/的(DE)/ (WHITESPACE)/臉(Na)/不(D)/知道(VK)/在(P)/臭(VH)/什麼(Nep)/…(DASHCATEGORY)/ (WHITESPACE)/問話(Na)/也(D)/愛(VI)/理不理(VJ)/的(T),房(Na)/內(Ncd)/設施(Na)/不錯(VH)/晚班(Na)/櫃臺(Na)/那(Nep)/個(Nf)/女(Na)/臉(Na)/知道(VK)/在(P)/臭(VH)/什麼(Nep)/問話(Na)/愛(VI)/理不理(VJ)
房間及衛浴品質很棒又很乾淨，老闆跟員工都非常親切。,0.0,1.0,0.0,1.0,1.0,0.0,房間(Nc)/及(Caa)/衛浴(Na)/品質(Na)/很(Dfa)/棒(VH)/又(Caa)/很(Dfa)/乾淨(VH)/，(COMMACATEGORY)/老闆(Na)/跟(Caa)/員工(Na)/都(D)/非常(Dfa)/親切(VH)/。(PERIODCATEGORY),房間(Nc)/衛浴(Na)/品質(Na)/棒(VH)/乾淨(VH)/老闆(Na)/員工(Na)/親切(VH)
很優閒美好的文青風民宿，帶小孩也ok. 很多桌遊、書可以玩。,0.0,0.0,0.0,0.0,0.0,1.0,很(Dfa)/優閒(VH)/美好(VH)/的(DE)/文青風(Na)/民宿(Nc)/，(COMMACATEGORY)/帶(VC)/小孩(Na)/也(D)/ok. (FW)/很多(Neqa)/桌遊(Na)/、(PAUSECATEGORY)/書(Na)/可以(D)/玩(VC)/。(PERIODCATEGORY),優閒(VH)/美好(VH)/文青風(Na)/民宿(Nc)/帶(VC)/小孩(Na)/ok. (FW)/很多(Neqa)/桌遊(Na)/書(Na)/玩(VC)
老闆非常風趣而且好聊，青旅的環境也蠻不錯，喜歡一樓的空間和藏書！,0.0,0.0,0.0,0.0,1.0,1.0,老闆(Na)/非常(Dfa)/風趣(VH)/而且(Caa)/好聊(VH)/，(COMMACATEGORY)/青旅(Na)/的(DE)/環境(Na)/也(D)/蠻(Dfa)/不錯(VH)/，(COMMACATEGORY)/喜歡(VK)/一樓(Nc)/的(DE)/空間(Na)/和(Caa)/藏書(Na)/！(EXCLAMATIONCATEGORY),老闆(Na)/風趣(VH)/好聊(VH)/青旅(Na)/環境(Na)/不錯(VH)/喜歡(VK)/一樓(Nc)/空間(Na)/藏書(Na)
CP值高 地點優勢，對面夜市小吃便利 房間尚稱舒適寬廣 洗衣烘衣設備貼心,1.0,1.0,1.0,0.0,0.0,0.0,CP值(FW)/高(VH)/ (WHITESPACE)/地點(Na)/優勢(Na)/，(COMMACATEGORY)/對面(Ncd)/夜市(Nc)/小吃(Na)/便利(VL)/ (WHITESPACE)/房間(Nc)/尚(D)/稱(VG)/舒適(VH)/寬廣(VH)/ (WHITESPACE)/洗衣(VA)/烘衣(VC)/設備(Na)/貼心(VH),CP值(FW)/高(VH)/地點(Na)/優勢(Na)/對面(Ncd)/夜市(Nc)/小吃(Na)/便利(VL)/房間(Nc)/稱(VG)/舒適(VH)/寬廣(VH)/洗衣(VA)/烘衣(VC)/設備(Na)/貼心(VH)
距離小港機場不遠，是出國搭早班飛機前的住宿最佳選擇。,0.0,0.0,1.0,0.0,0.0,0.0,距離(P)/小港(Nc)/機場(Nc)/不遠(D)/，(COMMACATEGORY)/是(SHI)/出國(VA)/搭(VC)/早班(Na)/飛機(Na)/前(Ng)/的(DE)/住宿(Nv)/最佳(A)/選擇(VC)/。(PERIODCATEGORY),距離(P)/小港(Nc)/機場(Nc)/出國(VA)/搭(VC)/早班(Na)/飛機(Na)/前(Ng)/住宿(Nv)/最佳(A)/選擇(VC)
飯店的早餐也很好吃 CP值很高 很推薦,1.0,0.0,0.0,0.0,1.0,0.0,飯店(Nc)/的(DE)/早餐(Na)/也(D)/很(Dfa)/好吃(VH)/ CP(DASHCATEGORY)/值(Na)/很(Dfa)/高(VH)/ (WHITESPACE)/很(Dfa)/推薦(VC),飯店(Nc)/早餐(Na)/好吃(VH)/值(Na)/高(VH)/推薦(VC)
地下是公共空間、接待處、客房廚房和輕食餐廳，免費早餐也在這,1.0,0.0,0.0,0.0,1.0,1.0,地(Na)/下(Ncd)/是(SHI)/公共(A)/空間(Na)/、(PAUSECATEGORY)/接待處(Nc)/、(PAUSECATEGORY)/客房(Nc)/廚房(Nc)/和(Caa)/輕食(Na)/餐廳(Nc)/，(COMMACATEGORY)/免費(VH)/早餐(Na)/也(D)/在(P)/這(Nep),地(Na)/下(Ncd)/公共(A)/空間(Na)/接待處(Nc)/客房(Nc)/廚房(Nc)/輕食(Na)/餐廳(Nc)/免費(VH)/早餐(Na)/在(P)/這(Nep)
地點方便，氣氛很溫馨 晚上去夜遊，剛好天氣很好，景色很美 有機會會再訪,0.0,0.0,1.0,0.0,0.0,0.0,地點(Na)/方便(VH)/，(COMMACATEGORY)/氣氛(Na)/很(Dfa)/溫馨(VH)/ (WHITESPACE)/晚上(Nd)/去(D)/夜遊(VA)/，(COMMACATEGORY)/剛好(Da)/天氣(Na)/很(Dfa)/好(VH)/，(COMMACATEGORY)/景色(Na)/很(Dfa)/美(VH)/ (WHITESPACE)/有(V_2)/機會(Na)/會(D)/再(D)/訪(VC),地點(Na)/方便(VH)/氣氛(Na)/溫馨(VH)/晚上(Nd)/夜遊(VA)/天氣(Na)/好(VH)/景色(Na)/美(VH)/有(V_2)/機會(Na)/訪(VC)
桌遊、電腦、雜誌，隔天十一點退房，二樓室內不可飲食。整體還算滿意~~~,0.0,0.0,0.0,0.0,0.0,1.0,桌遊(Na)/、(PAUSECATEGORY)/電腦(Na)/、(PAUSECATEGORY)/雜誌(Na)/，(COMMACATEGORY)/隔天(Nd)/十一點(Nd)/退房(VA)/，(COMMACATEGORY)/二樓(Nc)/室(Nc)/內(Ncd)/不可(D)/飲食(VA)/。(PERIODCATEGORY)/整體(Na)/還(D)/算(VG)/滿意(VK)/~~~(FW),桌遊(Na)/電腦(Na)/雜誌(Na)/隔天(Nd)/十一點(Nd)/退房(VA)/二樓(Nc)/室(Nc)/內(Ncd)/飲食(VA)/整體(Na)/算(VG)/滿意(VK)
環境整潔、房間的雙人床有加大、睡起來很舒適，老闆娘很熱心、有烤肉場地，值得推薦??,0.0,1.0,0.0,1.0,1.0,1.0,環境(Na)/整潔(VH)/、(PAUSECATEGORY)/房間(Nc)/的(DE)/雙人床(Na)/有(D)/加大(VC)/、(PAUSECATEGORY)/睡起來(VA)/很(Dfa)/舒適(VH)/，(COMMACATEGORY)/老闆娘(Na)/很(Dfa)/熱心(VJ)/、(PAUSECATEGORY)/有(V_2)/烤(VA)/肉(Na)/場地(Na)/，(COMMACATEGORY)/值得(VH)/推薦(VC)/?(QUESTIONCATEGORY)/?(QUESTIONCATEGORY),環境(Na)/整潔(VH)/房間(Nc)/雙人床(Na)/加大(VC)/睡起來(VA)/舒適(VH)/老闆娘(Na)/熱心(VJ)/有(V_2)/烤(VA)/肉(Na)/場地(Na)/值得(VH)/推薦(VC)
老闆人很親切服務又好，早餐超級豐盛 環境超棒超乾淨，又可以烤肉超讚,0.0,0.0,0.0,1.0,1.0,1.0,老闆人(Na)/很(Dfa)/親切(VH)/服務(VC)/又(Caa)/好(VH)/，(COMMACATEGORY)/早餐(Na)/超級(Dfa)/豐盛(VH)/ (WHITESPACE)/環境(Na)/超棒(VH)/超(Dfa)/乾淨(VH)/，(COMMACATEGORY)/又(D)/可以(D)/烤(VC)/肉(Na)/超(Dfa)/讚(VH),老闆人(Na)/親切(VH)/服務(VC)/好(VH)/早餐(Na)/豐盛(VH)/環境(Na)/超棒(VH)/乾淨(VH)/烤(VC)/肉(Na)/讚(VH)
近西門站交通便利，價格便宜，但住宿房間有異味，不大推薦,1.0,0.0,1.0,1.0,0.0,0.0,近(VJ)/西門站(Nc)/交通(Na)/便利(VL)/，(COMMACATEGORY)/價格(Na)/便宜(VH)/，(COMMACATEGORY)/但(Cbb)/住宿(VA)/房間(Nc)/有(V_2)/異味(Na)/，(COMMACATEGORY)/不大(Dfa)/推薦(VC),近(VJ)/西門站(Nc)/交通(Na)/便利(VL)/價格(Na)/便宜(VH)/住宿(VA)/房間(Nc)/有(V_2)/異味(Na)/推薦(VC)
飯店在西門町很方便逛街，服務親切，房價親民，cp值很高,1.0,0.0,1.0,0.0,1.0,0.0,飯店(Nc)/在(P)/西門町(Nc)/很(Dfa)/方便(VH)/逛街(VA)/，(COMMACATEGORY)/服務(VC)/親切(VH)/，(COMMACATEGORY)/房價(Na)/親民(VH)/，(COMMACATEGORY)/cp值(FW)/很(Dfa)/高(VH),飯店(Nc)/在(P)/西門町(Nc)/方便(VH)/逛街(VA)/服務(VC)/親切(VH)/房價(Na)/親民(VH)/cp值(FW)/高(VH)
