X_test,y_test,pre
早餐 好吃 接待 服務 人員 親切 房間 不錯,0.0,0.0
前台 人員 餐廳 員工 服務 棒 房間 樓中樓 棒 主動 升級 6 人 房 房間 2,0.0,0.0
設備 差 浴室 水 出來 吹風機 電 接觸 不良 今天 早餐 好吃 有 水果,0.0,0.0
餐飲 好吃 晚餐 早餐 自助餐 用 廉價 食材 吃 隔壁 全家 便利商店,0.0,0.0
彩繪 有 創意 花園 庭院 美 夕陽 美 房間 寬敞 舒適 服務 親切,0.0,0.0
天母 地區 超棒 便宜 飯店 中餐 晚餐 辦桌 新鮮 好吃 乾淨 明亮 設施 齊全 好 旅館,1.0,1.0
便利 親切 大廳 後面 餐廳 提供 料理 意外 好吃 在 這 種 地方 吃到 新鮮貨,0.0,0.0
舒適 環境 民宿 主人 親切 附 早餐 豐富 好吃,0.0,0.0
櫃台 人員 樂樂 服務 親切 周到 熱心 環境 舒服 交通 方便 離 景點 近 推薦,0.0,0.0
地點 方便 房間 廁所 浴室 乾淨 整潔 提供 小 廚房 簡單 牛奶 吐司 當 早餐 棒,1.0,0.0
景觀 優美 服務 親切 衛浴 無 乾 濕 分離 提供 小 點心 單薄 餐點 五(A) 星 收費 四 星 感受,1.0,0.0
一樓 有 一 間 四 人 房 適合 家庭 有無 障礙 需求 者 使用 有 電梯 到 二樓 以上 樓層,0.0,0.0
昨晚 好友 入住 房間 乾淨 挑高 設計 寬敞 溫馨 原住民 風格 色彩 繽紛,0.0,0.0
優質(A) 旅館 香港 行銷 團隊 經營 旅館 服務 周到 房間 空間 舒適 設備 新穎 裝潢 高雅,0.0,0.0
建議 行動 不便 人 前往 住宿 民宿 內 沒有 一 樓 房間 無 電梯,0.0,0.0
飯店 新 位置 滿分 房間 為 木頭 傢俱 裝潢 有 淡淡 木頭 香 窗戶 旁邊 座位 讚,0.0,0.0
整體 環境 漂亮 來到 歐洲 玫瑰 親子房 內 玩具 溜滑梯 讓 小孩 玩 到 想 離開,0.0,0.0
環境 明亮 整潔 服務 態度 友善 餐點 口味 份量 誠意 十足 遛小孩 好 地方 值得 訪,0.0,0.0
老闆 熱情 管家 服務 好 房間 舒適 大 有 半 露天 浴池 配上 無敵 山景,0.0,0.0
方便 有 些 地點 靠 自己 摸索,0.0,0.0
吃完 走去 烏鬼井 回 民宿 退房,0.0,0.0
浴室 打掃 乾淨 明亮 民宿 主人 親切 早餐 用心 謝謝 推薦,0.0,0.0
有 家 溫暖 有 5星級 飯店 舒適感 有 像 好友 般 熱情 主人 這 家 民宿 棒,0.0,0.0
民宿 景美 房間 設施 老舊 熱水 穩 服務 人員 親切 早餐 自助式(A) 餐點 美味,0.0,0.0
在 永和 竹林路 上 鬧中取靜 方便 好 鄰居,0.0,0.0
老闆 服務 親切 房間 乾淨 舒暢,0.0,1.0
衛浴 設備 不錯 冷氣 空調 舒適 洗衣機 飲水機 茶包 咖啡包 有 提供,0.0,0.0
爸爸 媽媽 逛 當地 北晨 市場 跟 旅行團 一樣 行程 裡面 買 一樣 東西,0.0,0.0
地理 位置 在 捷運 民權西路站 中山 國小 站 中間,0.0,0.0
舒服 乾淨 老闆娘 人 好 棒棒,0.0,1.0
華儀 到 恆春 住 民宿,0.0,0.0
住宿 房間 尚可 有 超大(A) 庭院 環境 清幽 老闆人 親切 附贈 早餐 陽春,0.0,0.0
服務 房間 品質 屬 上乘 餐點 不錯 吃 接待 人員 熱情 親切,0.0,0.0
房間 大 價格 親民 老闆 親切 飲料 好喝 主動 幫忙 美好 感受,1.0,1.0
離 火車站 近 停車 方便 附近 有 7-11 全家 飲料店 阿亮 雞排 重點 老闆 人 好,0.0,0.0
距離 恆春 老街 近 走路 5 分鐘 到達 房間 乾淨 重點 有 電梯,0.0,0.0
空氣 清新 景色 宜人 遠離 城市 喧囂 享受 大自然 寧靜 適合 放鬆 度假,0.0,0.0
不錯 地方 裝潢 美,0.0,0.0
熱忱 待客 陳 老師 賢伉儷 讓 客人 賓至如歸 130 線 上 環境 美 牛奶 森林,0.0,0.0
老闆娘 藝術家 好客 民宿 大 一 棟 充滿 藝術 氣息,0.0,0.0
早餐 普通 床 感覺 塌陷 建議 換新 床墊,0.0,0.0
村長 家 民宿 環境 優美 服務 超讚,0.0,0.0
早餐 豐盛 九宮格 內 9 種 菜餚 有 魚 有 肉 有 蛋 有 菇 有 青菜 飲料 有 鮮奶 咖啡 果汁,0.0,0.0
一等一(A) 浴室 配備 房間 寬敞 設備 齊全 有 沙發 浴缸 爽 冰箱 冰 有 冰水 細節,0.0,0.0
價錢 合理 房間 乾淨 舒適 噓寒問暖 老闆 親切 招呼 機車 新 讚,1.0,1.0
墾丁 美 民宿 房間 美 主人 美 管家 美 風景 美 我 找 到 任何 缺點,0.0,1.0
房間 有 很多 螞蟻 洗澡水 冷 熱 服務 好 設備 不行,0.0,0.0
下午茶 夜點 有 鹹 甜包子 饅頭 茶葉蛋 白飯 肉燥 有 各 式 冷 熱 飲品 供 選擇,0.0,0.0
早餐 除了 那 個 盤子 餐具 老闆娘 自己 做 手作 烘焙 麵包 田園 水果 讚,0.0,0.0
桌菜 份量 很少 好多 露友 說 吃 飽,0.0,0.0
房間 乾淨 宵夜 有 玉米 瘦肉粥 早餐 多樣 有 提供 午餐,0.0,0.0
環境 超好 房間 我 喜歡 早餐 麵包 自製 蔬菜 水果 當地 當 季 超 讚,0.0,1.0
客氣 親切 民宿 主人 4 人 房 房間 空間 舒適 棒 一 次 住宿 經驗,0.0,0.0
營地 氣氛 悠閒 設備 齊全 有 交誼廳 聊天 看 電視 衛浴 空間 乾淨,0.0,0.0
整 間 旅店 以 賽車 為 主題 一般(A) 設施 齊全 酒店 座落 大型(A) 商場 附近 附近 有 遊樂 設施,0.0,0.0
有 藍牙 連接 你 手機 晚餐 部分 空中 花園 民宿 合作 有 派 車 接送 餐 特別 值得 一 試,0.0,0.0
噪音 住宿 雙人房 位於 一樓 內側 聽 到 馬路 車聲 沒有 大 行李 空間 OK,0.0,0.0
設施 不錯 泡麵 點心 咖啡 茶包 有 吹風機 一般(A) 般 床 軟,0.0,0.0
附近 紅線 停 機車 擔心 被 拖吊 給 四 顆 星 原因,0.0,0.0
房間 乾淨 明亮 浴室 有 暖氣 小孩 開心 大人 放鬆,0.0,0.0
老闆娘 人 親切 有 附 早餐 旁邊 有 停車場 附近 有 商場 夜市 晚上 逛逛,1.0,0.0
5 帶 2 大 箱 行李 兩 個 小孩 在 街頭 流浪 臨時 尋覓 住宿 地點,0.0,0.0
老闆 跟 老闆娘 人 好 晚餐 好吃 早餐 豆漿 米漿 老闆 早上 磨 營養,0.0,0.0
價格 平價 五星級 服務,1.0,1.0
民宿 乾淨 有 飲水機 老闆 親切 離 墾丁 大街 不遠 方便,0.0,0.0
早餐 菜色 普通 有 提供 小孩 用餐區 有 DIY 鬆餅 有 特色,0.0,0.0
離 燈會 近 位置 在 小 巷子 裡面 室 內 裝潢 不錯 服務 態度 良好,0.0,0.0
老闆娘 有 介紹 螢火蟲 季節 我們 期待 這 次 生態 旅,0.0,0.0
老闆娘 熱心 親切 去 烏石港 走路 到 旁邊 打卡 景點 山 望 海,0.0,0.0
環境 9 交通 8＊ 服務 9＊ 衛生 設施 9 建議 一 17 今早 味噌湯 口感 酸酸,0.0,0.0
老闆 親切 晚餐 早餐 豐盛 房間 有 冷暖器 床 舒適 贊,0.0,0.0
CP值 高 住宿 靠近 安平區 晚上 安靜,1.0,1.0
位置 好 近 墾丁 大街 方便 對面 海邊 走過去 一 分鐘,0.0,0.0
櫃檯 親切 房間 氣氛 好 床 乾淨 舒適 早餐 麥當勞 來,0.0,0.0
民宿 主人 親切 全 柚木 裝潢 房間 質感 佳 回 三 訪 ㄧ樣 有 品質,0.0,0.0
環境 清悠 房間 乾淨 舒適 老闆 親切 像 自己 家人 值得 推,0.0,0.0
建議 女湯 個人 淋浴 上方 加置 毛巾 置物 架子 卡片 擦乾用 浴巾 怕 濕,0.0,0.0
超值 住宿 雙人 湯屋房 店家 推薦 餐館 好 風華 不再 感 舒適,1.0,0.0
讓 雞肉 升級 活動 氣氛 讓 老少 有事 忙 釣魚,0.0,0.0
地點 好找 停車 方便 住宿 房間 乾淨 衛生 服務 人員 親切 值得 推薦 住宿 飯店,0.0,0.0
空間 大 停車 方便 飯店 有 溫泉 泡腳池 餵魚池 房型 偏(A) 舊型 乾淨,0.0,0.0
地 下 公共(A) 空間 接待處 客房 廚房 輕食 餐廳 免費 早餐 在 這,1.0,1.0
環境 安靜 近 晴光 夜市 小吃 選擇 多 隔音(A) 好 易 受 隔壁 房間 聲音 打擾 睡眠,0.0,0.0
房間 乾淨 隔音(A) 上下 樓層 穿透力 強 我們 住 三樓 清楚 聽到 四樓 和式(A) 方便 聲音,0.0,0.0
環境 新 乾淨 一樓 有 兒童 遊樂區 開放 廚房 有 超級(A) 大 電視,0.0,0.0
迷路 接 我們 服務 超好 房間 乾淨 C P值 高 幫 我們 代購 船票,1.0,0.0
棒 地方 離 夜市 近 房間 溫馨 老闆 客氣 親切 閒聊 推 推 推,0.0,0.0
老闆 親切 名宿 主人 狗狗 跟 我 家 同 名 房間 乾淨 舒服,0.0,0.0
大 草皮 大 窗子 狗狗 開心 環境 設備 好 民宿 主人 應對 好 一切 完美,0.0,0.0
現場 服務 人員 親切 友善 交誼 大廳 大 太空艙 膠囊房 舒適 超 有 特色,0.0,0.0
夜班 櫃檯 專業 解說 用心 有 耐心 跟 我們 介紹 環境 大 乾淨,0.0,0.0
主動 告知 房 內 有 遺落 物品 予 旅客 喇叭 我 東西 寄送,0.0,0.0
民宿 乾淨 舒適 設備 新穎 停車 方便 提供 墾丁大街 接駁 老闆 親切 下 次,0.0,0.0
老闆 人 超 好 超帥 環境 舒服,0.0,0.0
除了 空調 傳來 陣陣 煙味 冷氣 冷 調 溫度 外 我 覺得 住在 這裡 大體 上 舒適,0.0,0.0
客服 速度 快 貼心 有 加贈 中秋 小 禮物 可惜 地方 房間 內 有 很多 螞蟻 隔音(A) 差,0.0,0.0
環境 空間 舒適 渡假 好 地方 有 些 設備 舊 泳池 讚,0.0,0.0
陸客團 住宿 飯店 有 大型 停車場 距離 嘉義 車站 不遠,0.0,0.0
吃 晚餐 早餐 菜色 豐富 口味 宜人,0.0,0.0
房間 裡 浴缸 熱水 熱 跟本 沒辦法 泡澡 浪費 美 浴缸,0.0,0.0
晚上 餓 附近 有 便利商店 滷味 鹹酥雞 買 方便,0.0,0.0
1F 迎賓 大廳 桌面 有 導覽 地圖 旁邊 沙發區 有 提供 24H 免費 咖啡,1.0,1.0
超美 超讚 滿足 女孩 住 城堡 幻想 服務 好 為 旅程 加 滿分,0.0,0.0
在 靠近 自然 環境 地方 有 些 小 動物 活動 痕跡 無可厚非,0.0,0.0
感覺 這 家 民宿 有 提供 輪椅 空間 1樓 有 超大間 廁所 有 如同 大 賣場 大 空間 電梯,0.0,0.0
面對 伯朗大道 田園 山嵐 風景 美 房間 隔音 理想 服務 親切,0.0,0.0
近距離 體驗 台中 多元 文化 越南 料理 好吃 有 很多 小店 走路 到 推薦,0.0,0.0
房間 隔音(A) 效果 好 設施 乾淨 下 次 有 機會 造訪,0.0,0.0
環境 舒適 乾淨 CP值 高 在 交流道 附近 週邊 有 好吃 碗粿 下 次 在 回訪,1.0,1.0
隱藏 在 住家 裡面 咖啡館 有 落地 玻璃 看 外頭 風景 放鬆 飲料 食物 用心,0.0,0.0
房間 棒 地點 好找 停車 方便 房東 親切 好 溝通 推薦 棒 棒棒,0.0,0.0
距離 墾丁 大街 近 吵 裝潢 可愛 浴缸 造型 特殊 深受 孩子 喜歡,0.0,0.0
房間 寬敞 外面 陽臺 有 吊椅 風景 讓 人 放鬆 心情,0.0,0.0
優閒 美好 文青風 民宿 帶 小孩 ok.  很多 桌遊 書 玩,0.0,0.0
冰箱 有 免費 水 飲料 有 提供 咖啡 茶包 餅乾 下 次 住宿,1.0,1.0
房間 風景 好 整體 服務 棒 早餐 選擇 較少 品質 好 冷氣 冷,0.0,0.0
房間 小 環境 乾淨 價格 親民 習慣 雙人床 小,1.0,1.0
設備 客服 早餐 覺得 不行 唯一(A) 優點 房間 乾淨 給 一 顆 星,0.0,0.0
冷气 吵 沒 早餐 聽 一 整 晚 車聲 隔音 差,0.0,0.0
美 五星級 飯店 裝潢 設備 一流 早餐 豐盛 好吃 一切 完美 無瑕 讚,0.0,0.0
懷念 火鍋店 樓下 雞排攤 冰冷 機器人 飯店 如同 逢甲 人潮 冷卻,0.0,0.0
浴缸 有 健身房 三溫暖 游泳池 有 迎賓 水果 礦泉水 小 瓶 可樂 雪碧,0.0,0.0
房間 乾淨 舒適 環境 佳 員工 親切 潛水 教練 專業 幽默,0.0,0.0
老闆娘 親切 服務 周到 民宿 有 五星級 飯店 住宿 品質,0.0,0.0
風景 好 服務 親切 3 人 套餐 700 元 優 建議 人 在 點 2500 桌 菜 划算,1.0,0.0
好 有 提供 宵夜券 罪惡 擔仔麵 麻辣燙(A) 豆花 涼麵 肉包 水果,0.0,0.0
洋樓 建築 室 內 環境 舒適 咖啡 無限 暢飲,1.0,0.0
享受 走路 1 分鐘 到 海灘 感覺 有 優閒 氣氛 地方 老闆 給 人 隨興 感覺,0.0,0.0
4 人 房 房間 空間 大 視野 遼闊 戶外 氣溫 低,0.0,0.0
距離 文化路 夜市 走 10 分鐘 鄰近 有 幾 間 滷味 雞排 不錯,0.0,0.0
第二 房間 裡面 沒有 冰箱 住宿 喝 東西 沒辦法 冰,0.0,0.0
餐廳 位子 有限 站 等 一陣子 有 座位 有 炒 青菜 不錯 吃,0.0,0.0
貼心 服務 溫暖 我們 用心 民宿 環境 乾淨 舒服 有 機會 去 _^,0.0,0.0
老闆 推銷 包車 貴 把 學生 當 肥 羊 隔音(A) 好 蓮蓬頭 水量 大 小,0.0,0.0
乾淨 舒適 服務 親切 有 腳踏車 借 電視 品質 普通 為 衛星 日本 電視,0.0,0.0
貴 民宿 老闆 老闆娘 親切 管家人 不錯,0.0,0.0
早餐 有 我 愛 炒米粉 配上 肉燥 海帶 油豆腐 超對味 服務 人員 態度 親切,0.0,0.0
距離 高雄 車站 捷運 大 交通 系統 10 分鐘 路程 住宿 方便 房價 實惠 旅店,1.0,1.0
老闆 熱情 房間 大 看出去 景色 好 隔音(A) 好 其他 棒,0.0,0.0
12點半 5點半 中班 裡面 服務 好 每 天 有 小菜 吃 水果  棒,0.0,0.0
新 房子 乾淨 整齊 價格 優惠,1.0,1.0
飯店 新 設備 好 工作 人員 態度 親切 服務 好 近 南京 復興站 推薦給 大家,0.0,0.0
飯店 距離 員林 車站 櫃檯 服務 人員 親切 CP值 高 物超所值,1.0,1.0
區 南海 遊客 中心 10多 分 距離 舒服 想 住,0.0,0.0
民宿 主人 好 遇到 他 交付 房費 他 放心 叫 我 寄給 我們 熟識 鄰居,0.0,0.0
裝潢 棒 房子 新 老闆 親切 CP 值 高,1.0,1.0
晚上 入住 時 房間 有 怪 聲音 處理 態度 不佳 店 經理 處理 事情 能力 差,0.0,0.0
東西 老舊 昨天 在 水世界 遇到 那 間 浴缸 壞 暖氣 壞 ktv 雜音,0.0,0.0
連續 假期 入住 優質(A) 民宿 親切 女 主人 豐盛 早餐 溫馨 假期,0.0,0.0
環境 視野 好 用餐 服務 好 房間 設備 好 櫃台 服務 親切,0.0,0.0
這 家 我 在 住 爛 旅館 房間 小 早餐 我 吃 爛,0.0,0.0
房間 舒適 性價比 超 高 服務 好 離 逢甲 商圈 物超所值,1.0,1.0
房子 設計 棒 房間 採光 好 大廳 挑高 氣派 房價 合理 台東 住 民宿,1.0,0.0
品質 好 背包 客房 浴廁 乾濕 有 提供 洗衣機 拖鞋 吹風機 上鎖 櫃子 冷氣,0.0,0.0
