reviews,value,comfort,location,cleanliness,service
"['日月潭', '內', '的', '中低價位', '度假', '飯店', '停車場', '夠', '大', '早餐', '在', '湖', '邊', '森林', '裡面', '吃', '很', '浪漫']",1.0,1.0,0.0,0.0,1.0
"['日月潭', '邊', '風光明媚', '戶外', '座位', '景觀', '好', '餐點', '口味', '佳', '又', '不', '貴', '空間', '舒適']",1.0,1.0,1.0,0.0,1.0
"['舒適', '衛生', '機能性', '佳', '逛', '安平', '吃', '美食', '都', '很', '便利']",0.0,1.0,1.0,1.0,0.0
"['乾淨', '又', '舒服', '的', '民宿', '老闆娘', '很', '親切']",0.0,1.0,0.0,1.0,1.0
"['老闆', '服務', '親切', '房間', '乾淨', '舒暢']",0.0,1.0,0.0,1.0,1.0
"['第一', '次', '住', '民宿', '沒', '看到', '老闆娘', '的', '風景', '不錯', '頂樓', '可以', '看到', '火車', '但', '不至於', '到', '吵']",0.0,1.0,1.0,0.0,0.0
"['兒子', '的', '娃娃', '忘', '在', '民宿', '感謝', '熱心', '親切', '的', '闆娘', '寄回', '房間', '溫馨', '舒適']",0.0,1.0,0.0,0.0,1.0
"['老闆', '親切', '房間', '乾淨', '一樓', '以外', '的', '樓層', 'wifi', '訊號', '很', '差']",0.0,1.0,0.0,1.0,1.0
"['老闆', '人', '很', '好', '很', '有', '家', '的', '味道', '令', '人', '放鬆', '身心']",0.0,0.0,0.0,0.0,1.0
"['離', '市中心', '很', '近', '老闆', '的', '貝殼', '導覽', '很', '專業']",0.0,0.0,1.0,0.0,1.0
"['很', '現代', '風格', '的', '民宿', '建築', '有', '得', '過', '設計獎', '老闆', '人', '很', '親切']",0.0,1.0,0.0,0.0,1.0
"['很', '舒適', '的', '房間', '很', '親切', '的', '老闆', '很', '棒', '的', '氛圍', '很', '優', '的', '價錢']",1.0,1.0,0.0,0.0,1.0
"['最佳', '民宿', '欣賞', '美麗', '安平港']",0.0,0.0,1.0,0.0,0.0
"['超值', '的', '住宿', '雙人湯屋房', '店家', '推薦', '餐館', '也', '很', '好', '雖', '風華', '不再', '但', '尚', '感', '舒適']",1.0,1.0,0.0,0.0,1.0
"['地點', '佳', '公共', '設施', '良好', '接待', '親切', '有禮', '溫泉池', '很', '大', '還', '有', '按摩', 'spa', '床', '很', '好', '睡']",0.0,1.0,1.0,0.0,1.0
"['家庭', '經營', '服務', '裝潢', '用品', '不', '像', '企業', '飯店', '那樣', '整齊']",0.0,1.0,0.0,1.0,1.0
"['房間', '空間', '不', '大', '但', '乾淨', '有', '設計感', '房', '內', '提供', '免費', '點心', '飲料', '距離', '六合', '夜市', '近']",1.0,1.0,1.0,1.0,1.0
"['淋浴', '的', '大', '蓮蓬頭', '按摩枕', '很', '棒', '早餐', '還', '不錯', '氣氛', '也', '很', '好', '桌子', '低', '了', '點', '床', '很', '容易', '晃']",0.0,1.0,0.0,0.0,1.0
"['環境', '乾淨', '裝潢', '設計', '新穎', '空調', '沒有', '煙味', 'cp值', '高']",1.0,1.0,0.0,1.0,0.0
"['三星', '飯店', '有', '浴缸', '近', '中正', '紀念堂', '站', '雙人床', '用', '兩', '小', '床', '拼']",0.0,1.0,1.0,0.0,0.0
"['設備', '新穎', '空間', '寬廣', '服務', '人員', '很', '棒', '對', '親子', '家庭', '非常', '友善', '下', '次', '會', '推薦', '親友', '來', '入住']",0.0,1.0,0.0,0.0,1.0
"['房', '內', '設施', '不錯', '但', '晚班', '櫃臺', '的', '那', '個', '女', '的', '臉', '不', '知道', '在', '臭', '什麼', '問話', '也', '愛', '理', '不理', '的']",0.0,1.0,0.0,0.0,1.0
"['房間', '及', '衛浴', '品質', '很', '棒', '又', '很', '乾淨', '老闆', '跟', '員工', '都', '非常', '親切']",0.0,1.0,0.0,1.0,1.0
"['很', '優閒', '美好', '的', '文青風', '民宿', '帶', '小孩', '也', 'ok', '很多', '桌遊書', '可以', '玩']",0.0,1.0,0.0,0.0,0.0
"['老闆', '非常', '風趣', '而且', '好', '聊', '青旅', '的', '環境', '也', '蠻', '不錯', '喜歡', '一樓', '的', '空間', '和', '藏書']",0.0,1.0,0.0,0.0,1.0
"['CP值', '高', '地點', '優勢', '對面', '夜市', '小吃', '便利', '房間', '尚', '稱', '舒適', '寬廣', '洗衣', '烘衣', '設備', '貼心']",1.0,1.0,1.0,0.0,0.0
"['距離', '小港', '機場', '不遠', '是', '出國', '搭', '早班', '飛機', '前', '的', '住宿', '最佳', '選擇']",0.0,0.0,1.0,0.0,0.0
"['飯店', '的', '早餐', '也', '很', '好吃', 'C', 'P值', '很', '高', '很', '推薦']",1.0,0.0,0.0,0.0,1.0
"['地', '下', '是', '公共', '空間', '接待處', '客房', '廚房', '和', '輕食', '餐廳', '免費', '早餐', '也', '在', '這']",1.0,1.0,0.0,0.0,1.0
"['地點', '方便', '氣氛', '很', '溫馨', '晚上', '去', '夜遊', '剛好', '天氣', '很', '好', '景色', '很', '美', '有', '機會', '會', '再', '訪']",0.0,1.0,1.0,0.0,0.0
"['桌遊', '電腦', '雜誌', '隔天', '十一點', '退房', '二樓', '室', '內', '不可', '飲食', '整體', '還', '算', '滿意']",0.0,1.0,0.0,0.0,0.0
"['環境', '整潔', '房間', '的', '雙人床', '有', '加大', '睡起來', '很', '舒適', '老闆娘', '很', '熱心', '有', '烤', '肉', '場地', '值得', '推薦']",0.0,1.0,0.0,1.0,1.0
"['老闆人', '很', '親切', '服務', '又', '好', '早餐', '超級', '豐盛', '環境', '超棒', '超', '乾淨', '又', '可以', '烤', '肉', '超', '讚']",0.0,1.0,0.0,1.0,1.0
"['近', '西門站', '交通', '便利', '價格', '便宜', '但', '住宿', '房間', '有', '異味', '不大', '推薦']",1.0,0.0,1.0,1.0,0.0
"['飯店', '在', '西門町', '很', '方便', '逛街', '服務', '親切', '房價', '親民', 'cp值', '很', '高']",1.0,0.0,1.0,0.0,1.0
"['訂房', '訂單', '直接', '取消', '接', '電話', '服務', '人員', '不', '負責任', '態度', '差', '爛']",0.0,0.0,0.0,0.0,1.0
"['很', '棒', '的', '地方', '野菜', '烤', '肉', '醃漬', '的', '梅子', '超級', '好玩']",0.0,1.0,0.0,0.0,0.0
"['環境', '很', '優美', '房間', '也', '乾淨', '庭園', '很', '漂亮', '是', '度假', '不錯', '的', '選擇']",0.0,0.0,1.0,1.0,0.0
"['CP', '值', '高', '老闆', '很', '親切', '服務', '週到']",1.0,0.0,0.0,0.0,1.0
"['環境', '安靜', '近', '晴光', '夜市', '小吃', '選擇', '多', '但', '隔音', '不', '好', '易', '受', '隔壁', '房間', '聲音', '打擾', '睡眠']",0.0,1.0,1.0,0.0,0.0
"['停車場', '人員', '才', '說', '上限', '200', '元', '是', '月租', '用戶', '才', '有', '給', '房客', '這', '什麼', '唬爛', '的', '信息']",1.0,0.0,0.0,0.0,1.0
"['早餐', '精緻', '設備', '新穎', '有', '陽台', '浴缸', '很', '棒']",0.0,1.0,0.0,0.0,1.0
"['房間', '只', '有', '一', '盞', '燈', '所以', '燈光', '教', '昏暗', '浴室', '門', '沒有', '附鎖', '上廁所', '洗澡', '都', '有點', '尷尬']",0.0,1.0,0.0,0.0,0.0
"['設備', '齊全', '吹風機', '洗衣機', '都', '有', '地方', '乾淨', '靠近', '車站']",0.0,1.0,1.0,1.0,0.0
"['隔音', '很', '差', '站', '在', '走廊', '更', '明顯', '別人', '在', '做', '什麼', '事', '都', '能', '聽', '的', '一清二楚']",0.0,1.0,0.0,0.0,0.0
"['地點', '好', '房間', '大', '環境', '幽靜', '庭院', '有', '小', '沙坑', '跟', '溜滑梯', '孩子', '很', '愛']",0.0,1.0,1.0,0.0,0.0
"['CP', '質', '高', '爆', '推', '老闆娘', '極品', '海鮮粥', '早餐', '料', '好', '實在', '超', '讚']",1.0,0.0,0.0,0.0,1.0
"['晚上', '9點半', '但', '店家', '仍', '非常', '貼心', '的', '配合', '我', '的', '時間', '協助', '載送', '行李', '到', '機場', '覺得', '服務', '真的', '很', '棒']",0.0,0.0,0.0,0.0,1.0
"['前台', '人員', '及', '餐廳', '員工', '服務', '很', '棒', '房間', '樓中樓', '很', '棒', '主動', '升級', '6', '人', '房', '房間', '2']",0.0,1.0,0.0,0.0,1.0
"['臨近', '八仙山', '風景區', '飯店', '舒適', '服務', '人員', '熱情', '親切', '有', '會議', '場地', '也', '適合', '公司', '舉辦', '活動']",0.0,1.0,1.0,0.0,1.0
"['設施', '多', '適合', '全家', '或', '團體', '出遊', '泡湯', '桌菜', '物美價廉', '工作', '人員', '服務', '態度', '好', '又', '有', '熱忱']",1.0,1.0,0.0,0.0,1.0
"['裡面', '文創風', '擺設', '挺', '棒', '的', '較', '可惜', '的', '是', '一樓', '部分', '面積', '跟', '二樓', '交誼廳', '已經', '出租給', '印度', '餐廳']",0.0,1.0,0.0,0.0,0.0
"['房間', '有', '小', '沙發區', '也', '很', '方便', '房型', '因', '臨時', '入住', '選擇', '只', '有', '雙床房', '下', '次', '台中行', '還', '會', '來', '再', '住']",0.0,1.0,0.0,0.0,0.0
"['整體', '環境', '非常', '漂亮', '彷彿', '來到', '歐洲', '玫瑰', '親子房', '內', '的', '玩具', '和', '溜滑梯', '讓', '小孩', '玩', '到', '不', '想', '離開']",0.0,1.0,0.0,0.0,0.0
"['完美', '的', '住宿', '體驗', '房間', '浴室', '大廳', '戶外', '都', '超', '漂亮', '早餐', '擺盤', '精緻']",0.0,1.0,0.0,0.0,1.0
"['超美', '超讚', '滿足', '女孩', '住', '城堡', '的', '幻想', '服務', '也', '超', '好', '為', '旅程', '加', '滿分', '超推']",0.0,1.0,0.0,0.0,1.0
"['服務', '很', '棒', '室', '內', '裝潢', '很', '有', '特色', '可惜', '浴室', '沒有', '可以', '擺', '盥洗', '用具', '的', '地方']",0.0,1.0,0.0,0.0,1.0
"['櫃臺', '小姐', '很', '親切', '但是', '房間', '煙味', '太', '重', '早餐', '品質', '內容', '不佳', '待', '加強']",0.0,0.0,0.0,1.0,1.0
"['隔音', '可能', '是', '建築', '問題', '隔壁', '或是', '樓上', '聲音', '難免']",0.0,1.0,0.0,0.0,0.0
"['一樓', '有', '一', '間', '四', '人房', '適合', '家庭', '或是', '有無', '障礙', '需求', '者', '使用', '有', '電梯', '可', '到', '二樓', '以上', '樓層']",0.0,1.0,0.0,0.0,0.0
"['空間', '寬敞', '舒適', '裝潢', '精致', '且', '具有', '特色', '房間', '相當', '乾淨', '未來', '有', '機會', '定', '再', '訪']",0.0,1.0,0.0,1.0,0.0
"['態度', '不', '好', '喜宴', '主人家', '出錢', '讓', '客人', '住宿', '卻', '找', '客人', '收錢', '讓', '主人家', '丟臉']",0.0,0.0,0.0,0.0,1.0
"['算', '在', '整', '個', '區域', '內', '的', '中心點', '山莊', '主人', '與', '家人', '都', '很', '親切', '房間', '設備', '簡單', '乾淨']",0.0,1.0,1.0,1.0,1.0
"['老板', '親切', '有禮', '房間', '內部', '功能', '齊全', '值得', '推薦', '的', '一', '家', '民宿', 'cp值', '極', '高']",1.0,1.0,0.0,0.0,1.0
"['四', '人', '房', '還', '不錯', '有', '附', '泡麵', '餅乾', '飲料', '開水池', '坑', '也', '大', '早餐', '是', '老闆娘', '做', '的', '燒餅', '不錯', '吃']",0.0,1.0,0.0,0.0,1.0
"['一', '分', '錢', '一', '分', '貨', '但', '服務', '品質', '跟', '房間', '設施', '沒有', '符合', '飯店', '價錢', '該', '有', '的', '品質']",1.0,1.0,0.0,0.0,1.0
"['CP', '值', '高', '值得', '推薦', '住宿', '的', '礁溪', '溫泉', '會館']",1.0,0.0,0.0,0.0,0.0
"['星期六', '台南', '行程', '吃完', '早餐', '再', '走去']",0.0,0.0,0.0,0.0,0.0
"['吃完', '再', '走去', '烏鬼井', '順道', '回', '民宿', '退房']",0.0,0.0,1.0,0.0,0.0
"['需要', '熱水', '公共區', '也', '有', '飲水機', '嶄新', '的', '浴室', '使用', '起來', '真', '開心']",0.0,1.0,0.0,0.0,0.0
"['住宿費', '不', '高', 'C', 'P', '值', '很', '高', '的', '一', '間', '旅館']",1.0,0.0,0.0,0.0,0.0
"['老闆娘', '服務', '親切', '誠懇', '詢問', '房間', '相關', '問題', '相當', '清楚', '是', '服務', '周到', '的', '好', '民宿']",0.0,0.0,0.0,0.0,1.0
"['買', '咖啡', '蓋子', '根本', '沒', '蓋好', '就', '交給', '客人', '害', '我', '在', '車', '上', '咖啡', '灑滿', '車']",0.0,0.0,0.0,0.0,1.0
"['乾淨', '明亮', '再一次', '來', '出差', '住宿', '感覺', '像', '回到', '自己', '家', '一樣', '舒適']",0.0,1.0,0.0,1.0,0.0
"['地點', '好', '找', '停車', '方便', '住宿', '房間', '乾淨', '衛生', '服務', '人員', '親切', '值得', '推薦', '的', '住宿', '飯店']",0.0,1.0,1.0,1.0,1.0
"['服務', '很', '好', '早餐', '的', '部分', '有', '沙拉區', '熟食區', '麵包區', '稀飯區', '還可以', '自己', '燙', '切仔麵']",0.0,0.0,0.0,0.0,1.0
"['距離', '安平', '古蹟', '景點', '最近', '的', '四星', '飯店', '高貴', '不', '貴', '我們', '家', '住', '面河', '景觀', '房']",1.0,0.0,1.0,0.0,0.0
"['不錯', '的', '環境', '室', '內', '佈置', '很', '特別', '二樓', '還可以', '泡茶', '菜色', 'ok', '食材', '新鮮', '推', '師傅', '現', '做', '的', '手捲']",0.0,1.0,0.0,0.0,1.0
"['的', '甜點', '等', '秋冬', '季節', '會', '有', '日式', '的', '螃蟹', '火鍋', '湯頭', '鮮美', '非常', '推薦', '秋', '冬', '季節', '的', '火鍋']",0.0,0.0,0.0,0.0,1.0
"['在', '宜蘭', '眾多', '無', '菜單', '料理', '中', '餐點', '在', '水準', '之上', '價格', '也', '算', '合理', '店', '內', '與', '庭院', '的', '用餐', '環境', '極', '佳']",1.0,1.0,0.0,0.0,1.0
"['老闆', '幫忙', '訂', '了', '行程', '還', '很', '熱切', '告訴', '我們', '欣賞', '煙火', '的', '位置', '超讚', '的', '停車', '地點', '專業']",0.0,0.0,0.0,0.0,1.0
"['離', '沙灘', '機場', '近', '很', '方便', '老闆', '親切', '房間', '簡單', '乾淨', '舒適', '價錢', '便宜']",1.0,1.0,1.0,1.0,1.0
"['就', '像', '回到', '澎湖', '的', '家', '來', '這', '體會', '慢活', '吧']",0.0,1.0,0.0,0.0,0.0
"['本', '館', '通往', '新館', '的', '通道', '有', '濃厚', '的', '怪味', '房間', '隔音', '不', '是', '很', '好', '早餐', '非常', '一般', '餐廳', '視野', '很', '不錯']",0.0,1.0,1.0,1.0,1.0
"['新館', '舒適', '價格', '已', '家庭房', '3', '人', '1', '小孩', '來', '說', '算', '可以', '還', '有', '浴缸', '可以', '給', '小朋友', '泡澡', '玩水']",1.0,1.0,0.0,0.0,0.0
"['地點', '優良', '比起', '其他', '飯店', '多', '了', '停車場', '優勢', '風景', '很', '好']",0.0,1.0,1.0,0.0,0.0
"['房間', '空間', '大', '環境', '舒適', '老闆', '老闆娘', '人', '不錯', '健談']",0.0,1.0,0.0,0.0,1.0
"['到', '甚麼', '噪音', '有', '提供', '停車位', '在', '民宿', '的', '騎樓', '老闆娘', '會', '非常', '熱情', '地', '來', '指揮', '停車']",0.0,1.0,0.0,0.0,1.0
"['需', '特別', '注意', '這邊', '是', '環保', '旅館', '沒有', '提供', '毛巾', '浴巾', '牙刷', '需要', '自備', '喔', '另外', '也', '沒有', '電梯']",0.0,1.0,0.0,0.0,0.0
"['三樓', '三', '人', '房', '看起來', '是', '頂樓', '加蓋', '不', '是', '很', '想', '花', '這樣', '的', '錢', '入住', '那', '間', '房間']",0.0,1.0,0.0,0.0,0.0
"['環境', '空間', '舒適', '渡假', '的', '好', '地方', '就', '是', '有', '些', '設備', '比較', '舊', '泳池', '超級', '讚']",0.0,1.0,0.0,0.0,0.0
"['人', '多', '包', '棟', '可', '好好玩', '有', '泳池', '桌球', '撞球', '麻將', '還', '可', '唱歌', '烤', '肉', 'SPA', '池', '廚房', '很', '大']",0.0,1.0,0.0,0.0,0.0
"['優質', '旅館', '香港', '行銷', '團隊', '經營', '的', '旅館', '服務', '周到', '房間', '空間', '舒適', '設備', '新穎', '裝潢', '高雅']",0.0,1.0,0.0,0.0,1.0
"['包廂', '桌菜', '採', '預約制', '9900', '起跳', '可以', '調整', '菜色', '重慶', '水煮', '牛', '以及', '鵝肝', '乳豬', '好吃', '極了']",0.0,0.0,0.0,0.0,1.0
"['夜晚', '酒吧', '點', '杯', '調酒', '坐', '在', '天台', '賞', '夜景', '很', '浪漫', '下', '次', '到', '高雄', '會', '再', '住', '這', '家', '飯店']",0.0,1.0,1.0,0.0,0.0
"['大門', '電子', '門禁', '但', '房間', '門', '是', '普通', '鎖']",0.0,1.0,0.0,0.0,0.0
"['整體', '環境', '還', '不錯', '設備', '不', '算', '新穎', '但是', '該', '有', '的', '都', '有', '住在', '四樓', '還', '有', '一', '個', '小小', '的', '電梯']",0.0,1.0,0.0,0.0,0.0
"['房況', '很', '差', '門鎖', '壞', '了', '也', '不', '修好', '被子', '單薄', '又', '舊', '網路', '騙', '很', '大']",0.0,1.0,0.0,0.0,0.0
"['老闆娘', '非常', '親切', '對待', '每', '個', '住宿', '的', '客人', '都', '很', '好']",0.0,0.0,0.0,0.0,1.0
"['新', '房子', '設備', '都', '很', '新', '老闆', '也', '很', '親切']",0.0,1.0,0.0,0.0,1.0
"['澎湖', '設施', '最', '棒', '民宿', '姐姐', '最', '親切', '的', '澎湖', '第一', '首選']",0.0,1.0,0.0,0.0,1.0
"['很', '棒', '的', '住宿', '體驗', 'C', 'P', '值', '高', '空間', '乾淨', '整潔', '床', '很', '舒服', '一樓', '的', '餐點', '也', '營養', '好吃']",1.0,1.0,0.0,1.0,1.0
"['設備', '很', '新', '早餐', '好吃', '四', '人', '房', '偏', '小', '離', '市區', '老街', '很', '近']",0.0,1.0,1.0,0.0,1.0
"['房間', '標準', '咖啡', '好喝', '地點', '方便']",0.0,1.0,1.0,0.0,1.0
"['氣氛', '好', '但', '房間', '稍', '小', '隔音', '差', '浴室', '狹小', '不', '方便']",0.0,1.0,0.0,0.0,0.0
"['木屋', '於', '叢叢', '果樹', '間', '耒', '此', '渡假', '四', '季', '皆', '可', '採', '水果樂']",0.0,1.0,1.0,0.0,0.0
"['很', '神秘', '的', '地方', '地處', '偏遠', '但', '老闆娘', '人', '很', '親切', '也', '因為', '遠離', '塵囂', '才', '能', '親近', '大自然']",0.0,0.0,1.0,0.0,1.0
"['巴里島', '風格', '裝潢', '寬敞', '的', '泡湯', '空間', '可惜', '沒有', '停車場', '夜晚', '清晨', '房間', '溫度', '偏低']",0.0,1.0,0.0,0.0,0.0
"['空間', '舒適', '室', '內', '湯池', '大', '適合', '帶', '小朋友', '的', '家庭', '早餐', '口味', '鹹淡', '適中', '比較', '偏', '中式', '還', '算', '不錯']",0.0,1.0,0.0,0.0,1.0
"['櫃檯', '餐廳', '的', '工作', '人員', '服務', '周到', '設施', '也', '很', '棒']",0.0,1.0,0.0,0.0,1.0
"['很', '熱心', '哦', '又', '是', '重機', '車友', '房間', '非常', '的', '乾淨', '房', '前', '空地', '可', '烤', '肉', '聚餐']",0.0,1.0,0.0,1.0,1.0
"['環境', '很', '好', '也', '不', '吵雜', '對面', '又', '有', '學校', '及', '公園', '價格', '也', '公道']",1.0,1.0,1.0,0.0,0.0
"['舒服', '空氣', '佳', '老闆人', '好', '附近', '鄰居', '也', '很', '親切', '早餐店', '阿姨', '很', '可愛']",0.0,1.0,0.0,0.0,1.0
"['很', '棒', '的', '海邊', '小屋', '很', '棒', '的', '小', '管家', '很', '棒', '的', '環境', '氛圍', '很', '棒', '的', '睡眠', '品質', '很', '棒', '的', '創作', '地點']",0.0,1.0,1.0,0.0,1.0
"['旁邊', '就', '是', '全家', '便利商店', '晚上', '要', '找', '食物', '飲料', '很', '方便']",0.0,0.0,1.0,0.0,0.0
"['吵', '房', '內', '有', '保險箱', '晾', '毛巾架', '蠻', '方便', '的', '有', '小', '廚房', '交誼廳']",0.0,1.0,0.0,0.0,0.0
"['宜蘭', '羅東', '過夜', '的話', '這', '家', '絕對', '是', '首選', '離', '夜市', '近', '停車', '方便', '環境', '舒適', '老闆娘', '又', '親切']",0.0,1.0,1.0,0.0,1.0
"['佩佩', '豬', '溜滑梯', '房型', '內', '有', '豐富', '的', '玩具', '跟', '佈置', '我', '小', '女兒', '驚嘆', '連連']",0.0,1.0,0.0,0.0,0.0
"['房間', '乾淨', '口愛', '超級', '適合', '小朋友', '離', '夜市', '超級', '近', '逛街', '吃', '美食', '一點', '都', '不', '累']",0.0,0.0,1.0,1.0,0.0
"['很', '貼心', '服務', '超級', '棒', '的', '飯店', '地點', '也', '很', '近', '文化', '夜市', '來', '嘉義', '的', '朋友', '超級', '推薦', '這', '家', '飯店']",0.0,0.0,1.0,0.0,1.0
"['擁有', '好吃', '的', '早餐', '明亮', '的', '大廳', '便利', '提供', '自行車', '的', '服務', '但', '房間', '缺少', '椅子', '及', '桌子', '建議', '增加']",0.0,1.0,0.0,0.0,1.0
"['地下室', '提供', '收費', '300', '晚', '平面', '停車位', '但', '從', '一樓', '汽車', '要', '搭', '電梯', '下去']",0.0,1.0,0.0,0.0,0.0
"['飯店', '很', '新', '位置', '滿分', '房間', '多', '為', '木頭', '傢俱', '和', '裝潢', '有', '淡淡', '的', '木頭', '香', '窗戶', '旁邊', '的', '座位', '很', '讚']",0.0,1.0,1.0,0.0,0.0
"['可以', '近距離', '體驗', '台中', '多元', '文化', '越南', '料理', '好吃', '還', '有', '很多', '小店', '走路', '就', '會', '到', '很', '推薦']",0.0,1.0,1.0,0.0,1.0
"['老闆', '用心', '環境', '乾淨', '寵物', '有善', '旅館', 'CP值', '高']",1.0,1.0,0.0,1.0,1.0
"['一', '進', '房', '滅', '了', '六七', '隻', '蜘蛛', '和', '一', '隻', '小強', '房間', '內', '沒', '訊號', '也', '沒', 'wifi']",0.0,1.0,0.0,1.0,0.0
"['老闆人', '超級', '好', '貓咪', '也', '超', '可愛', '超', '親人', '重點', '價格', '便宜', 'CP值', '又', '高', '推', '推推']",1.0,1.0,0.0,0.0,1.0
"['房間', '堜啡', '茶包', '飲料', '礦泉水', '都', '有', '可惜', '沒有', '餐廳', '可', '享用', '熱熱', '的', '早餐', '都', '是', '外', '送', '早餐']",0.0,1.0,0.0,0.0,1.0
"['親子房', '有', '和室', '浴室', '有', '浴缸', '乾', '濕', '分離', '很', '適合', '攜帶', '孩子', '們', '的', '家庭']",0.0,1.0,0.0,0.0,0.0
"['價格', '親民', '設施', '不會', '老舊', '感覺', '不錯', '門口', '一', '進來', '還', '送', '冬瓜', '青茶', '一', '杯']",1.0,1.0,0.0,0.0,1.0
"['酒店', '房間', '空間', '大', '設備', '新穎', '而且', '裡面', '乾淨', '浴室', '浴缸', '很', '大', '適合', '放鬆', '心情']",0.0,1.0,0.0,1.0,0.0
"['四', '人', '房', '很', '適合', '親子', '房間', '很', '大', '還', '有', '陽台', '老闆', '人', '超', '好', '還', '借', '我', '電鍋', '加熱', '寶寶', '副食品']",0.0,1.0,0.0,0.0,1.0
"['環境', '乾淨', '又', '舒適', '窗', '外', '能', '看到', '龜山島', '風景', '美']",0.0,1.0,1.0,1.0,0.0
"['也', '是', '很', '熱心', '的', '傳', '一', '堆', '美食', '介紹給', '我們', '真的', '是', '一', '個', '很', '棒', '很', '貼心', '的', '民宿', '喔']",0.0,0.0,0.0,0.0,1.0
"['老闆', '很', '熱情', '管家', '服務', '很', '好', '房間', '舒適', '又', '大', '還', '有', '半', '露天', '浴池', '配上', '無敵', '山景']",0.0,1.0,1.0,0.0,1.0
"['房型', '是', '閣樓', '說', '實在', '跟', '網站', '看', '的', '照片', '有', '落差', '房價', '2500', '很', '不', '成', '正比']",1.0,1.0,0.0,0.0,0.0
"['泡湯池', '很', '大', '有', '景觀', '天氣', '好', '時', '可', '看到', '龜山島']",0.0,1.0,1.0,0.0,0.0
"['空調', '室內机', '漏水', '房間', '不', '太', '乾淨']",0.0,1.0,0.0,1.0,0.0
"['老', '飯店', '什麼', '都', '老', '日式', '踏踏', '米房', '隔音', '效果', '不', '好', '溫泉池', '泡', '起來', '很', '舒服']",0.0,1.0,0.0,0.0,0.0
"['視野', '好', '觀星', '不錯', '價格', '親民', '設施', '普通', '不如', '山', '下', '新', '民宿']",1.0,1.0,1.0,0.0,0.0
"['歷史', '悠久', '的', '日式', '溫泉', '泡完', '湯', '可', '坐', '露天', '位置', '放空', '或', '三五', '好友', '聊天', '泡茶', '很', '特別', '的', '溫泉']",0.0,1.0,0.0,0.0,0.0
"['網路', '訂房', '雙人', '加大房', '2160', '含', '早餐', 'CP', '值', '很', '棒', '了']",1.0,0.0,0.0,0.0,0.0
"['房間', '採光', '佳', '老闆', '人', '很', '好', '周圍', '環境', '寧靜', '但', '離', '市區', '不遠', '附近', '就', '是', '公益路', '美食', '多']",0.0,1.0,1.0,0.0,1.0
"['員工', '親切', '價位', '尚可', '浴室', '設備', '稍', '舊', '但', '還', '算', '整潔', '地點', '不錯', '附近', '有', '公車站']",1.0,1.0,1.0,1.0,1.0
"['全新', '民宿', '老闆', '老闆娘', '人', '超級', '棒', '房間', '空間', '大', '多樣化', '早餐', '超', '豐盛']",0.0,1.0,0.0,0.0,1.0
"['非常', '適合', '旅遊', '渡假', '年輕', '朋友', '烤', '肉', '聯誼', '家族', '團聚', '老人', '小孩', '皆大歡喜', '還', '有', '豐富', '養生', '早餐']",0.0,1.0,0.0,0.0,1.0
"['家', '位置', '離', '梅花湖', '近', '可以', '騎', '腳踏車', '民宿', '有', '提供', '好', '騎', '的', '車子', '前往']",0.0,1.0,1.0,0.0,0.0
"['房間', '舒適性', '價比', '超', '高', '服務', '好', '離', '逢甲', '商圈', '近', '物超所值']",0.0,1.0,1.0,0.0,1.0
"['床', '看起來', '髒髒', '的', '枕頭', '上', '有', '頭髮', '感覺', '沒有', '清理', '過', '各', '種', '過敏', '而且', '隔音', '不', '好', '不會', '二', '訪']",0.0,1.0,0.0,1.0,0.0
"['一', '進', '屋', '都', '是', '煙味', '連', '棉被', '都', '有', '煙味', '一早', '樓上', '洗衣', '滴水', '到', '冷氣', '吵到', '醒來']",0.0,1.0,0.0,1.0,0.0
"['每', '個', '房間', '都', '有', '個', '主題', '裝潢', '擺設', '都', '不', '一樣', '親子房', '還', '有', '溜滑梯', '有', '車子', '造型', '蠻', '療癒']",0.0,1.0,0.0,0.0,0.0
"['四', '人', '房', '很', '大', '整潔', '乾淨', '有', '提供', '嬰兒', '澡盆', '還', '有', '電梯', '服務', '親切', '但', '隔音', '早餐', '不', '太', '好']",0.0,1.0,0.0,1.0,1.0
"['cp值', '滿', '高', '的', '一', '家', '民宿', '雙人房', '空間', '寬敞', '浴室', '是', '乾', '濕', '分離', '的', '就', '推推']",1.0,1.0,0.0,0.0,0.0
"['有', '麻將桌', '跟', 'KTV', '跟', '大', '電視', '而且', '設備', '很', '新', '非常', '適合', '包', '棟', '的', '房客', '使用']",0.0,1.0,0.0,0.0,0.0
"['環境', '很', '新', '很', '乾淨', '一樓', '有', '兒童', '遊樂區', '開放', '廚房', '還', '有', '超級', '大', '電視']",0.0,1.0,0.0,1.0,0.0
"['花蓮', '遊', '強力', '推薦', '東', '之', '旅', '民宿', '老闆娘', '婆婆', '服務', '周到', '一級棒']",0.0,0.0,0.0,0.0,1.0
"['環境', '優美', '適合', '放鬆', '房東人', 'nice']",0.0,1.0,0.0,0.0,1.0
"['透天', '裡', '的', '小', '套房', '下雨車', '可以', '停', '室', '內']",0.0,1.0,0.0,0.0,0.0
"['溫馨', '的', '小', '地方', '好', '停車', '住起來', '很', '舒適']",0.0,1.0,0.0,0.0,0.0
