reviews,value,comfort,location,cleanliness,service
"精品商務旅館 旅人的家 充滿心意及設計的地方 （港墘&文德捷運站中間，交通方便）	",0,1,1,0,0
"新開幕。房型空間大。床枕棉被好睡。早餐吧簡潔，熟食種類略少。	",0,1,0,0,1
"很棒的住宿，房間裡的浴室格局很讚！吹風機是用過最好用的。裝潢美	",0,1,0,0,0
"服務好，有人情味，在房間可直接看到海景，早餐豐富，位置離海洋公園頗近。	",0,0,1,0,1
"有乾濕分離，但吹風機較陽春，如果是長頭髮的女生，建議還是帶自己的吹風機。	",0,1,0,0,0
"老闆娘客氣健談, 房間大, 早餐豐盛, 兩人房廁所有排風設備會更理想!	",0,1,0,0,1
"親子設施很不錯，附近景點很多，令人放鬆的環境。	",0,1,1,0,0
"房子很美 整個空間很舒服 全家都住的很開心 服務也很好 推推推	",0,1,0,0,0
"空氣清新∼景色宜人∼ 遠離城市喧囂∼享受大自然寧靜∼ 適合放鬆度假∼	",0,1,1,0,0
".稍偏遠但環境清幽 .房間大且設備齊全 .早餐以民宿來說相當豐富	",0,1,1,0,1
"三樓的四人房，很大，有獨立客廳 風景很好，早餐是用早餐籃裝，可以提回房享用	",0,1,1,0,1
"輕鬆自在，老闆客氣，環境乾淨，地中海希臘風格	",0,1,0,1,1
"洗衣機，一樓還有專區介紹基隆在地文化品牌和產品，可以得到最在地的資訊。	",0,1,0,0,0
"就使用共享廚房製作簡單早餐，晚餐因防疫期間我們也會外帶夜市美食或外送於旅店享用。	",0,1,0,0,0
"室內環境充滿設計感，牆面上皆有藝術家的畫作展出，很像置身於藝廊一樣。	",0,1,0,0,0
"老闆親切，老闆娘手作早餐好吃，設施環境清潔，距羅東夜市僅10分鐘。	",0,0,1,1,1
"環境乾淨整潔，床睡起來舒服，浴室是乾濕分離真的超級棒，整體CP值高。	",1,1,0,1,0
"但不建議行動不便的人前往住宿，因為民宿內沒有一樓房間也無電梯。	",0,1,0,0,0
"價格親民公道，房間乾淨，有兩人，六人房，很適合親子，家庭旅遊，老闆也很阿莎力。	",1,1,0,1,1
"6人房很舒適空間很大， 一樓就有飲水機冰箱，很方便。	",0,1,0,0,0
"房間隔音差，房間沒有可掛衣服的衣架，服務好，小幫手很熱心	",0,1,0,0,1
"墾丁最美的民宿，房間美.主人美.管家美.風景也美 我找不到任何缺點！！！！	",0,1,1,0,1
"泳池周邊人潮少．建築也帶些希臘和日式風格．	",0,1,0,0,0
"是個處處感受到老闆用心細節的旅店，非常推薦想渡假的人∼	",0,0,0,0,1
房間空間大，但沐浴用品的份量稍嫌不足，早餐美味氣氛好，旅店的溜滑梯真的好玩??,0,1,0,0,1
"晚上夜景也很漂亮 餐廳晚餐有自費蔬食火鍋（沒肉唷），量多少吃不完！	",0,0,1,0,1
"很有特色的一個民宿 裡面很多家具物品 都是民宿主人親手製作的	",0,1,0,0,0
"房間乾淨整潔，老闆娘待人親切，棉被很暖和，床很舒服，睡得很好，很放鬆的地方。	",0,1,0,1,1
"環境清幽有品味，可以放鬆身心靈的地方，民宿女主人的手沖咖啡超讚	",0,1,0,0,1
"，品質遠遠超越六星級飯店.......這將是我往後南投之旅住宿首選地點！	",0,0,0,0,0
"離溪頭森林教育園區很近，民宿很乾淨也很漂亮，老闆娘很親切	",0,1,1,1,1
"住宿簡樸，但是有人文溫度與簡單自然的地方，老闆熱心介紹木屋過往的一切	",0,1,0,0,1
"民宿老闆娘超級親切，有回到媽媽家的感覺，價格合理，房間都超乾淨的，值得大推的民宿	",1,0,0,1,1
"雅房一晚1200 有附早餐 環境很乾淨 有停車場 老闆老闆娘很親切	",1,1,0,1,1
"老闆服務很棒人也很親切，房內的環境舒適且設備齊全，若真要說缺點，就是離市區遠了些	",0,1,1,0,1
"在隔壁走路就到!!這點無庸置疑~ 結論:就是一間讓你住宿飯店	",0,0,1,0,0
"服務態度待加強 今天booking訂房 明天前要付訂金8成！	",0,0,0,0,1
"超棒喔 環境乾淨清潔 寵物友善 旁邊還有沙灘可以看夜景星星	",0,1,1,1,0
"左奶奶人非常好，住宿早餐有土司果醬，晚餐搭伙也只要80元喔	",1,0,0,0,1
"民宿很乾淨 收費很親民 主人很熱心 狗狗非常熱情	",1,0,0,1,1
"商務旅行住宿很棒，櫃臺接待人員服務態度很棒，房間設備良好，早餐自助餐食物豐盛	",0,1,0,0,1
"有麵包、起司、冷盤、熟食、飯、粥、麵、包子饅頭類及甜點。	",0,0,0,0,1
"飯店位置在花蓮火車站前，屬於文青商旅，喜歡此風格的朋友也可以考慮入住	",0,1,1,0,0
"裝潢簡單冷氣強，房間舒適枕頭棒；服務人員很親切，看煙火首選這一房	",0,1,1,0,1
"櫃台人員樂樂等服務親切，周到，熱心，環境舒服，交通方便，離景點近。極力推薦	",0,1,1,0,1
"感覺這家民宿有提供輪椅空間，因為1樓有超大間的廁所、還有如同大賣場的大空間電梯。	",0,1,0,0,0
"地點很好市中心，房間乾淨，但 四人房置物空間不夠，東西只能放地上。	",0,1,1,1,0
"爛死了.全澎湖的飯店倒光了也不會去住這家	",0,0,0,0,0
"地點好，交通方便，附近小吃餐廳多，床單超舒服	",0,1,1,0,0
"管家很親切，室內空調有點暗，枕頭跟床偏硬，地點不錯，可停車	",0,1,1,0,1
"闆娘人很好 早餐是與附近的早餐店合作 美中不足的地方是電視沒有第四台	",0,1,0,0,1
"CP值高的住宿，靠近安平區，晚上很安靜	",1,1,1,0,0
"很棒的地方，安靜放鬆 民宿老闆娘很親切，還有早餐呢！真的超棒	",0,1,0,0,1
少女心民宿客廳寬敞裝潢可愛舒適有內容主題民宿好友們可以來此體驗住宿??,0,1,0,0,0
"位置不錯，離車站近，房間設備雖不是很新，但空間很大，價格實惠！	",1,1,1,0,0
"老闆人很熱情，會介紹當地有什麼地方可以去 下次來花蓮還會再訂這間^0^大推	",0,0,0,0,1
"不太好，蓮蓬頭的水很強，熱水很夠，房價很便宜，很適合追求平價的人住宿	",1,1,0,0,0
"房間內的煮飯遊戲組有螞蟻，3樓的洗手台非常迷你，其餘都還不錯~	",0,1,0,1,0
"水等，停車也方便，離夜市開車10鐘左右而已，外送熊貓也叫得到喔！	",0,1,1,0,0
"服務人員很親切，房間也很大，廁所浴缸很滿意，停車的地方很棒	",0,1,0,0,1
"房內按摩椅只有震動功能，馬桶和房間沒有隔間或拉門，淋浴時，水忽冷忽熱。	",0,1,0,0,0
"設備差，浴室水會出來，吹風機電接觸不良，不過今天的早餐很好吃還有水果！	",0,1,0,0,1
"很無聊、很自然，放空 放鬆 放假的好地方! 無肉的早餐料理很用心，很好吃 。	",0,1,0,0,1
"有些美景，無法以照片分享，只能實地到空間感受這裡的美 好 與舒適	",0,1,1,0,0
"值得一再造訪的好地方， 溫馨早餐時光，享受柔柔海風，夜晚在蛙鳴，蟲鳴聲中入睡	",0,1,0,0,1
"房間大又乾凈，早餐超豐富，民宿視野佳，晚上觀星好地方，老闆超親切!	",0,1,1,1,1
",設備簡漏，熱水不熱，盥洗用具不足，飯店收費，旅社品質	",1,1,0,0,0
"待人親切，餐點還行，管家貼心還會詢問客人是否吃的飽，衛浴空間能夠提升就很棒。	",0,1,0,0,1
"房間乾淨又舒適 老闆老闆娘人超好又熱情 很溫暖充滿人情味的一間民宿！	",0,1,0,1,1
"舊式建築改裝，風格簡單舒適，老闆老闆娘有屏東人的熱情親切，值得向大家推薦。	",0,1,0,0,1
"老闆非常熱情，提供許多美食資訊和遊玩景點，值得再訪。??'	",0,0,0,0,1
"房間乾淨衛生，二樓有免費泡麵跟咖啡汽水，服務親切還可以兌換調酒非常棒！	",1,0,0,1,1
"建議白天玩完各景點海灘後，黃昏進會館， 車子可停於懇丁青年活動中心，較省錢。	",0,0,0,0,0
"CP值相當高的的住宿旅旅店 就在墾丁大街上 環境相當的好 還有提供泡麵零食及飲料	",1,0,1,0,1
"房間寢具乾淨 可惜共用廁所較不便	",0,1,0,1,0
"人間仙境，山嵐圍繞。老闆待人客氣，親切。	",0,0,1,0,1
"乾淨，親切。服務態度優。	",0,0,0,1,1
"離埔里市區交流道不遠 房間大，床好睡，熱水壓也足夠 櫃檯服務態度親切	",0,1,1,0,1
"浴室地板有水很容易滑倒，有小孩隨行的旅客要多注意。浴室電視不能看，暖氣無功能。	",0,1,0,1,0
"環境優雅，生菜沙拉、飲料餐點美味可口，可住宿，但是週六日才開放點餐。	",0,1,0,0,1
"老闆人超好，推薦很多在地景點 住一樓六人房房間很棒很舒服	",0,1,0,0,1
"民宿很乾淨還有飲水機 老闆也很親切 離墾丁大街也不遠非常方便！	",0,1,1,1,1
"房間的隔音效果非常好，設施也都很乾淨，下次有機會會再造訪~	",0,1,0,1,0
"，泡杯咖啡或茶，悠閒看一下書籍雜誌。頂樓則有兒童遊戲室和健身室。	",0,1,0,0,0
"地點位置不錯，在北車附近走路就可以到，房間小了些，櫃台服務親切∼	",0,1,1,0,1
"也有簡單的小孩遊戲區， 還有免費糖果餅乾飲料真的超貼心。	",1,1,0,0,1
"餐點的部分可以感受到用心製作料理，但份量和菜色不夠實惠。	",1,0,0,0,1
"食材新鮮不會重口味不油膩，好吃！竹筍包超好吃！小孩吵著要外帶冷凍回家吃！	",0,0,0,0,1
"無菜單料理 老闆好豪氣大方 份量足夠 還打包自製樹薯包回民宿當宵夜 ??'	",1,0,0,0,1
"很棒的草皮，浴室廁所設備完善，環境很棒	",0,1,0,0,0
"舒服乾淨漂亮的露營區?????????'	",0,1,0,1,0
"有浴缸，環境不錯，孩子喜歡！只是早餐的菜好幾樣都是辣的，孩子不吃辣><	",0,1,0,0,1
"交通很方便， 外面有第一飯店，位於巷弄內， 公園旁邊。	",0,0,1,0,0
"鬼屋 跟照片不符 廁所看起來很不衛生	",0,1,0,1,0
"礁溪地區特色民宿，德國先生、台灣老婆人很親切菜色很衛生，房間很有特色！	",0,1,0,1,1
"德國豬腳印象，非常建議來住宿一定要預訂晚餐嚐嚐德裔主廚老闆的好手藝。	",0,0,0,0,1
"很適合放鬆心情，享受美食的地方 主人很用心佈置 是個可以感受品質的地方	",0,1,0,0,1
房間很棒，就在東海商圈裡頭，隔壁住的女生太熱情有點吵之外其他都很好  ,0,1,1,0,0
"老闆很用心，還貼心準備水果及零食飲料，房間數多也很乾淨，是下次還想回訪的民宿。	",0,1,0,1,1
"老闆人很親切，很熱情招待 有機會去宜蘭還會想再去住	",0,0,0,0,1
"乾淨舒適，床很大，雙人床睡三人都沒問題	",0,1,0,1,0
"房間乾淨舒適，隔音很好，服務人員態度專業，餐廳整體規劃良好，早餐內容豐富。	",0,1,0,1,1
"1F是迎賓大廳，桌面有導覽地圖，旁邊的沙發區有提供24H免費的咖啡?	",1,1,0,0,1
櫃檯人員親切，附近有廟東夜市美食很多也可以去騎腳踏車，很棒的飯店       ,0,0,1,0,1
"民宿老闆娘很熱情，環境清幽，房間舒適，小小貓互動良好，小狗斑斑也會照顧旅客。	",0,1,0,0,1
"早餐簡單的南瓜粥配上青菜、鹹饅頭，簡單但是美味。	",0,0,0,0,1
"小朋友很愛的民宿的狗狗與貓咪，很棒的地方！	",0,1,0,0,0
"舒適的環境 民宿主人很親切 附的早餐豐富好吃	",0,1,0,0,1
"老闆娘人美心也美， 服務周到	",0,0,0,0,1
"老闆老闆娘親切熱情，裝潢溫馨，推薦	",0,1,0,0,1
"主人輕聲細語、態度親切，房間裡有電視、冷氣、矮桌、坐椅、衣架等等設施，臥鋪舒適	",0,1,0,0,1
"很有人情味的老闆，富有新意及設計感的裝潢，住起來很舒服，離車站很近，很滿意。	",0,1,1,0,1
"民宿的位置很靠近火車站不難找 一進民宿就覺得很美, 有花牆很適合打卡:D	",0,1,1,0,0
"房子雖然舊一點，但是房間空間還算大，且還滿平價，當天入住3人給三張雙人床，太棒了	",1,1,0,0,1
"老闆娘親切有禮，地點還算不錯，不過路就小條一點，有含停車位，一樓房間略為濕氣較重	",0,1,1,0,1
"交通停車方便。離夜市近，巷弄安靜，價格實惠，已住過不下10次了。	",1,1,1,0,0
"禁菸房還是有菸味，房間設備偏舊，停車場位置很少，需要留鑰匙讓館方移車	",0,1,0,1,0
"停車方便，夜市旁邊覓食容易，早餐簡單，電視頻道沒有GoodTV	",0,1,1,0,1
"隔音爆炸爛，晚上11點還聽到大人孩子喧嘩聲。	",0,1,0,0,0
"景觀美，房間舒適寬敞，裝潢美，服務佳，早餐美味，非常推	",0,1,1,0,1
"沒想到飯店業者有翻新！很棒 比汽車旅館便宜，比台北市飯店便宜空間又大。	",1,1,0,0,0
"夜景美氣氛好 浴室還有電視 還有特殊設備	",0,1,1,0,0
"寢具、家具頗有歷史；早餐地瓜粥一鍋配豆腐乳；還算能接受！	",0,1,0,0,1
"很棒的住宿體驗，感謝老闆招待金山地瓜與地瓜葉，空間超大，大人小孩都很開心、放鬆。	",0,1,0,0,1
"自然溫馨 適合全家或團體旅游的好去處 內有自然溫泉 也露天可仰望星空的景觀台	",0,1,0,0,0
"好山好水地方，民宿主人與工作人員服務一級棒，值得再次造訪。	",0,0,1,0,1
"可以請響導到栗松溫泉-全台最美野溪。超讚!! 不過要注意的是房間沒有wifi喔~	",0,1,0,0,0
"環境清淨與設備齊全的住宿旅館。	",0,1,0,0,0
"房間很乾淨 廁所也很乾淨 CP值高	",1,0,0,1,0
"環境乾淨 東西超好下酒	",0,0,0,1,1
"隔音很差有很多吵雜聲，不過還蠻便宜的	",1,1,0,0,0
"房間環境、價位CP值、地點交通方便度等等都非常好，適合想在台北都市泡湯住宿的人	",1,1,1,0,0
"飯店很新，設備很好，工作人員態度親切服務好，近南京復興站，推薦給大家！	",0,1,1,0,1
"在大台北市區可以有時間久房間又很棒的溫泉湯屋，真的很棒，價格又很美麗呢。	",1,1,1,0,0
"房間頗大，價格親民，老闆親切，飲料好喝，主動幫忙，美好感受！	",1,1,0,0,1
"2次入住了，乾淨簡約的地方，交通也方便，老闆人很好喔。	",0,0,1,1,1
"透過家人介紹第一次入住二晚~ 民宿老闆很客氣！	",0,0,0,0,1
鐵捲門、還遺失房客資料打電話來房間問??我覺得指導的人也要負很大的責任,0,0,0,0,1
"一下樓就可以逛夜市，房間安靜床睡得舒服，浴室有浴缸，早餐中西式多樣有牛奶。	",0,1,1,0,1
"飯店樓下就是逢甲夜市位置超棒!自助式早餐菜色多	",0,0,1,0,1
"櫃檯人員服務很好態度很親切，可是大廳冷氣都不涼，看到櫃檯員要吹電風扇很心疼	",0,1,0,0,1
"面對伯朗大道，田園山嵐風景超美，房間隔音不理想，但服務親切	",0,1,1,0,1
"老闆熱情 老闆娘料理手藝讚 環境幽美 有家的感覺	",0,1,0,0,1
"房東媽媽友善熱情，會準備很豐盛美味的早餐，有問題都會熱心回答介紹。	",0,0,0,0,1
咖啡吧台很漂亮 我們住樓中樓也很棒 外面陽台很大景色也很棒???? 推薦,0,1,1,0,0
"房務做的很棒，每個房間戶外也有浴缸，有現場DIY，跟午茶服務，很雅致的飯店	",0,1,0,0,1
"服務品質好，安排彩繪，烤餅乾等免付費活動，小孩去也不會無聊，晚餐合菜也很好吃	",0,1,0,0,1
"對面的金台灣山莊中餐廳也不錯吃，價格合理，有桌菜適合親子或是家庭旅遊。	",0,0,1,0,0
"房子很乾淨 住起來很舒服 民宿外面有漂亮的風景 老闆跟闆娘服務很棒	",0,1,1,1,1
"包木屋很舒服！提供的早餐還好，建議去東河買包子吃∼	",0,1,0,0,1
"環境乾淨舒適，美麗整潔的花園，無敵的海景，還有熱情的管家。是我住過最好的民宿!??'	",0,1,1,1,1
"連續假期入住~~優質的民宿~~親切的女主人~~豐盛的早餐~~溫馨的假期哦~~~	",0,0,0,0,1
"目前沒有在營業了耶~~	",0,0,0,0,0
"主題套房，美女蘇小姐精心設計，到台南務必來一干淨又舒適，	",0,1,0,0,0
"枕頭跟床超軟超不好睡，冷氣也不怎麼好吹不涼，從北下到台南去玩，住的環境品質很重要	",0,1,0,0,0
"可以看到運河景 晚上道路聲隔音稍差 環境衛生OK.	",0,1,1,1,0
"12點半到5點半的 中班 裡面的服務很好 每天都有小菜可以吃 和水果 實在太棒了	",0,0,0,0,1
"大台中的景點 跟小吃 還有夜市 是個很不錯的旅館喔 大家推推吧	",0,0,1,0,0
"賓館樓上有KTV，隔音差，噪音擾人。並且房內設施老舊，鏡子、浴缸破損。	",0,1,0,0,0
"火鍋不錯吃，老闆的冷泡茶味道也很棒，觀景台看出去的視野非常棒	",0,0,1,0,1
"平日早餐只有吐司夾果醬及咖啡 房間隔音很差	",0,1,0,0,1
"老K民宿餐廳後方，走不用五分鐘的景觀台，景觀也很美。值得散步走走來此。	",0,0,1,0,0
"房間乾淨明亮，衛浴設備及用品齊備，樓下櫃檯隨時有人，備有茶包、泡麵。很舒服。	",0,1,0,1,1
"地方不錯，價位與一般旅社接近，品質覺得比一般飯店好很多，老闆很用心	",1,1,1,0,0
"環島經過，因颱風住了3天，民宿幫忙照顧三餐。房間新淨，購物用餐都很方便	",0,0,1,1,1
"熱情又可愛的老闆，房間環境乾淨舒服，離夜市及知名小吃都很近，來宜蘭住這就對了	",0,1,1,1,1
"整潔舒適有電梯有浴缸 室內桌子有點小門有點重隔音有點不太好但還可以接受	",0,1,0,1,0
"非常乾淨的民宿~推薦愛乾淨的遊客前往!	",0,0,0,1,0
"房間超棒的~~浴室超讚的:))) 有機會再來~~	",0,1,0,0,0
"超級喜歡他們家的冰箱 ?? 很適合帶小朋友一起來住 二樓三樓都有小朋友遊戲室	",0,1,0,0,0
"近林默娘公園 安平老街 德陽軍艦 適合家庭、朋友包棟??'	",0,0,1,0,0
"服務人員很客氣 浴缸流出來的水有些沙子 房間有小蟑螂 早餐很普通 下次不會再來住	",0,0,0,1,1
"一個地方黏黏的可能上一個客人吃東西滴下來的湯汁吧！早餐是用單點的套餐還不錯吃。	",0,0,0,1,1
"櫃臺小姐服務態度超級差 問他剩幾人房也解釋的不清不楚 爛	",0,0,0,0,1
"老闆超好很熱心~高cp值，質感超棒的房間！有電梯的民宿~來台東市住這間不會後悔~	",1,1,0,0,1
"空間乾淨明亮，老闆娘很親切，還可以借腳踏車，離全家不到100m，然後早餐超好吃！	",0,1,1,1,1
"不主動告知房內有遺落的物品予旅客就算了，還喇叭我東西會寄送！	",0,0,0,0,1
"朋友一起聚會玩樂的好地方，空間舒適，打麻將唱歌烤肉都不怕吵到別人！	",0,1,0,0,0
"房間裡浴缸的熱水很不熱，跟本沒辦法泡澡，很浪費這麼美的浴缸	",0,1,0,0,0
"高雅寬敞，舒適自在，沒有飯店服務細心，位置在田間	",0,1,1,0,1
"服務好，價格實惠，4人房寬敞明亮，早餐送麥當勞餐卷，近宜蘭夜市，十分方便！	",1,1,1,0,1
"大廳的香氣很怪，浴室看起來像陽台格出來的空間，房間地板襪子踩上去腳底都是黑的。	",0,1,0,1,0
"錢啊。對一般遊客客氣的不得了，還幫忙開門關門勒，東西雙手奉上，阿學生東西就甩桌上	",0,0,0,0,1
"服務，空間，隔音，味道尚可 早餐簡便 價錢合理 地點不好找就在夜市隔壁	",1,1,1,1,1
"房間整晚 廁所化糞池屎味 古董電視機 不能調的冷氣 像是30年前的旅社	",0,1,0,1,0
"房客喧嘩,吵雜到深夜,中央空調直接排煙味,躺床全身癢。2250商務二人房的品質。	",0,1,0,1,0
"房間乾淨。早餐有咖啡。醬菜魯肉。飯。稀飯。青菜。冷氣?浴ok	",0,0,0,1,1
"飯店距離員林車站近，櫃檯服務人員親切，CP值高，物超所值。	",1,0,1,0,1
"果醬,飲料有牛奶.柳橙跟咖啡,是很簡單的早餐 房價很親民,下次有機會會想再入住	",1,0,0,0,1
"櫃檯人員親切熱情！房間設備齊全，CP值高，床也很好睡！是間會再次入住的汽車旅館！	",1,1,0,0,1
"空間還可以、價格公道、服務人員有禮貌，可惜煙味太重，房客的問題	",1,1,0,1,1
"下雨天窗戶牆壁滲水進房 大部分硬體設施老舊 冷氣不涼	",0,1,0,0,0
"Cp值高的民宿，離車站也近。	",1,0,1,0,0
"新房子，乾淨整齊，價格優惠	",1,1,0,1,0
"乾淨舒適，除了早餐也提供麵，飯，粥，包子等消夜，還提供24小時茶點咖啡蛋糕~	",0,1,0,1,1
"更好的是有提供宵夜券，真的很罪惡！擔仔麵、麻辣燙、豆花、涼麵、肉包、水果?等等！	",1,0,0,0,1
"服務好，可洗衣，餐點不錯，茶包種類很多，房間很乾淨，有免治馬桶，來台南的第一選擇	",0,0,0,1,1
"位於澎湖，柔道國家級教練，旅遊太累時，老闆王老師還有在推拿喔！	",0,0,0,0,1
"老闆一直推銷包車（非常貴、把學生當肥羊），隔音不好，蓮蓬頭水量忽大忽小	",0,1,0,0,1
"老闆人超好的啦很有人情味 也會推薦當地美食 人非常阿莎力！	",0,0,0,0,1
"離捷運站較遠，不過附近就有全聯及市場，宵夜方便；環境整潔舒適。	",0,0,1,1,0
"晚上餓了附近就有便利商店、滷味、鹹酥雞可以買，非常方便。	",0,0,1,0,0
"乾淨舒適，睡得安心，位於永和，到處都是美食。但喜歡靠近車站的旅客可能要考慮一下。	",0,1,1,1,0
"還不錯，cp值高，房間乾淨，服務人員親切有問題都會幫忙，下次來台北會在來	",1,0,0,1,1
"5.帶著2大箱行李&兩個小孩 在街頭流浪，臨時尋覓住宿的地點。	",0,0,0,0,0
"環境舒適，乾淨整潔，還有隔音窗，但室內隔音不佳，都聽得到走廊講話的聲音	",0,1,0,1,0
櫃檯親切，房間氣氛好，床乾淨舒適 早餐是麥當勞???還會再來的??????,0,1,0,1,1
"很漂亮 第一次這麼棒的房間 室外池超大 超推ktv 房	",0,1,0,0,0
"乾淨無瑣碎的風格、可以體驗不同的建築形式，房間即使簡約也舒適，管家做的早餐很好吃	",0,1,0,1,1
"純粹的建築，放鬆心情簡單生活的好地方	",0,1,0,0,0
"花蓮的「公東教堂」。	",0,0,0,0,0
"房間乾淨，服務親切，洗衣免費，有停車場，近捷運站，洗衣等待區咖啡免費，非常推薦。	",1,1,1,1,1
"服務很好，裝潢好，但隔音不好，樓下停車位有限，wifi慢到爆…中華訊號差	",0,1,0,0,1
"很經濟實惠的旅店，乾淨舒適、早餐菜色適合台灣人，水果蔬菜量都相當足。值得推薦。	",1,0,0,1,1
"位置：在馬亨亨大道上，離台東公園很近，很好找，也離市區算近，騎車╱停車方便。	",0,1,1,0,0
"四人房的床旁邊突出兩個木板腳容易撞到， 浴室沒有漱口杯必須自己去拿馬克杯較麻煩	",0,1,0,0,0
"不管裝潢的話，住的算很舒適！老闆娘人很和善，早餐咖啡好喝，熱水澡沖的也很過癮！	",0,1,0,0,1
"距離恆春老街非常近，走路5分鐘就能到達 房間乾淨，重點是有電梯	",0,1,1,1,0
"老闆 人很好又客氣，環境乾淨又平價，下次有機會一定再來	",1,0,0,1,1
"還有很貼心的是有桌上鏡，女生化妝保養很方便。	",0,1,0,0,0
"阿姨很熱情，很照顧客人，像回家一樣放鬆。超級推薦	",0,0,0,0,1
"環境清悠，房間乾淨舒適！老闆親切就像自己家人，值得推！	",0,1,0,1,1
"第一次到金門玩 房間很乾淨 隔音不錯 阿姨很健談 田園風景看了很舒服 還想再去！	",0,1,1,1,1
"老闆與老闆娘為人和善好客，房間乾淨舒適。茶園很美，讓人放鬆。茶也很棒，值得推薦。	",0,0,1,1,1
"舒服沒有多餘裝飾的環境，很像回阿公阿嬤家的感覺，中式早餐豐盛好吃??	",0,1,0,0,1
"老闆很親切，5人住4人房也沒有跟我們多收錢，ps.有可愛的貓咪	",0,0,0,0,1
"藥膳湯頭很讚，泰式椒麻雞 不錯 肉醬義大利麵夭壽難吃，醬超水 甜點倒是很棒	",0,0,0,0,1
"餐點不錯，只是餐廳內蠻多蚊子，不過服務人員有拿電扇幫忙，服務態度很好！	",0,1,0,0,1
"景觀 民宿 飲料 都不錯 在地人推薦 還很熱心機車接送	",0,1,1,0,1
"環境超好 房間我超喜歡的 早餐麵包是自製的哦 蔬菜水果都是當地當季 超讚的	",0,1,0,0,1
"床睡得很舒服 窗戶眺望出去的也是美景 老闆親切熱心 是個適合家庭出遊的民宿地點	",0,1,1,0,1
"舒適的空間 溫暖的藝術氣息 和藹的民宿主人 推薦大家入住	",0,1,0,0,1
"價格公道，環島時去住四個人超便宜，服務不錯，推薦背包客前往。	",1,0,0,0,1
"不錯的地方，在懇丁中心設備不錯，房間乾淨，最主要價格很貼心！…推	",1,1,0,1,0
"位置好，近墾丁大街很方便 對面就是海邊 走過去不用一分鐘	",0,0,1,0,0
"貼心。無意中發現那是基督徒開的店。是馬祖之旅住過最好的民宿，值得推薦!	",0,0,0,0,1
"就在市區中心。很棒。乾淨，舒適。老闆娘親切唷	",0,0,1,1,1
"房間乾凈，服務好，專業	",0,0,0,1,1
房間乾淨，冷氣設備不吵，設施可以，晚餐，早餐，還不錯，種類齊全，有機會還是去! ,0,1,0,1,1
"一?港景房景色很美，看的到大港橋?駁二特區跟高雄音樂中心。	",0,0,1,0,0
"浴缸 有健身房跟三溫暖、游泳池 有迎賓水果，礦泉水、小瓶可樂、雪碧	",0,1,0,0,1
"隱藏在住家裡面的咖啡館，有落地玻璃可以看著外頭風景放鬆，飲料和食物都很用心。	",0,1,0,0,1
"店內使用的馬克杯都是動物造型，可愛有特色，氣氛悠閒，到高美濕地遊玩後可來坐坐。	",1,1,0,0,0
"裝潢精美，餐點精緻，價位中高，民宿主人熱情用心推薦附近景點與交通方式。	",1,1,0,0,1
"房間很舒適，床很舒服 推薦一家人一起來遊玩住宿 而且地點離夜市很近！	",0,1,1,0,0
"多收600元清潔費。有合作的停車場(300元無限次進出)。家庭房客廳空間很大。	",1,1,0,0,0
"冷氣略顯老舊，上鋪離天花板很近；老闆娘很熱情服務態度也很好，推薦帶小朋友的家庭來	",0,1,0,0,1
"無菜單料理，可吃到野菜及特色食材，老闆自己醃製的鳳梨豆腐乳好吃	",0,0,0,0,1
"有停車場停車方便，從小菜到料理自種自製，烹調的菜色道道美味，價格適中，很推薦	",1,1,0,0,1
"和奶奶聚餐的好地方！餐點清爽，適合夏天吃！最後的甜點很有特色！！炒米粉好吃	",0,0,0,0,1
"沒熱水 電視爛 早餐跟成功嶺一樣 唯一優點就是房間大	",0,1,0,0,1
"別家的櫃台小姐，去看人家的態度怎麼樣，妳這種差勁的態度，客人會想給妳小費嗎？	",0,0,0,0,1
"房間髒亂灰塵多，都是菸味，冷氣不冷，浴室毛巾僅兩條，早餐自助式去都沒菜。	",0,1,0,1,1
房間不錯呀 價格也???? 又有露天浴缸 感覺很舒服的空間喔 下次會在來,1,1,0,0,0
"優點：浴室乾濕分離設計的很棒，喜歡汽泡水機，旅館地點超讚。	",0,1,1,0,0
"大廳的感覺有別於一般飯店的呆板 偏向與夜店風格 很活潑 但房間偏小 隔音不好	",0,1,0,0,0
"早餐有清粥小菜，自己煮油麵，沙拉，水果，優格等等。	",0,0,0,0,1
"睡眠品質非常高，床及枕頭軟硬適中。民宿主人親切熱情給很多行程建議。超級推薦。	",0,1,0,0,1
"老闆很熱心，把客人當家人一樣，一一介紹景點給我們，房間大又乾淨，Cp值爆表！	",1,1,0,1,1
"離火車站近，停車方便，附近有7-11和全家，飲料店，阿亮雞排，重點是老闆人很好	",0,1,1,0,1
"Cp值很高，14樓辦理住宿。咖啡好喝，浴室明亮。隔音效果不佳，床好睡。	",1,1,0,0,1
"絕對值得回訪。服務好，位置好，設備乾淨，歐舒丹盥洗用品，台北街道的夜景...	",0,0,1,1,1
"位在繁華商圈，房間乾淨整潔，櫃檯人員親切，還附早餐送到房，很棒的商旅，會再入住	",0,0,1,1,1
"需求，恐需久侯。地點便利，步行可至台北車站或西門商圈。算是經濟住宿的一個選項。	",1,0,1,0,1
"房間有獨立衛浴設備空間超棒	",0,1,0,0,0
"現場服務人員親切友善，交誼大廳很大，太空艙膠囊房舒適又超有特色。	",0,1,0,0,1
