reviews,value,comfort,location,cleanliness,service,ws_pos_reviews,filtered,filtered_noun
擁有好吃的早餐明亮的大廳便利提供自行車的服務但房間缺少椅子及桌子建議增加,0.0,1.0,0.0,0.0,1.0,"擁有(VJ),好吃(VH),的(DE),早餐(Na),明亮(VH),的(DE),大廳(Nc),便利(VL),提供(VD),自行車(Na),的(DE),服務(Nv),但(Cbb),房間(Nc),缺少(VJ),椅子(Na),及(Caa),桌子(Na),建議(VE),增加(VHC)","擁有(VJ),好吃(VH),早餐(Na),明亮(VH),大廳(Nc),便利(VL),提供(VD),自行車(Na),服務(Nv),房間(Nc),缺少(VJ),椅子(Na),桌子(Na),建議(VE),增加(VHC)","早餐(Na),大廳(Nc),自行車(Na),服務(Nv),房間(Nc),椅子(Na),桌子(Na)"
地下室提供收費300晚平面停車位但從一樓汽車要搭電梯下去,0.0,1.0,0.0,0.0,0.0,"地下室(Nc),提供(VD),收費(VD),300(Neu),晚(Nf),平面(Na),停車位(Na),但(Cbb),從(P),一樓(Nc),汽車(Na),要(D),搭(VC),電梯(Na),下去(VA)","地下室(Nc),提供(VD),收費(VD),300(Neu),晚(Nf),平面(Na),停車位(Na),一樓(Nc),汽車(Na),搭(VC),電梯(Na),下去(VA)","地下室(Nc),300(Neu),晚(Nf),平面(Na),停車位(Na),一樓(Nc),汽車(Na),電梯(Na)"
飯店很新位置滿分房間多為木頭傢俱和裝潢有淡淡的木頭香窗戶旁邊的座位很讚,0.0,1.0,1.0,0.0,0.0,"飯店(Nc),很(Dfa),新(VH),位置(Na),滿分(Neqa),房間(Nc),多(D),為(VG),木頭(Na),傢俱(Na),和(Caa),裝潢(Na),有(V_2),淡淡(VH),的(DE),木頭(Na),香(Na),窗戶(Na),旁邊(Ncd),的(DE),座位(Na),很(Dfa),讚(VH)","飯店(Nc),很(Dfa),新(VH),位置(Na),滿分(Neqa),房間(Nc),木頭(Na),傢俱(Na),裝潢(Na),淡淡(VH),木頭(Na),香(Na),窗戶(Na),旁邊(Ncd),座位(Na),很(Dfa),讚(VH)","飯店(Nc),位置(Na),滿分(Neqa),房間(Nc),木頭(Na),傢俱(Na),裝潢(Na),木頭(Na),香(Na),窗戶(Na),旁邊(Ncd),座位(Na)"
可以近距離體驗台中多元文化越南料理好吃還有很多小店走路就會到很推薦,0.0,1.0,1.0,0.0,1.0,"可以(D),近距離(Na),體驗(VC),台中(Nc),多元(VH),文化(Na),越南(Nc),料理(Na),好吃(VH),還(D),有(V_2),很多(Neqa),小店(Na),走路(VA),就(D),會(D),到(VCL),很(Dfa),推薦(VC)","近距離(Na),體驗(VC),台中(Nc),多元(VH),文化(Na),越南(Nc),料理(Na),好吃(VH),還(D),很多(Neqa),小店(Na),走路(VA),會(D),很(Dfa),推薦(VC)","近距離(Na),台中(Nc),文化(Na),越南(Nc),料理(Na),很多(Neqa),小店(Na)"
老闆用心環境乾淨寵物有善旅館CP值高,1.0,1.0,0.0,1.0,1.0,"老闆(Na),用心(VH),環境(Na),乾淨(VH),寵物(Na),有善(V_2),旅館(Nc),CP值(DASHCATEGORY),高(VH)","老闆(Na),用心(VH),環境(Na),乾淨(VH),寵物(Na),有善(V_2),旅館(Nc),CP值(DASHCATEGORY),高(VH)","老闆(Na),環境(Na),寵物(Na),旅館(Nc)"
一進房滅了六七隻蜘蛛和一隻小強房間內沒訊號也沒wifi,0.0,1.0,0.0,1.0,0.0,"一(D),進(VCL),房(Na),滅(VC),了(Di),六七(Neu),隻(Nf),蜘蛛(Na),和(Caa),一(Neu),隻(Nf),小強(Nb),房間(Nc),內(Ncd),沒(VJ),訊號(Na),也(D),沒(VJ),wifi(FW)","進(VCL),房(Na),滅(VC),六七(Neu),隻(Nf),蜘蛛(Na),隻(Nf),小強(Nb),房間(Nc),內(Ncd),沒(VJ),訊號(Na),沒(VJ),wifi(FW)","房(Na),六七(Neu),隻(Nf),蜘蛛(Na),隻(Nf),小強(Nb),房間(Nc),內(Ncd),訊號(Na)"
老闆人超級好貓咪也超可愛超親人重點價格便宜CP值又高推推推,1.0,1.0,0.0,0.0,1.0,"老闆人(Na),超級(A),好(VH),貓咪(Na),也(D),超(Dfa),可愛(VH),超(VH),親人(Na),重點(Na),價格(Na),便宜(VH),CP值(FW),又(Caa),高(VH),推(VC),推推(VC)","老闆人(Na),超級(A),好(VH),貓咪(Na),超(Dfa),可愛(VH),超(VH),親人(Na),重點(Na),價格(Na),便宜(VH),CP值(FW),高(VH),推(VC),推推(VC)","老闆人(Na),貓咪(Na),親人(Na),重點(Na),價格(Na)"
房間堜啡茶包飲料礦泉水都有可惜沒有餐廳可享用熱熱的早餐都是外送早餐,0.0,1.0,0.0,0.0,1.0,"房間(Nc),堜啡(Na),茶包(Na),飲料(Na),礦泉水(Na),都(D),有(V_2),可惜(VH),沒有(VJ),餐廳(Nc),可(D),享用(VC),熱熱(VH),的(DE),早餐(Na),都(D),是(SHI),外(Ncd),送(VD),早餐(Na)","房間(Nc),堜啡(Na),茶包(Na),飲料(Na),礦泉水(Na),都(D),可惜(VH),沒有(VJ),餐廳(Nc),享用(VC),熱熱(VH),早餐(Na),都(D),外(Ncd),送(VD),早餐(Na)","房間(Nc),堜啡(Na),茶包(Na),飲料(Na),礦泉水(Na),餐廳(Nc),早餐(Na),外(Ncd),早餐(Na)"
親子房有和室浴室有浴缸乾濕分離很適合攜帶孩子們的家庭,0.0,1.0,0.0,0.0,0.0,"親子房(Nc),有(V_2),和室(Nc),浴室(Nc),有(V_2),浴缸(Na),乾(VH),濕(VH),分離(VHC),很(Dfa),適合(VH),攜帶(VC),孩子(Na),們(Na),的(DE),家庭(Na)","親子房(Nc),和室(Nc),浴室(Nc),浴缸(Na),乾(VH),濕(VH),分離(VHC),很(Dfa),適合(VH),攜帶(VC),孩子(Na),家庭(Na)","親子房(Nc),和室(Nc),浴室(Nc),浴缸(Na),孩子(Na),家庭(Na)"
價格親民設施不會老舊感覺不錯門口一進來還送冬瓜青茶一杯,1.0,1.0,0.0,0.0,1.0,"價格(Na),親民(VH),設施(Na),不會(D),老舊(VH),感覺(Na),不錯(VH),門口(Nc),一(D),進來(VA),還(D),送(VD),冬瓜(Na),青茶(Na),一(Neu),杯(Nf)","價格(Na),親民(VH),設施(Na),不會(D),老舊(VH),感覺(Na),不錯(VH),門口(Nc),進來(VA),還(D),送(VD),冬瓜(Na),青茶(Na),杯(Nf)","價格(Na),設施(Na),感覺(Na),門口(Nc),冬瓜(Na),青茶(Na),杯(Nf)"
酒店房間空間大設備新穎而且裡面乾淨浴室浴缸很大適合放鬆心情,0.0,1.0,0.0,1.0,0.0,"酒店(Nc),房間(Nc),空間(Na),大(VH),設備(Na),新穎(VH),而且(Cbb),裡面(Ncd),乾淨(VH),浴室(Nc),浴缸(Na),很(Dfa),大(VH),適合(VH),放鬆(VHC),心情(Na)","酒店(Nc),房間(Nc),空間(Na),大(VH),設備(Na),新穎(VH),裡面(Ncd),乾淨(VH),浴室(Nc),浴缸(Na),很(Dfa),大(VH),適合(VH),放鬆(VHC),心情(Na)","酒店(Nc),房間(Nc),空間(Na),設備(Na),裡面(Ncd),浴室(Nc),浴缸(Na),心情(Na)"
四人房很適合親子房間很大還有陽台老闆人超好還借我電鍋加熱寶寶副食品,0.0,1.0,0.0,0.0,1.0,"四(Neu),人(Na),房(Na),很(Dfa),適合(VH),親子(Na),房間(Nc),很(Dfa),大(VH),還(D),有(V_2),陽台(Na),老闆(Na),人(Na),超(Dfa),好(VH),還(D),借(VD),我(Nh),電鍋(Na),加熱(VB),寶寶(Na),副食品(Na)","四(Neu),人(Na),房(Na),很(Dfa),適合(VH),親子(Na),房間(Nc),很(Dfa),大(VH),還(D),陽台(Na),老闆(Na),人(Na),超(Dfa),好(VH),還(D),電鍋(Na),加熱(VB),寶寶(Na),副食品(Na)","四(Neu),人(Na),房(Na),親子(Na),房間(Nc),陽台(Na),老闆(Na),人(Na),電鍋(Na),寶寶(Na),副食品(Na)"
環境乾淨又舒適窗外能看到龜山島風景美,0.0,1.0,1.0,1.0,0.0,"環境(Na),乾淨(VH),又(Caa),舒適(VH),窗(Na),外(Ncd),能(D),看到(VE),龜山島(Nc),風景(Na),美(VH)","環境(Na),乾淨(VH),舒適(VH),窗(Na),外(Ncd),看到(VE),龜山島(Nc),風景(Na),美(VH)","環境(Na),窗(Na),外(Ncd),龜山島(Nc),風景(Na)"
也是很熱心的傳一堆美食介紹給我們真的是一個很棒很貼心的民宿喔,0.0,0.0,0.0,0.0,1.0,"也(D),是(SHI),很(Dfa),熱心(VJ),的(DE),傳(VD),一(Neu),堆(Nf),美食(Na),介紹給(VD),我們(Nh),真的(D),是(SHI),一(Neu),個(Nf),很(Dfa),棒(VH),很(Dfa),貼心(VH),的(DE),民宿(Nc),喔(T)","很(Dfa),熱心(VJ),傳(VD),堆(Nf),美食(Na),介紹給(VD),真的(D),很(Dfa),棒(VH),很(Dfa),貼心(VH),民宿(Nc),喔(T)","堆(Nf),美食(Na),民宿(Nc)"
老闆很熱情管家服務很好房間舒適又大還有半露天浴池配上無敵山景,0.0,1.0,1.0,0.0,1.0,"老闆(Na),很(Dfa),熱情(VH),管家(Na),服務(VC),很(Dfa),好(VH),房間(Nc),舒適(VH),又(Caa),大(VH),還(Caa),有(V_2),半(Neqa),露天(Nc),浴池(Nc),配上(VC),無敵(VH),山景(Na)","老闆(Na),很(Dfa),熱情(VH),管家(Na),服務(VC),很(Dfa),好(VH),房間(Nc),舒適(VH),大(VH),還(Caa),半(Neqa),露天(Nc),浴池(Nc),配上(VC),無敵(VH),山景(Na)","老闆(Na),管家(Na),房間(Nc),半(Neqa),露天(Nc),浴池(Nc),山景(Na)"
房型是閣樓說實在跟網站看的照片有落差房價2500很不成正比,1.0,1.0,0.0,0.0,0.0,"房型(Na),是(SHI),閣樓(Na),說(VE),實在(D),跟(P),網站(Nc),看(VC),的(DE),照片(Na),有(V_2),落差(Na),房價(Na),2500(Neu),很(Dfa),不(D),成(VG),正比(Na)","房型(Na),閣樓(Na),說(VE),實在(D),網站(Nc),看(VC),照片(Na),落差(Na),房價(Na),2500(Neu),很(Dfa),不(D),成(VG),正比(Na)","房型(Na),閣樓(Na),網站(Nc),照片(Na),落差(Na),房價(Na),2500(Neu),正比(Na)"
泡湯池很大有景觀天氣好時可看到龜山島,0.0,1.0,1.0,0.0,0.0,"泡湯池(Na),很(Dfa),大(VH),有(V_2),景觀(Na),天氣(Na),好(VH),時(Ng),可(D),看到(VE),龜山島(Nc)","泡湯池(Na),很(Dfa),大(VH),景觀(Na),天氣(Na),好(VH),時(Ng),看到(VE),龜山島(Nc)","泡湯池(Na),景觀(Na),天氣(Na),時(Ng),龜山島(Nc)"
空調室內机漏水房間不太乾淨,0.0,1.0,0.0,1.0,0.0,"空調(Na),室內机(Na),漏水(VH),房間(Nc),不(D),太(Dfa),乾淨(VH)","空調(Na),室內机(Na),漏水(VH),房間(Nc),不(D),太(Dfa),乾淨(VH)","空調(Na),室內机(Na),房間(Nc)"
老飯店什麼都老日式踏踏米房隔音效果不好溫泉池泡起來很舒服,0.0,1.0,0.0,0.0,0.0,"老(VH),飯店(Nc),什麼(Nep),都(D),老(A),日式(A),踏踏(Nc),米房(Na),隔音(A),效果(Na),不(D),好(VH),溫泉池(Na),泡(VC),起來(Di),很(Dfa),舒服(VH)","老(VH),飯店(Nc),都(D),老(A),日式(A),踏踏(Nc),米房(Na),隔音(A),效果(Na),不(D),好(VH),溫泉池(Na),泡(VC),起來(Di),很(Dfa),舒服(VH)","飯店(Nc),踏踏(Nc),米房(Na),效果(Na),溫泉池(Na)"
視野好觀星不錯價格親民設施普通不如山下新民宿,1.0,1.0,1.0,0.0,0.0,"視野(Na),好(VH),觀星(VC),不錯(VH),價格(Na),親民(VH),設施(Na),普通(VH),不如(VJ),山(Na),下(Ng),新(VH),民宿(Nc)","視野(Na),好(VH),觀星(VC),不錯(VH),價格(Na),親民(VH),設施(Na),普通(VH),山(Na),下(Ng),新(VH),民宿(Nc)","視野(Na),價格(Na),設施(Na),山(Na),下(Ng),民宿(Nc)"
歷史悠久的日式溫泉泡完湯可坐露天位置放空或三五好友聊天泡茶很特別的溫泉,0.0,1.0,0.0,0.0,0.0,"歷史(Na),悠久(VH),的(DE),日式(A),溫泉(Na),泡完(VC),湯(Na),可(D),坐(VA),露天(Nc),位置(Na),放空(VH),或(Caa),三五(Neu),好友(Na),聊天(VA),泡茶(VA),很(Dfa),特別(VH),的(DE),溫泉(Na)","歷史(Na),悠久(VH),日式(A),溫泉(Na),泡完(VC),湯(Na),坐(VA),露天(Nc),位置(Na),放空(VH),三五(Neu),好友(Na),聊天(VA),泡茶(VA),很(Dfa),特別(VH),溫泉(Na)","歷史(Na),溫泉(Na),湯(Na),露天(Nc),位置(Na),三五(Neu),好友(Na),溫泉(Na)"
網路訂房雙人加大房2160含早餐CP值很棒了,1.0,0.0,0.0,0.0,0.0,"網路(Na),訂房(VA),雙人(Na),加大房(VC),2160(Neu),含(VJ),早餐(Na),CP(FW),值(Na),很(Dfa),棒(VH),了(T)","網路(Na),訂房(VA),雙人(Na),加大房(VC),2160(Neu),含(VJ),早餐(Na),CP(FW),值(Na),很(Dfa),棒(VH)","網路(Na),雙人(Na),2160(Neu),早餐(Na),值(Na)"
房間採光佳老闆人很好周圍環境寧靜但離市區不遠附近就是公益路美食多,0.0,1.0,1.0,0.0,1.0,"房間(Nc),採光(Na),佳(VH),老闆(Na),人(Na),很(Dfa),好(VH),周圍(Nc),環境(Na),寧靜(VH),但(Cbb),離(P),市區(Nc),不遠(VH),附近(Nc),就(D),是(SHI),公益路(Nc),美食(Na),多(VH)","房間(Nc),採光(Na),佳(VH),老闆(Na),人(Na),很(Dfa),好(VH),周圍(Nc),環境(Na),寧靜(VH),市區(Nc),不遠(VH),附近(Nc),公益路(Nc),美食(Na)","房間(Nc),採光(Na),老闆(Na),人(Na),周圍(Nc),環境(Na),市區(Nc),附近(Nc),公益路(Nc),美食(Na)"
員工親切價位尚可浴室設備稍舊但還算整潔地點不錯附近有公車站,1.0,1.0,1.0,1.0,1.0,"員工(Na),親切(VH),價位(Na),尚可(VH),浴室(Nc),設備(Na),稍(D),舊(VH),但(Cbb),還(D),算(VG),整潔(VH),地點(Na),不錯(VH),附近(Nc),有(V_2),公車站(Nc)","員工(Na),親切(VH),價位(Na),尚可(VH),浴室(Nc),設備(Na),稍(D),舊(VH),還(D),算(VG),整潔(VH),地點(Na),不錯(VH),附近(Nc),公車站(Nc)","員工(Na),價位(Na),浴室(Nc),設備(Na),地點(Na),附近(Nc),公車站(Nc)"
全新民宿老闆老闆娘人超級棒房間空間大多樣化早餐超豐盛,0.0,1.0,0.0,0.0,1.0,"全新(VH),民宿(Nc),老闆(Na),老闆娘(Na),人(Na),超級(Dfa),棒(VH),房間(Nc),空間(Na),大(VH),多樣化(VHC),早餐(Na),超(Dfa),豐盛(VH)","全新(VH),民宿(Nc),老闆(Na),老闆娘(Na),人(Na),超級(Dfa),棒(VH),房間(Nc),空間(Na),大(VH),多樣化(VHC),早餐(Na),超(Dfa),豐盛(VH)","民宿(Nc),老闆(Na),老闆娘(Na),人(Na),房間(Nc),空間(Na),早餐(Na)"
非常適合旅遊渡假年輕朋友烤肉聯誼家族團聚老人小孩皆大歡喜還有豐富養生早餐,0.0,1.0,0.0,0.0,1.0,"非常(Dfa),適合(VH),旅遊(VA),渡假(VA),年輕(VH),朋友(Na),烤(VC),肉(Na),聯誼(VA),家族(Na),團聚(VH),老人(Na),小孩(Na),皆大歡喜(VH),還(D),有(V_2),豐富(VHC),養生(VA),早餐(Na)","非常(Dfa),適合(VH),旅遊(VA),渡假(VA),年輕(VH),朋友(Na),烤(VC),肉(Na),聯誼(VA),家族(Na),團聚(VH),老人(Na),小孩(Na),皆大歡喜(VH),還(D),豐富(VHC),養生(VA),早餐(Na)","朋友(Na),肉(Na),家族(Na),老人(Na),小孩(Na),早餐(Na)"
家位置離梅花湖近可以騎腳踏車民宿有提供好騎的車子前往,0.0,1.0,1.0,0.0,0.0,"家(Nc),位置(Na),離(P),梅花湖(Nc),近(Da),可以(D),騎(VC),腳踏車(Na),民宿(Nc),有(V_2),提供(VD),好(VH),騎(VC),的(DE),車子(Na),前往(VCL)","家(Nc),位置(Na),梅花湖(Nc),近(Da),騎(VC),腳踏車(Na),民宿(Nc),提供(VD),好(VH),騎(VC),車子(Na),前往(VCL)","家(Nc),位置(Na),梅花湖(Nc),腳踏車(Na),民宿(Nc),車子(Na)"
房間舒適性價比超高服務好離逢甲商圈近物超所值,0.0,1.0,1.0,0.0,1.0,"房間(Nc),舒適性(Na),價比(Na),超(Dfa),高(VH),服務(VC),好(VH),離(P),逢甲(Nb),商圈(Nc),近(Da),物超所值(VH)","房間(Nc),舒適性(Na),價比(Na),超(Dfa),高(VH),服務(VC),好(VH),逢甲(Nb),商圈(Nc),近(Da),物超所值(VH)","房間(Nc),舒適性(Na),價比(Na),逢甲(Nb),商圈(Nc)"
床看起來髒髒的枕頭上有頭髮感覺沒有清理過各種過敏而且隔音不好不會二訪,0.0,1.0,0.0,1.0,0.0,"床(Na),看起來(D),髒髒(VH),的(DE),枕頭(Na),上(Ncd),有(V_2),頭髮(Na),感覺(VK),沒有(D),清理(VC),過(Di),各(Nes),種(Nf),過敏(VI),而且(Cbb),隔音(A),不(D),好(VH),不會(D),二(VA),訪(VC)","床(Na),看起來(D),髒髒(VH),枕頭(Na),上(Ncd),頭髮(Na),感覺(VK),沒有(D),清理(VC),過敏(VI),隔音(A),不(D),好(VH),不會(D),二(VA),訪(VC)","床(Na),枕頭(Na),上(Ncd),頭髮(Na)"
一進屋都是煙味連棉被都有煙味一早樓上洗衣滴水到冷氣吵到醒來,0.0,1.0,0.0,1.0,0.0,"一(D),進(VCL),屋(Na),都(D),是(SHI),煙味(Na),連(Cbb),棉被(Na),都(D),有(V_2),煙味(Na),一早(D),樓上(Nc),洗衣(VA),滴水(VH),到(P),冷氣(Na),吵到(VC),醒來(VH)","進(VCL),屋(Na),都(D),煙味(Na),棉被(Na),都(D),煙味(Na),一早(D),樓上(Nc),洗衣(VA),滴水(VH),冷氣(Na),吵到(VC),醒來(VH)","屋(Na),煙味(Na),棉被(Na),煙味(Na),樓上(Nc),冷氣(Na)"
每個房間都有個主題裝潢擺設都不一樣親子房還有溜滑梯有車子造型蠻療癒,0.0,1.0,0.0,0.0,0.0,"每(Nes),個(Nf),房間(Nc),都(D),有(V_2),個(Nf),主題(Na),裝潢(Na),擺設(Na),都(D),不(D),一樣(VH),親子房(Nc),還(D),有(V_2),溜滑梯(Na),有(V_2),車子(Na),造型(Na),蠻(Dfa),療癒(VC)","房間(Nc),都(D),主題(Na),裝潢(Na),擺設(Na),都(D),不(D),親子房(Nc),還(D),溜滑梯(Na),車子(Na),造型(Na),蠻(Dfa),療癒(VC)","房間(Nc),主題(Na),裝潢(Na),擺設(Na),親子房(Nc),溜滑梯(Na),車子(Na),造型(Na)"
四人房很大整潔乾淨有提供嬰兒澡盆還有電梯服務親切但隔音早餐不太好,0.0,1.0,0.0,1.0,1.0,"四(Neu),人(Na),房(Na),很(Dfa),大(VH),整潔(VH),乾淨(VH),有(V_2),提供(VD),嬰兒(Na),澡盆(Na),還(D),有(V_2),電梯(Na),服務(Nv),親切(VH),但(Cbb),隔音(A),早餐(Na),不(D),太(Dfa),好(VH)","四(Neu),人(Na),房(Na),很(Dfa),大(VH),整潔(VH),乾淨(VH),提供(VD),嬰兒(Na),澡盆(Na),還(D),電梯(Na),服務(Nv),親切(VH),隔音(A),早餐(Na),不(D),太(Dfa),好(VH)","四(Neu),人(Na),房(Na),嬰兒(Na),澡盆(Na),電梯(Na),服務(Nv),早餐(Na)"
cp值滿高的一家民宿雙人房空間寬敞浴室是乾濕分離的就推推,1.0,1.0,0.0,0.0,0.0,"cp值(FW),滿(Dfa),高(VH),的(DE),一(Neu),家(Nf),民宿(Nc),雙人房(Na),空間(Na),寬敞(VH),浴室(Nc),是(SHI),乾(VH),濕(VH),分離(VH),的(DE),就(D),推推(VC)","cp值(FW),滿(Dfa),高(VH),家(Nf),民宿(Nc),雙人房(Na),空間(Na),寬敞(VH),浴室(Nc),乾(VH),濕(VH),分離(VH),推推(VC)","家(Nf),民宿(Nc),雙人房(Na),空間(Na),浴室(Nc)"
有麻將桌跟KTV跟大電視而且設備很新非常適合包棟的房客使用,0.0,1.0,0.0,0.0,0.0,"有(V_2),麻將桌(Na),跟(Caa),KTV(FW),跟(Caa),大(VH),電視(Na),而且(Cbb),設備(Na),很(Dfa),新(VH),非常(Dfa),適合(VH),包(Neqa),棟(Nf),的(DE),房客(Na),使用(VC)","麻將桌(Na),KTV(FW),大(VH),電視(Na),設備(Na),很(Dfa),新(VH),非常(Dfa),適合(VH),包(Neqa),棟(Nf),房客(Na),使用(VC)","麻將桌(Na),電視(Na),設備(Na),包(Neqa),棟(Nf),房客(Na)"
環境很新很乾淨一樓有兒童遊樂區開放廚房還有超級大電視,0.0,1.0,0.0,1.0,0.0,"環境(Na),很(Dfa),新(VH),很(Dfa),乾淨(VH),一樓(Nc),有(V_2),兒童(Na),遊樂區(Nc),開放(VC),廚房(Nc),還(D),有(V_2),超級(A),大(VH),電視(Na)","環境(Na),很(Dfa),新(VH),很(Dfa),乾淨(VH),一樓(Nc),兒童(Na),遊樂區(Nc),開放(VC),廚房(Nc),還(D),超級(A),大(VH),電視(Na)","環境(Na),一樓(Nc),兒童(Na),遊樂區(Nc),廚房(Nc),電視(Na)"
花蓮遊強力推薦東之旅民宿老闆娘婆婆服務周到一級棒,0.0,0.0,0.0,0.0,1.0,"花蓮(Nc),遊(VCL),強力(D),推薦(VC),東(Nb),之(DE),旅(Na),民宿(Nc),老闆娘(Na),婆婆(Na),服務(VC),周到(VH),一級棒(VH)","花蓮(Nc),遊(VCL),強力(D),推薦(VC),東(Nb),旅(Na),民宿(Nc),老闆娘(Na),婆婆(Na),服務(VC),周到(VH),一級棒(VH)","花蓮(Nc),東(Nb),旅(Na),民宿(Nc),老闆娘(Na),婆婆(Na)"
環境優美適合放鬆房東人nice,0.0,1.0,0.0,0.0,1.0,"環境(Na),優美(VH),適合(VH),放鬆(VHC),房東人(Na),nice(FW)","環境(Na),優美(VH),適合(VH),放鬆(VHC),房東人(Na),nice(FW)","環境(Na),房東人(Na)"
透天裡的小套房下雨車可以停室內,0.0,1.0,0.0,0.0,0.0,"透天(VH),裡(Ng),的(DE),小(VH),套房(Na),下雨車(Na),可以(D),停(VHC),室(Nc),內(Ncd)","透天(VH),裡(Ng),小(VH),套房(Na),下雨車(Na),停(VHC),室(Nc),內(Ncd)","裡(Ng),套房(Na),下雨車(Na),室(Nc),內(Ncd)"
溫馨的小地方好停車住起來很舒適,0.0,1.0,0.0,0.0,0.0,"溫馨(VH),的(DE),小(VH),地方(Na),好(VH),停車(VA),住起來(D),很(Dfa),舒適(VH)","溫馨(VH),小(VH),地方(Na),好(VH),停車(VA),住起來(D),很(Dfa),舒適(VH)",地方(Na)
溫泉不錯點心很棒附近的泰雅文化很棒老街後面的山豬肉香腸很讚要排隊,0.0,1.0,1.0,0.0,1.0,"溫泉(Na),不錯(VH),點心(Na),很(Dfa),棒(VH),附近(Nc),的(DE),泰雅(Nb),文化(Na),很(Dfa),棒(VH),老街(Nc),後面(Ncd),的(DE),山豬肉(Na),香腸(Na),很(Dfa),讚(VH),要(D),排隊(VA)","溫泉(Na),不錯(VH),點心(Na),很(Dfa),棒(VH),附近(Nc),泰雅(Nb),文化(Na),很(Dfa),棒(VH),老街(Nc),後面(Ncd),山豬肉(Na),香腸(Na),很(Dfa),讚(VH),排隊(VA)","溫泉(Na),點心(Na),附近(Nc),泰雅(Nb),文化(Na),老街(Nc),後面(Ncd),山豬肉(Na),香腸(Na)"
價錢公道老闆老闆娘全家大小都很親切風景優美,1.0,0.0,1.0,0.0,1.0,"價錢(Na),公道(VH),老闆(Na),老闆娘(Na),全(Neqa),家(Nc),大小(Na),都(D),很(Dfa),親切(VH),風景(Na),優美(VH)","價錢(Na),公道(VH),老闆(Na),老闆娘(Na),全(Neqa),家(Nc),大小(Na),都(D),很(Dfa),親切(VH),風景(Na),優美(VH)","價錢(Na),老闆(Na),老闆娘(Na),全(Neqa),家(Nc),大小(Na),風景(Na)"
CP值高裝潢簡單環境乾淨花費中等停車也算方便就是一個泡溫泉的地方,1.0,1.0,0.0,1.0,0.0,"CP值(DASHCATEGORY),高(VH),裝潢(VC),簡單(VH),環境(Na),乾淨(VH),花費(VC),中等(A),停車(VA),也(D),算(VG),方便(VH),就(Cbb),是(SHI),一(Neu),個(Nf),泡(VC),溫泉(Na),的(DE),地方(Na)","CP值(DASHCATEGORY),高(VH),裝潢(VC),簡單(VH),環境(Na),乾淨(VH),花費(VC),中等(A),停車(VA),算(VG),方便(VH),泡(VC),溫泉(Na),地方(Na)","環境(Na),溫泉(Na),地方(Na)"
噪音住宿的雙人房位於一樓內側聽不到馬路的車聲沒有大行李空間還OK,0.0,1.0,0.0,0.0,0.0,"噪音(Na),住宿(VA),的(DE),雙人房(Na),位於(VCL),一樓(Nc),內側(Ncd),聽(VE),不(D),到(VE),馬路(Na),的(DE),車聲(Na),沒有(D),大(VH),行李(Na),空間(Na),還(D),O(FW),K(ETCCATEGORY)","噪音(Na),住宿(VA),雙人房(Na),位於(VCL),一樓(Nc),內側(Ncd),聽(VE),不(D),馬路(Na),車聲(Na),沒有(D),大(VH),行李(Na),空間(Na),還(D),O(FW),K(ETCCATEGORY)","噪音(Na),雙人房(Na),一樓(Nc),內側(Ncd),馬路(Na),車聲(Na),行李(Na),空間(Na)"
第一個房間有前位客人的遺留物想用房內電話和客服反應結果電話打不通只好下樓,0.0,0.0,0.0,1.0,1.0,"第一(Neu),個(Nf),房間(Nc),有(V_2),前(Nes),位(Nf),客人(Na),的(DE),遺留物(Na),想(VE),用(P),房(Na),內(Ncd),電話(Na),和(Caa),客服(Na),反應(Na),結果(Na),電話(Na),打(VC),不(D),通(VC),只好(D),下樓(VA)","第一(Neu),房間(Nc),前(Nes),位(Nf),客人(Na),遺留物(Na),想(VE),房(Na),內(Ncd),電話(Na),客服(Na),反應(Na),電話(Na),不(D),通(VC),只好(D),下樓(VA)","第一(Neu),房間(Nc),前(Nes),位(Nf),客人(Na),遺留物(Na),房(Na),內(Ncd),電話(Na),客服(Na),反應(Na),電話(Na)"
車站西往桃園機場如同其名是一個適合旅人的飯店,0.0,0.0,1.0,0.0,0.0,"車站(Nc),西(Ncd),往(P),桃園(Nc),機場(Nc),如同(VG),其(Nep),名(Na),是(SHI),一(Neu),個(Nf),適合(VH),旅人(Na),的(DE),飯店(Nc)","車站(Nc),西(Ncd),桃園(Nc),機場(Nc),如同(VG),名(Na),適合(VH),旅人(Na),飯店(Nc)","車站(Nc),西(Ncd),桃園(Nc),機場(Nc),名(Na),旅人(Na),飯店(Nc)"
傳統的80年的老建築熱情的老闆非常有特色的傳統早餐推薦,0.0,0.0,0.0,0.0,1.0,"傳統(VH),的(DE),80年(Neu),的(DE),老(VH),建築(Na),熱情(VH),的(DE),老闆(Na),非常(Dfa),有(V_2),特色(Na),的(DE),傳統(VH),早餐(Na),推薦(VC)","傳統(VH),80年(Neu),老(VH),建築(Na),熱情(VH),老闆(Na),非常(Dfa),特色(Na),傳統(VH),早餐(Na),推薦(VC)","80年(Neu),建築(Na),老闆(Na),特色(Na),早餐(Na)"
老闆熱情免費招待手作豆花,0.0,0.0,0.0,0.0,1.0,"老闆(Na),熱情(VH),免費(VH),招待(VC),手作(Na),豆花(Na)","老闆(Na),熱情(VH),免費(VH),招待(VC),手作(Na),豆花(Na)","老闆(Na),手作(Na),豆花(Na)"
