label,filtered_noun
0.0,東西 老舊 昨天 在 水世界 遇到 間 浴缸 壞 暖氣 壞 ktv 雜音
0.0,晚班 女 櫃台 人員 態度 不佳 顧客 詢問 時 直接 掛 電話
0.0,民宿 主人 熱情 介紹 當地 行程 房間 乾淨 整齊 停車位 找 位置 宿舍 環境 幽靜
0.0,謝謝 老闆娘 招待 遠 台中 台東 玩 家 口 感受 在地 熱情 溫暖
0.0,舒適 浴室 空間 乾 濕 分離 適合 團體 家庭
1.0,六樓 直達 大廳 需要 大包 小包 隔壁 棟 繞過來 景觀 好 早餐 品質 中下
1.0,風景 不錯 鄰近 百貨 交通 便利 機械 停車場 位置 小 高度 低 大車 好 停
1.0,住宿 方面 棒 樓下 便利商店 方便 第六 市場 在 棟 下樓 逛街
0.0,大哥 人 超 好 民宿 佈置 用心 溫暖 詳盡 解說 事項 早餐 令 人 驚豔 機會
1.0,房間 寬敞 外面 陽臺 吊椅 風景 美 人 放鬆 心情
1.0,老闆 手作 食物 美味 房子 乾淨 可愛 海 棒 享受
0.0,在 Agoda 訂房網 找到 家 東港 海豚 城堡 民宿 房間 ㄚ
0.0,推薦 家 裡 小孩 毛 小孩 爸媽 寶貝 住宿
0.0,服務 人員 親切 熱心 老婆 懷孕 幫 安排 走 樓梯 乾 濕 分離 房型 謝謝
1.0,環境 舒適 乾淨 高 在 交流道 附近 週邊 好吃 碗粿 下 次 在 回訪
0.0,老闆 一家人 動物 友善 庭園 狗狗 好好 睡 覺 房間 乾淨 舒適 棒
0.0,cp值 高 熱水 熱 廁所 間 老闆 人 親切 廢話 提供 建議 實在
0.0,房間 乾淨 樓層 穿透力 強 住 三樓 清楚 聽到 四樓 方便 聲音
0.0,適合 家族 旅遊 住宿 親子房 玩具 小孩 玩 開心 老闆娘 親切 熱心 推 推 推
0.0,不錯 民宿 復古 風格 清潔 街生 方便 供應 早餐 羅東 值得 推薦 好 所在
1.0,環境 舒適 交通 方便 民宿 老闆 親切 問 問題 回覆 速度
0.0,價格 適中 老闆 個性 隨和 耳傳 生態 星星 故事 遊客 中心 大姊 介紹
0.0,住 二館 房間 設備 新 舒適 衛浴 先生 在意 乾 濕 分離
0.0,記得 參加 活動 付錢 團體 對待 散客 學生 拍攝 覺得 敷衍
0.0,闆娘 漂亮 氣質 房間 乾淨 舒適 午後 悠閒 時光 杯 咖啡吧
0.0,進 大門 屋 溫馨 闆娘 和藹可親 人 美 心 美 價格 合理 早餐 好吃 超棒 喜歡
0.0,老闆娘 老闆 好 親切 房間 乾淨 便宜 碗 適合 一品 城堡 度假
1.0,場地 清靜 優美 山 水 園區 小孩 大人 騎 單車 安全 適合 全 家 大小 居住
0.0,值得 推薦 民宿 造景 用心 早餐 年紀 人 喜歡
1.0,景觀 棒 住宿 空間 典雅
0.0,早餐 家 中 假日 附近 早餐店 買 三明治 漢堡 紅茶 豆漿
0.0,改善 總體 說 推薦 間 民宿 小孩子 旅客
0.0,小孩 適合 歲 以下 小孩 危險
0.0,民宿 代訂 澎島 星 燒烤 現場 便宜 30 確幸 不錯 好吃 牡蠣
1.0,老闆娘 人 好 環境 乾淨 風景 漂亮 住宿 便宜 老闆娘 幫 申請 旅遊 補助 大推
1.0,家 感覺 照片 室 陽台 看出 景觀
1.0,服務 親切 房間 景色 棒 樓中樓 房型 早餐 菜 好吃
0.0,女 主人 親切 熱心 介紹 周圍 景點 交通 路線 民宿 環境 美麗
0.0,簡單 早餐 提供 稀飯 高麗菜 肉鬆 花生醬 菜 菜脯 蛋 熱 奶茶
0.0,老闆 人 好 房間 環境 乾淨 舒適 問題 熱心 幫忙 解答 整體 說 滿意
0.0,優點 物 超所值 空間 整潔 浴室 水壓 適中 缺點 床 非 獨立筒
0.0,新 乾淨 老闆 親切 平價 衝 老闆 歡迎 毛小孩 下 回 花蓮 首
0.0,甜點 飲料 挑剔 今日 點 薰衣草 奶茶 黑糖 漂浮 拿鐵 蘋果 酥 酥 蜂蜜 丹麥
0.0,單品 棒 喝 冰 咖啡 淡 店 座位 算 舒適 適合 久坐
0.0,房子 氣氛 佳 擺設 好看 位子 甜點 飲料 不錯 包廂 裡面 棒 安靜 好
1.0,園區 廣大 建築 舊 房間 棉被 枕頭 浴室 乾淨 餐廳 泡湯區 離 住宿區 段 距離
1.0,友善 背包客 地點 風景 優美 服務 人員 親切 好 渡假 好 地方
0.0,服務 O 成功村 設備 問題 園區 露營 設施 維護
0.0,茶 好 老闆 老闆娘 好客 健談 想 試 囉嗦 泡 白茶 蜜香 特別
0.0,專業 茶 柚子 農場 請
0.0,回歸線 時 錯過 店家 好喝 蜜香 紅茶
0.0,地點 方便 房間 廁所 浴室 乾淨 整潔 提供 小 廚房 簡單 牛奶 吐司 早餐 棒
0.0,櫃檯 小姐 友善 細心 介紹 周圍 小吃 環境 好 咖啡廳 蛋糕 咖啡 好吃
0.0,大門 在 櫃檯 量 體溫 照片 小幫手 提供 租借 腳踏車 服務
0.0,房間 乾淨 空間 早餐 足量 衛生 人員 親切 夜 N 寢時 持續 低頻 噪音 影響 睡眠
0.0,爸爸 媽媽 逛 當地 北晨 市場 旅行團 行程 裡面 買 東西
1.0,乾淨 舒適 冷氣 強 早餐 豐富 服務 好 靠近 海 堤防 落日 夕陽 好 風景
0.0,相關 飯店 設施 餐廳 洗衣間 健身房 提供 住宿 地方
0.0,床 浴室 浴缸 算 乾淨 入住 人 房 明亮 附 早餐 服務元 親切
1.0,位於 市中心 交通 方便 購物 用餐 方便 服務 人員 親切 房間 靜謐 乾淨
1.0,溫馨 房子 喜歡 裝潢 感覺 值得 住 離 老街
0.0,不值 房價 房間 簡陋 不行 熱水器 洗 一半 水
0.0,老闆娘 藝術家 好客 民宿 棟 充滿 藝術 氣息
1.0,房間 乾淨 舒服 熱情 小 管家 客人 朋友 在 照顧 周邊 美食 台南 住宿 首選
0.0,裝潢 服務 丸子 貝果 超出 五星級 美好 回憶 感受到 滿滿 青旅 溫暖
1.0,鄰近 成功路 西門路 交通 方便 自由 使用 旅店 家 感覺 附近 兩 家 超棒 酒吧 爽
1.0,距離 小 瑞士 國民 賓館 地點 方便 老闆 服務 親切 房間 舊 算 舒適
0.0,價格 便宜 冷氣 電風 老闆 健談 老闆娘 早餐 白煮蛋 吐司
0.0,差 隔壁 打呼聲 聽 套房 浴室 熱水 共用 浴室 水 冷 熱 超扯
1.0,地點 絕佳 房間 空間 早餐 選項 商務 旅館 茶 選項 選擇
0.0,差 木頭 地板 人 聲音 廁所 衛浴 設備 人 水聲
0.0,房間 不錯 浴室 浴缸 黃黃 門 破損 差 冰箱 完美 服務 態度 不錯
0.0,房子 空間 小 電視 老舊型 空調 有點 問題 溫度 調整 後 冷
0.0,便利 親切 大廳 後面 餐廳 提供 料理 意外 好吃 在 種 地方 吃到 新鮮貨
0.0,日本 客人 住 理 這裡 服務 人員 日文
1.0,庭園 番 風味 環境 清悠 適合 放鬆 自在 度假 好 地方
1.0,房間 看出去 面對 基隆山 風景 優美 房間 設施 完備 一樓 SPA 池 交誼廳 超讚
0.0,早餐 豐盛 九宮格 種 菜餚 魚 肉 蛋 菇 青菜 飲料 鮮奶 咖啡 果汁
1.0,風景 秀麗 環境 清幽 鄰近 車站 金瓜石 博物館 情侶 家庭 適合
0.0,相似 日本 小店 氛圍 溫馨 放鬆 店 裡 提供 咖啡 提供 茶品 手工 甜點
0.0,店員 親切 友善 詳細 介紹 今日 蛋糕 種類 口感 蛋糕 茶類 棒
0.0,今日 選擇 水果 鬆餅 水果 森林茶 實際 名字 忘記 說 好吃 推薦
0.0,草地 露營區 沙坑 民宿 外借 小 遊戲 整 適合 親子 住宿 入 民宿 口袋 名單
0.0,環境 明亮 整潔 服務 態度 友善 餐點 口味 份量 誠意 十足 遛 小孩 好 地方 值得 訪
0.0,環境 乾淨 場地 寬廣 房間 小 細節 用心 適合 小朋友 機會
0.0,服務 人員 友善 協助 房 介紹 館 設施 地下室 一樓 提供 免費 遊樂 設施
0.0,酒店 想像 好 餐廳 排餐 好吃 餐廳 茶水 巴黎 有趣 名字 推薦
1.0,宜蘭市 住宿 首選 環境 好 服務 好 交通 方便 旁 戶外 停車場 旁邊 夜市
0.0,房間 泡湯池 棒
0.0,旅社級 住宿 環境 整體 算 乾淨 司機 寄舖
0.0,老闆 家人 熱情 招待 問 答 解決 問題 謝謝 老闆
1.0,民宿 裝潢 質感 簡單 俐落 四樓 夜景 優美 老闆 闆娘 親切 台中 住宿 好 選擇
0.0,新開幕 裝潢 特色 頂樓 間 獨立 浪漫 玻璃屋 喜歡
0.0,華儀 恆春 住 民宿
0.0,房間 乾淨 床 舒服 適合 整 天 出門
0.0,房間 小 日本 搬 住家 房間 浴室 木板 磁磚 回 媽媽 家 感覺
0.0,旅館 小 美 服務 好 停車 方便
1.0,地理 位置 在 捷運 民權西路站 中山 國小 站 中間
0.0,迎賓 飲料 早餐 送到 房間 附近 接送 服務 良好 推薦
0.0,民宿 乾淨 舒適 設備 新穎 停車 方便 提供 墾丁 大街 接駁 老闆 親切 下 次
0.0,老闆娘 親戚 房間 裝潢 質感
1.0,素食 套餐 晚餐 風景 空氣 好 出國 台灣 美
0.0,環境 清幽 適合 渡假 餐食 價格 高 菜色
1.0,空氣 好 風景 秀麗 步道 好 走 好 逛
1.0,屋主 夫妻 親切 貼心 房間 乾淨 附近 環境 清幽 靠近 海邊 晚上 星星 害 推
0.0,素食 餐點 馬乎 讚 待客 親切 房 內外 清潔 乾淨 桌遊 供 玩樂
0.0,感謝 老闆 老闆娘 用心 難忘 住宿 體驗 之後 機會 家人 朋友 玩
0.0,管家 做 早餐 好吃 管家 親切 房間 新 乾淨 床 軟 好 裝潢 用心
0.0,壁畫 好拍 合法 民宿 頂樓 希臘風 瞬間 飛到 地中海 想 杯 檸檬汁 曬曬太陽
1.0,西子灣 海灣 景點 供 飯 後 休閒 高雄 住宿 選擇
1.0,位置 適中 交通 便利 房間 乾淨 老闆 一家人 熱心 推薦 美味 小吃 好玩 景點
0.0,床 好 睡 東西 棒 浴室 美 冰箱 飲水機
1.0,花蓮市 遠東 百貨 愛買 超市 旁邊 交通 方便 四樓 民宿 電梯
0.0,特色 咖啡廳 民宿 老闆 人 好
0.0,乾淨 房間 專業級 烤箱 烤 披薩 請 客人 可惜 人 入住 無 口福
0.0,體驗 生活 超棒 民宿 歡迎 國 朋友 光臨
0.0,外表 裡面 房間 乾淨 漂亮 老闆娘 人 好
0.0,簡單 乾淨 環境 方便 電梯 安靜 空間 交誼廳 舒適 簡約 人 放鬆 心情 地方
1.0,香蕉 春天 櫻花 蘋果花 賞 離 車站 不遠 老闆 開車 接送
0.0,次 客人 退房 老闆娘 認真 晒 枕頭 注重 衛生
1.0,清優 好 停車 風景 好 食物 全 家 家族 聚會 好 地點 小朋友 空間 戲耍
0.0,游泳池 三溫暖 室 冷氣 兒童 遊戲區 溜滑梯 滑 盪鞦韆 棒
0.0,幕 門 裡面 梳子 水 椅子 low 說到 早餐 民宿 low
1.0,地點 靠近 高雄 車站 捷運 生活 功能 極好 房間 舒適 接待 人員 態度 良好 親切
1.0,交通 方便 房間 乾淨 整齊 六合 夜市 美麗島站 走路
0.0,201 號 房 住宿 環境 漂亮 乾淨 舒適 浴室 設備 棒 早餐 三明治 豆漿 水果
0.0,區域 冰箱 微波爐 碗盤 餐具 供 使用 少許 泡麵 餅乾 購買
0.0,佈置 藝術感 房間 格局 方正 室 空間 老闆 夫妻 用心 經營
1.0,方便 些 地點 摸索
0.0,半夜 敲敲打打 房間 乾淨
0.0,房間 乾淨 服務 親切 茶點 不錯 吃 老闆娘 畫工
0.0,閩南 建築 老板 莊 先生 平易近人 住起來 家 感覺
0.0,民宿 主人 好 遇到 交付 房費 放心 寄給 熟識 鄰居
0.0,房間 大有 溜滑梯 孩子 玩 美中不足 浴室 浴缸
0.0,客廳 早餐 ktv 爛 環境 不錯 停車 方便
0.0,空間 寬敞 舒適 烤 肉 沙坑 小 泳池 小孩 玩
0.0,民宿 外觀 美 內部 房間 新 乾淨 早餐 粥 棒
0.0,環境 舒適 管家 服務 貼心 度假 放鬆 好 地方 下來 金門
0.0,舒適 空間 床 睡 老公 小孩 喜歡
0.0,高級 市 設計 房間 乾淨 市 空間 寬敞 停車位 電梯 洗衣機 方便
1.0,房間 乾淨 舒適 景觀 幽靜 窗 外 好 風景 好天氣 夕陽 美
1.0,不錯 小木屋 老闆 親切 前面 沙灘 小孩 寄居蟹
0.0,民宿 房間 非 木屋 環境 清潔 加強 收費 高
0.0,房間 棒 東西 齊全 烤 肉 設備 老闆 人 超讚
0.0,讚 民宿 老闆 熱情 值得 推薦 民宿
0.0,老闆 親切 烤肉爐 民宿 乾淨 漂亮
1.0,餐廳 菜色 好 服務 佳 風景 優美 人員 熱情 飯店 裝潢 美崙美奐 棒 渡假 地點
1.0,景觀 優美 服務 親切 衛浴 無 乾 濕 分離 提供 小 點心 單薄 餐點 星 收費 星 感受
0.0,整體 服務 住宿 品質 優 早餐 晚餐 咖啡機 西餐廳 咖啡 改進 空間
0.0,早餐 好吃 接待 服務 人員 親切 房間 不錯
0.0,櫃檯 早班 男 服務員 東南亞 外籍生 臉 有夠 直接 擺 歪 嘴 嘲笑
1.0,方便 新 大樓 下 吃 鹽酥雞 雞排
1.0,房間 空間 想像 中 寬敞 地理 位置 方便 高 CP值 住宿 地點
0.0,早餐 愛 炒米粉 配上 肉燥 海帶 油豆腐 超對味 服務 人員 態度 親切
0.0,房價 寬敞 門 好 浴室 水管 聲音
0.0,老闆娘 親切 客廳 點心 茶包 咖啡 供 住客 取用 房間 乾淨 明亮 裝飾 擺設 雅緻
1.0,老闆娘 人 親切 附 早餐 旁邊 停車場 附近 商場 夜市 晚上 逛逛
0.0,環境 舒服 民宿 老闆 客氣 客廳 免費 茶 咖啡 享用 價格 高
0.0,免費 飲料 泡麵 餅乾 咖啡 奶茶 手機 充電線 貼心 服務
1.0,交通 地點 便利性 分 整體 環境 分 客房 住宿 品質 分 煙味 隔音 性價比
0.0,睡眠 品質 好 枕頭 硬 心區 不錯 總體 說 好
0.0,想 玩 吃 老闆 幫 介紹 民宿 舒適 12 館 棒 值得 間 民宿
0.0,熱情 老闆 老闆娘 次 旅行 玩 開心 烤 肉 技術 一流
0.0,村長 家 民宿 環境 優美 服務
0.0,早餐 普普 房間 好 洗澡 水溫 ok 工業風 特別 櫃台 服務 良好
1.0,距離 文化路 夜市 走 10 分鐘 鄰近 間 滷味 雞排 不錯
0.0,沾 灰塵 00 詢問 周邊 小吃 景點 服務台 親切 意見
0.0,飯店 cp值 普普 櫃檯 人員 親切 專業 送 小孩子 燈籠 棒 下 次 玩
1.0,豪華 商務 飯店 浴缸 旁邊 整 面 落地窗 看到 塞車 夜景 超炫 大樓 燈光秀
0.0,房間 整體 感覺 舒適 空間 貼心 小 設計 掛 衣服 地方
0.0,房間 衛浴 設備 乾淨 舒服 謝謝 老闆 老闆娘
0.0,環境 乾淨 整潔 老闆娘 人 親切 人 好 值得 家 質感 民宿
1.0,房間 乾淨 離 羅東 夜市 算 騎車 一下
0.0,老闆 親切 提供 許多 推薦 景點 感覺出來 用心 宜蘭 民宿
0.0,適合 渡假 休閒 住所 溫馨 溫度 家
0.0,室 設計 不錯 背包客房 空間 夠 棒 價錢 狠 實在
1.0,不錯 住宿 地點 距離 夜市 一樓 販賣 一些 飲品
0.0,棒 環境 早餐 美味 手沖 咖啡 好喝 謝謝 民宿 主人
1.0,房間 舒適 鄰近 市區 民宿 後面 遠眺 廈門 夜景
0.0,第一 次 金門 工作 兼 旅行 老闆 給予 行程 建議
1.0,棒 民宿 空間 舒適 方便 好吃 地方 早餐
0.0,迷路 接 服務 超好 房間 乾淨 值 高 幫 代購 船票
0.0,乾淨 舒服 住 人 房 老闆娘 直接 睡 人 房 空間
1.0,平價 住宿 地方 寬敞 鄰近 鬧區
0.0,住 小木屋 區 新 床 房間 環境 舒服 飯店區 同事 嫌 不行
0.0,風景 溫泉 現場 演奏 棒 餐廳 服務 不行
0.0,晚餐 套餐 人 550 冷菜 難吃 菜色 便當 無言 說 經營 團隊 上心
0.0,民宿 前 片 菜園 栽植 式 香草 生菜 水果 沙拉 配菜 食用花 金蓮花 爬
0.0,次 住 樓中樓 人 房 陽台 漂亮 隨便 拍 隨便 美 房間 音響 音質 棒
0.0,藍牙 連接 手機 晚餐 部分 空中 花園 民宿 合作 派 車 接送餐 特別 值得 試
1.0,環境 視野 好 用餐 服務 好 房間 設備 好 櫃台 服務 親切
0.0,舒適 放鬆 地方 家庭房 空間 湯屋 舒服
0.0,房間 溫泉 不錯 場地 寬敞 飯菜 不錯 份量 充足 鱘龍魚 帶土味 美
0.0,房務 人員 耐性 客氣 棒 旅店 房間 設計 特色
1.0,距離 墾丁 大街 吵 裝潢 可愛 浴缸 造型 特殊 深受 孩子 喜歡
0.0,房間 風格 特別 浴室 木頭 門 吵麻煩 老闆 潤滑油
0.0,品質 好 背包 客房 浴廁 乾濕 提供 洗衣機 拖鞋 吹風機 上鎖 櫃子 冷氣
0.0,老闆 人 好 床 被子 枕頭 舒服 溫柔
0.0,老闆 親切 環境 整潔 適合 放鬆 交朋友 背包 客棧
0.0,老闆 老闆娘 人 好 晚餐 好吃 早餐 豆漿 米漿 老闆 早上 磨 營養
1.0,熱忱 待客 陳 老師 賢伉儷 客人 賓至如歸 130 線上 環境 美 牛奶 森林
1.0,下 雲霧 繚繞 雲海 翻騰 台灣 少有 低海拔 觀賞 雲海 絕佳 地點
1.0,房間 舒適 老闆 親切 價格 品質 好 附近 夜市 觀光 景點 方便
1.0,離 燈會 位置 在 小 巷子 裡面 室 裝潢 不錯 服務 態度 良好
1.0,環境 不錯 老闆 人 好 地點 不錯 早點 湯 飯 不錯 吃 值得 推薦 民宿
0.0,設施 設備 服務 人員 態度 房間 整潔 餐廳 菜色 達 水準 飯店
0.0,服務 好 晚餐 早餐 冰箱 飲料 烤 布丁 錢 溫泉 讚 會館
0.0,客房 電梯 小 兩 大人 嬰兒 推車 小 行李箱 空間
0.0,房間 清潔 一點 差 附 早餐 老闆娘 服務 親切
0.0,民宿 品質 優良 冰箱 冷氣 衛浴 不錯
0.0,舒服 乾淨 老闆娘 人 好 棒棒
0.0,居家 民宿 雅房 收費 便宜 適合 想 省錢 遊客
1.0,風景 不錯 淋浴 設備 不良 水壓 不足 熱水
1.0,親切 房東 奶奶 喜歡 這裡 環境 山 海 景色
0.0,用料 豐富 氣泡 果汁 醬 燒 豬肉鍋 燒麵 冰淇淋 水果 用心 準備 服務 態度 棒
0.0,甜點 蛋糕 包括 綠茶 巧克力 覆盆莓 蛋糕 鈾 香 鐵觀音 茶凍 栗子 南瓜塔
0.0,麵 選好 配料 後 交由 服務 人員 現場 料理 後 送達 顧客 桌 值得 推薦
0.0,年 找 老闆 服務 親切 浮潛 住宿 烤 肉 找 老闆
1.0,住 天 感謝 升等 人 房 陽台 景觀 視野 佳
0.0,老闆 人 超帥 環境 舒服
1.0,喜歡 在 後面 山坡 地方 拍 夜景 試試 房間 普通 空調 提供 早餐 晚餐
1.0,視野 遼闊 老闆 待人 親切 超收 廁所 清潔 車 泊 露營 場地 有限 預約 早
1.0,風景 好 服務 親切 人 套餐 700 元 優 建議 人 在 點 2500 桌 菜 划算
0.0,便宜 隔音 差 房間 煙味 感覺 棉被 乾淨 房間 跳蚤 癢
0.0,平價 簡單 休息 地方 特別 住宿 選擇 早餐 自助餐 午餐
0.0,爛死 網路 爛 環境 噪音
1.0,空氣 好 夕陽西下 美 老闆娘 親切 休閒 放鬆 好 地方
0.0,雅致 幽靜 庭院 環境 房間 佈置 樸實 空間 舒適 愉快 休息 夜
0.0,臺灣 旗山 川雅居 渡假 民宿 處 身 心靈 放鬆 沈澱 樂活 好 地方
1.0,臨近 松菸 文創 地點 佳 住房 旅館 停車 方便 週邊 美食 小吃 推薦
1.0,交通 方便 在 捷運站 旁邊 房間 乾淨 雙人床 呎 呎 算 房間 空間
1.0,酒店 地理 位置 好 員工 服務 熱誠 酒店 設施 陳舊
1.0,乾淨 舒適 床鋪 好好 睡 老闆 夫妻 熱情 親切 晚上 星星 適合 放鬆 渡假
0.0,下 次 台東 知本 選擇 入住
0.0,房間 設施 新穎 裝潢 簡潔 衛浴 廁所 間 乾淨 淋浴 水流 熱水 熱 舒服
0.0,停車 付費 開 後面 停車場 走回 旅店 早餐 採 三明治
1.0,房間 浴室 寬敞 乾淨 地點 方便 沐浴 用品 好用 吹風機 燒 頭髮 CP值 不錯
1.0,精品 商務 旅館 旅人 家 充滿 心意 設計 地方 港墘 文德 捷運站 中間 交通 方便
0.0,新開幕 房型 空間 床 枕 棉被 好 睡 早餐吧 簡潔 熟食 種類 少
0.0,棒 住宿 房間 裡 浴室 格局 讚 吹風機 好用 裝潢 美
1.0,服務 人情味 在 房間 直接 看到 海景 早餐 豐富 位置 離 海洋 公園
0.0,乾 濕 分離 吹風機 陽春 長 頭髮 女生 建議 吹風機
0.0,老闆娘 客氣 健談 房間 大早餐 豐盛 兩 人 房 廁所 排風 設備 理想
1.0,親子 設施 不錯 附近 景點 令 人 放鬆 環境
0.0,房子 美 整 空間 舒服 全 家 住 開心 服務 好 推 推 推
1.0,空氣 清新 景色 宜人 遠離 城市 喧囂 享受 大自然 寧靜 適合 放鬆 度假
1.0,偏遠 環境 清幽 房間 設備 齊全 早餐 民宿 說 豐富
1.0,三樓 人 房 獨立 客廳 風景 好 早餐 早餐籃 裝 提回 房 享用
0.0,輕鬆 自在 老闆 客氣 環境 乾淨 地中海 希臘 風格
0.0,洗衣機 一樓 專區 介紹 基隆 文化 品牌 產品 得到 在地 資訊
0.0,使用 共享 廚房 製作 簡單 早餐 晚餐 防疫 期間 外帶 夜市 美食 外送 旅店 享用
0.0,室 環境 充滿 設計感 牆面 藝術家 畫作 展出 置身 藝廊
1.0,老闆 親切 老闆娘 手作 早餐 好吃 設施 環境 清潔 距 羅東 夜市 10 分鐘
0.0,環境 乾淨 整潔 床 睡起來 舒服 浴室 乾 濕 分離 超級 棒 整體 高
0.0,建議 行動 不便 人 前往 住宿 民宿 樓 房間 無 電梯
0.0,價格 親民 公道 房間 乾淨 兩 人 人 房 適合 親子 家庭 旅遊 老闆 阿莎力
0.0,人 房 舒適 空間 一樓 飲水機 冰箱 方便
0.0,房間 隔音 差 房間 掛 衣服 衣架 服務 好 小 幫手 熱心
1.0,墾丁 美 民宿 房間 美 主人 美 管家 美 風景 美 找 缺點
0.0,泳池 周邊 人潮 少 建築 些 希臘 風格
0.0,感受到 老闆 用心 細節 旅店 推薦 想 渡假 人
0.0,房間 空間 沐浴 用品 份量 不足 早餐 美味 氣氛 好 旅店 溜滑梯 好玩
1.0,晚上 夜景 漂亮 餐廳 晚餐 自費 蔬食 火鍋 肉 量 吃 完
0.0,特色 民宿 裡面 家具 物品 民宿 主人 製作
0.0,房間 乾淨 整潔 老闆娘 待人 親切 棉被 暖和 床 舒服 睡 好 放鬆 地方
0.0,環境 清幽 品味 放鬆 身 心靈 地方 民宿 女 主人 手沖 咖啡 讚
0.0,品質 遠遠 超越 六星級 飯店 往後 南投 旅 住宿 首選 地點
1.0,離 溪頭 森林 教育 園區 民宿 乾淨 漂亮 老闆娘 親切
0.0,住宿 簡樸 人文 溫度 簡單 自然 地方 老闆 熱心 介紹 木屋 過往
0.0,民宿 老闆娘 親切 回到 媽媽 家 感覺 價格 合理 房間 乾淨 值得 大推 民宿
0.0,雅房 晚 1200 附 早餐 環境 乾淨 停車場 老闆 老闆娘 親切
1.0,老闆 服務 棒 人 親切 房 環境 舒適 設備 齊全 說 缺點 離 市區 遠
1.0,在 隔壁 走路 點 無庸置疑 結論 間 住宿 飯店
0.0,服務 態度 加強 今天 booking 訂房 明天 前 付 訂金 8成
1.0,超棒 環境 乾淨 清潔 寵物 友善 旁邊 沙灘 夜景 星星
0.0,左 奶奶 人 好 住宿 早餐 土司 果醬 晚餐 搭伙 80 元
0.0,民宿 乾淨 收費 親民 主人 熱心 狗狗 熱情
0.0,商務 旅行 住宿 棒 櫃臺 接待 人員 服務 態度 棒 房間 設備 良好 早餐 自助餐 食物 豐盛
0.0,麵包 起司 冷盤 熟食 飯粥 麵包子 饅頭 類 甜點
1.0,飯店 位置 在 花蓮 火車站 前 屬於 文青 商旅 喜歡 風格 朋友 考慮 入住
1.0,裝潢 簡單 冷氣 強 房間 舒適 枕頭棒 服務 人員 親切 煙火 首選 房
1.0,櫃台 人員 樂樂 服務 親切 周到 熱心 環境 舒服 交通 方便 離 景點 推薦
0.0,感覺 家 民宿 提供 輪椅 空間 1樓 超大間 廁所 如同 賣場 空間 電梯
1.0,地點 好 市中心 房間 乾淨 四人房 置物 空間 夠 東西 放 地上
0.0,爛死 全 澎湖 飯店 倒光 住 家
1.0,地點 好 交通 方便 附近 小吃 餐廳 床單 舒服
1.0,管家 親切 室 空調 暗 枕頭 床 偏 硬 地點 不錯 停車
0.0,闆娘 人 好 早餐 附近 早餐店 合作 美中不足 地方 電視 第四台
1.0,CP值 高 住宿 靠近 安平區 晚上 安靜
0.0,棒 地方 安靜 放鬆 民宿 老闆娘 親切 早餐 超棒
0.0,少女心 民宿 客廳 寬敞 裝潢 可愛 舒適 內容 主題 民宿 好友 來此 體驗 住宿
1.0,位置 不錯 離 車站 房間 設備 新 空間 價格 實惠
0.0,老闆 人 熱情 介紹 當地 地方 下 次 花蓮 訂 間 大推
0.0,好 蓮蓬頭 水 強 熱水 夠 房價 便宜 適合 追求 平價 人 住宿
0.0,房間 煮飯 遊戲組 螞蟻 3樓 洗手台 迷你 不錯
1.0,水 停車 方便 離 夜市 開車 10 鐘 左右 外 送 熊貓
0.0,服務 人員 親切 房間 廁所 浴缸 滿意 停車 地方 棒
0.0,房 按摩椅 震動 功能 馬桶 房間 隔間 拉 門 淋浴 時 水 冷 熱
0.0,設備 差 浴室 水 吹風機 電 接觸 不良 今天 早餐 好吃 水果
0.0,無聊 自然 放空 放鬆 放假 好 地方 無 肉 早餐 料理 用心 好吃
1.0,些 美景 照片 分享 空間 感受 這裡 美好 舒適
0.0,值得 造訪 好 地方 溫馨 早餐 時光 享受 柔柔 海風 夜晚 在 蛙鳴 蟲鳴聲 中 入睡
1.0,房間 乾凈 早餐 豐富 民宿 視野 佳 晚上 觀星 好 地方 老闆 親切
0.0,設備 簡 漏 熱水 熱 盥洗 用具 不足 飯店 收費 旅社 品質
0.0,待人 親切 餐點 行 管家 貼心 詢問 客人 吃 衛浴 空間 提升 棒
0.0,房間 乾淨 舒適 老闆 老闆娘 人 好 熱情 溫暖 充滿 人情味 間 民宿
0.0,建築 改裝 風格 簡單 舒適 老闆 老闆娘 屏東人 熱情 親切 值得 推薦
0.0,老闆 熱情 提供 許多 美食 資訊 遊玩 景點 值得 訪
0.0,房間 乾淨 衛生 二樓 免費 泡麵 咖啡 汽水 服務 親切 兌換 調酒 棒
0.0,建議 白天 玩完 景點 海灘 後 黃昏 進 會館 車子 停 懇丁 青年 活動中心 省錢
1.0,CP值 高 住宿 旅 旅店 在 墾丁 大街 環境 相當 好 提供 泡麵 零食 飲料
0.0,房間 寢具 乾淨 可惜 共用 廁所 不便
1.0,人間 仙境 山嵐 圍繞 老闆 待人 客氣 親切
0.0,乾淨 親切 服務 態度 優
1.0,離 埔里 市區 交流道 不遠 房間 床 好 睡 熱 水壓 足夠 櫃檯 服務 態度 親切
0.0,浴室 地板 水 容易 滑倒 小孩 隨行 旅客 注意 浴室 電視 暖氣 無 功能
0.0,環境 優雅 生菜 沙拉 飲料 餐點 美味 可口 住宿 週六日 開放 點餐
0.0,老闆 人 好 推薦 在 景點 住 一樓 人 房 房間 棒 舒服
1.0,民宿 乾淨 飲水機 老闆 親切 離 墾丁 大街 不遠 方便
